run_id,country,aoi,incid_rate,cfr,infect_dur
61,GHA,25.75,3.8274263287591654e-4,0.03482895167773246,0.010958904109589041
62,GHA,25.75,3.818088169938726e-4,0.03482895167773246,0.010958904109589041
63,GHA,25.75,3.813323915819035e-4,0.03482895167773246,0.010958904109589041
64,GHA,25.75,3.813323915819035e-4,0.03482895167773246,0.010958904109589041
65,GHA,25.75,3.7886707119720597e-4,0.03482895167773246,0.010958904109589041
66,GHA,25.75,3.846240611935861e-4,0.03482895167773246,0.010958904109589041
67,GHA,25.75,3.8446793254458153e-4,0.03482895167773246,0.010958904109589041
68,GHA,25.75,3.787991219829622e-4,0.03482895167773246,0.010958904109589041
69,GHA,25.75,3.838266472165901e-4,0.03482895167773246,0.010958904109589041
70,GHA,25.75,3.8540287715263126e-4,0.03482895167773246,0.010958904109589041
71,GHA,25.75,3.8275683157506135e-4,0.03482895167773246,0.010958904109589041
72,GHA,25.75,3.859334800340445e-4,0.03482895167773246,0.010958904109589041
73,GHA,25.75,3.824506704161084e-4,0.03482895167773246,0.010958904109589041
74,GHA,25.75,3.8185450451029665e-4,0.03482895167773246,0.010958904109589041
75,GHA,25.75,3.846020343229342e-4,0.03482895167773246,0.010958904109589041
76,GHA,25.75,3.7726253124610647e-4,0.03482895167773246,0.010958904109589041
77,GHA,25.75,3.860435362172731e-4,0.03482895167773246,0.010958904109589041
78,GHA,25.75,3.7883468385771735e-4,0.03482895167773246,0.010958904109589041
79,GHA,25.75,3.864041968078341e-4,0.03482895167773246,0.010958904109589041
80,GHA,25.75,3.818978768761508e-4,0.03482895167773246,0.010958904109589041
81,GHA,25.75,3.785075191188776e-4,0.03482895167773246,0.010958904109589041
82,GHA,25.75,3.852842590807357e-4,0.03482895167773246,0.010958904109589041
83,GHA,25.75,3.814866651525074e-4,0.03482895167773246,0.010958904109589041
84,GHA,25.75,3.828522436809712e-4,0.03482895167773246,0.010958904109589041
85,GHA,25.75,3.819121096665699e-4,0.03482895167773246,0.010958904109589041
86,GHA,25.75,3.854576475679871e-4,0.03482895167773246,0.010958904109589041
87,GHA,25.75,3.8434737347757943e-4,0.03482895167773246,0.010958904109589041
88,GHA,25.75,3.7828632253021405e-4,0.03482895167773246,0.010958904109589041
89,GHA,25.75,3.7834177229099594e-4,0.03482895167773246,0.010958904109589041
90,GHA,25.75,3.8056338946783547e-4,0.03482895167773246,0.010958904109589041
91,GHA,25.75,3.8368847359645256e-4,0.03482895167773246,0.010958904109589041
92,GHA,25.75,3.8434980143772665e-4,0.03482895167773246,0.010958904109589041
93,GHA,25.75,3.839492580472523e-4,0.03482895167773246,0.010958904109589041
94,GHA,25.75,3.8080157681252553e-4,0.03482895167773246,0.010958904109589041
95,GHA,25.75,3.749426853260545e-4,0.03482895167773246,0.010958904109589041
96,GHA,25.75,3.6879485754020495e-4,0.03482895167773246,0.010958904109589041
97,GHA,25.75,3.758824102385814e-4,0.03482895167773246,0.010958904109589041
98,GHA,25.75,3.6888017929429553e-4,0.03482895167773246,0.010958904109589041
99,GHA,25.75,3.7343478875277546e-4,0.03482895167773246,0.010958904109589041
100,GHA,25.75,3.7576427515132734e-4,0.03482895167773246,0.010958904109589041
101,GHA,25.75,3.7736382428685066e-4,0.03482895167773246,0.010958904109589041
102,GHA,25.75,3.767935990018173e-4,0.03482895167773246,0.010958904109589041
103,GHA,25.75,3.7745252281888217e-4,0.03482895167773246,0.010958904109589041
104,GHA,25.75,3.7368097113319885e-4,0.03482895167773246,0.010958904109589041
105,GHA,25.75,3.789884524848976e-4,0.03482895167773246,0.010958904109589041
106,GHA,25.75,3.789884524848976e-4,0.03482895167773246,0.010958904109589041
107,GHA,25.75,3.7165604029240314e-4,0.03482895167773246,0.010958904109589041
108,GHA,25.75,3.7557396769066217e-4,0.03482895167773246,0.010958904109589041
109,GHA,25.75,3.7045743040217536e-4,0.03482895167773246,0.010958904109589041
110,GHA,25.75,3.741450933034435e-4,0.03482895167773246,0.010958904109589041
111,GHA,25.75,3.7505730443271996e-4,0.03482895167773246,0.010958904109589041
112,GHA,25.75,3.680843590881081e-4,0.03482895167773246,0.010958904109589041
113,GHA,25.75,3.702265938328903e-4,0.03482895167773246,0.010958904109589041
114,GHA,25.75,3.755097037086366e-4,0.03482895167773246,0.010958904109589041
115,GHA,25.75,3.7158813960121086e-4,0.03482895167773246,0.010958904109589041
116,GHA,25.75,3.774588222640919e-4,0.03482895167773246,0.010958904109589041
117,GHA,25.75,3.704952336637593e-4,0.03482895167773246,0.010958904109589041
118,GHA,25.75,3.7012953441215214e-4,0.03482895167773246,0.010958904109589041
119,GHA,25.75,3.735608137920912e-4,0.03482895167773246,0.010958904109589041
120,GHA,25.75,3.764311006022939e-4,0.03482895167773246,0.010958904109589041
121,GHA,25.75,3.697304675711127e-4,0.03482895167773246,0.010958904109589041
122,GHA,25.75,3.7410585213168424e-4,0.03482895167773246,0.010958904109589041
123,GHA,25.75,3.778271282389961e-4,0.03482895167773246,0.010958904109589041
124,GHA,25.75,3.719363484132411e-4,0.03482895167773246,0.010958904109589041
125,GHA,25.75,3.7366800094340287e-4,0.03482895167773246,0.010958904109589041
126,GHA,25.75,3.791254280143725e-4,0.03482895167773246,0.010958904109589041
127,GHA,25.75,3.7889021593247974e-4,0.03482895167773246,0.010958904109589041
128,GHA,25.75,3.749149863438372e-4,0.03482895167773246,0.010958904109589041
129,GHA,25.75,3.7879379274027505e-4,0.03482895167773246,0.010958904109589041
130,GHA,25.75,3.741544125759491e-4,0.03482895167773246,0.010958904109589041
131,GHA,25.75,3.750792598946909e-4,0.03482895167773246,0.010958904109589041
132,GHA,25.75,3.748811451083589e-4,0.03482895167773246,0.010958904109589041
133,GHA,25.75,3.741304535528694e-4,0.03482895167773246,0.010958904109589041
134,GHA,25.75,3.7572092865583465e-4,0.03482895167773246,0.010958904109589041
135,GHA,25.75,3.738461896806487e-4,0.03482895167773246,0.010958904109589041
136,GHA,25.75,3.7184097336153023e-4,0.03482895167773246,0.010958904109589041
137,GHA,25.75,3.764879962784408e-4,0.03482895167773246,0.010958904109589041
138,GHA,25.75,3.6824886698924906e-4,0.03482895167773246,0.010958904109589041
139,GHA,25.75,3.7613993581556485e-4,0.03482895167773246,0.010958904109589041
140,GHA,25.75,3.736682113394889e-4,0.03482895167773246,0.010958904109589041
141,GHA,25.75,3.7361744536690674e-4,0.03482895167773246,0.010958904109589041
142,GHA,25.75,3.788481432304377e-4,0.03482895167773246,0.010958904109589041
143,GHA,25.75,3.788481432304377e-4,0.03482895167773246,0.010958904109589041
144,GHA,25.75,3.759766761445534e-4,0.03482895167773246,0.010958904109589041
145,GHA,25.75,3.759766761445534e-4,0.03482895167773246,0.010958904109589041
146,GHA,25.75,3.704553814046945e-4,0.03482895167773246,0.010958904109589041
147,GHA,25.75,3.735644405564217e-4,0.03482895167773246,0.010958904109589041
148,GHA,25.75,3.756758787547133e-4,0.03482895167773246,0.010958904109589041
149,GHA,25.75,3.7636646006796457e-4,0.03482895167773246,0.010958904109589041
150,GHA,25.75,3.804702122547471e-4,0.03482895167773246,0.010958904109589041
151,GHA,25.75,0.00037884734769834437,0.03482895167773246,0.010958904109589041
152,GHA,25.75,3.775545422639362e-4,0.03482895167773246,0.010958904109589041
153,GHA,25.75,3.774309275691093e-4,0.03482895167773246,0.010958904109589041
154,GHA,25.75,3.826893341386707e-4,0.03482895167773246,0.010958904109589041
155,GHA,25.75,3.8440149224264083e-4,0.03482895167773246,0.010958904109589041
156,GHA,25.75,3.728377234542709e-4,0.03482895167773246,0.010958904109589041
157,GHA,25.75,3.853267862702225e-4,0.03482895167773246,0.010958904109589041
158,GHA,25.75,3.853267862702225e-4,0.03482895167773246,0.010958904109589041
159,GHA,25.75,3.7527097672813205e-4,0.03482895167773246,0.010958904109589041
160,GHA,25.75,3.8154372528507487e-4,0.03482895167773246,0.010958904109589041
161,GHA,25.75,3.79101328849118e-4,0.03482895167773246,0.010958904109589041
162,GHA,25.75,3.79101328849118e-4,0.03482895167773246,0.010958904109589041
163,GHA,25.75,3.7936682244927043e-4,0.03482895167773246,0.010958904109589041
164,GHA,25.75,3.7936682244927043e-4,0.03482895167773246,0.010958904109589041
165,GHA,25.75,3.7916690700204526e-4,0.03482895167773246,0.010958904109589041
166,GHA,25.75,3.756793349721581e-4,0.03482895167773246,0.010958904109589041
167,GHA,25.75,3.81359959464189e-4,0.03482895167773246,0.010958904109589041
168,GHA,25.75,3.804107395165942e-4,0.03482895167773246,0.010958904109589041
169,GHA,25.75,3.8192685204239664e-4,0.03482895167773246,0.010958904109589041
170,GHA,25.75,3.8192685204239664e-4,0.03482895167773246,0.010958904109589041
171,GHA,25.75,3.8006067545648294e-4,0.03482895167773246,0.010958904109589041
172,GHA,25.75,3.8049289510297586e-4,0.03482895167773246,0.010958904109589041
173,GHA,25.75,3.7896898403909205e-4,0.03482895167773246,0.010958904109589041
174,GHA,25.75,3.7943152352745376e-4,0.03482895167773246,0.010958904109589041
175,GHA,25.75,3.805120306950675e-4,0.03482895167773246,0.010958904109589041
176,GHA,25.75,3.809617311397405e-4,0.03482895167773246,0.010958904109589041
177,GHA,25.75,3.781694337990045e-4,0.03482895167773246,0.010958904109589041
178,GHA,25.75,3.811021066586661e-4,0.03482895167773246,0.010958904109589041
179,GHA,25.75,3.811021066586661e-4,0.03482895167773246,0.010958904109589041
180,GHA,25.75,3.825871756997905e-4,0.03482895167773246,0.010958904109589041
181,GHA,25.75,3.7307657868069664e-4,0.03482895167773246,0.010958904109589041
182,GHA,25.75,3.7531079511256835e-4,0.03482895167773246,0.010958904109589041
183,GHA,25.75,3.7980925144204746e-4,0.03482895167773246,0.010958904109589041
184,GHA,25.75,3.7980925144204746e-4,0.03482895167773246,0.010958904109589041
185,GHA,25.75,3.760722119397174e-4,0.03482895167773246,0.010958904109589041
186,GHA,25.75,3.79757064996935e-4,0.03482895167773246,0.010958904109589041
187,GHA,25.75,3.79757064996935e-4,0.03482895167773246,0.010958904109589041
188,GHA,25.75,3.7947752333975686e-4,0.03482895167773246,0.010958904109589041
189,GHA,25.75,3.8108743201109563e-4,0.03482895167773246,0.010958904109589041
190,GHA,25.75,3.758730585029991e-4,0.03482895167773246,0.010958904109589041
191,GHA,25.75,3.786529889704727e-4,0.03482895167773246,0.010958904109589041
192,GHA,25.75,3.786704716062731e-4,0.03482895167773246,0.010958904109589041
193,GHA,25.75,3.794307436543958e-4,0.03482895167773246,0.010958904109589041
194,GHA,25.75,3.8308633992913365e-4,0.03482895167773246,0.010958904109589041
195,GHA,25.75,3.783891755383843e-4,0.03482895167773246,0.010958904109589041
196,GHA,25.75,3.845581738365854e-4,0.03482895167773246,0.010958904109589041
197,GHA,25.75,3.7776717852126157e-4,0.03482895167773246,0.010958904109589041
198,GHA,25.75,3.822646951153917e-4,0.03482895167773246,0.010958904109589041
199,GHA,25.75,3.786334737406804e-4,0.03482895167773246,0.010958904109589041
200,GHA,25.75,3.799810158772208e-4,0.03482895167773246,0.010958904109589041
