"year","run_id","threshold","confirmation_lens","admin_level","target_pop_cumu","true_ac_cumu"
2022,3,1e-04,"global-estimate","admin2",90377828.3727997,72760.3556536805
2022,3,1e-04,"no-estimate","admin1",248001566.713491,76201.6509372071
2022,3,1e-04,"no-estimate","admin2",140591202.101101,77605.2057053293
2022,3,2e-04,"district-estimate","admin1",82341946.3971743,56531.0001638402
2022,3,2e-04,"district-estimate","admin2",68867663.9764466,69106.4160027283
2022,3,2e-04,"global-estimate","admin1",60239029.6475397,49938.5442755977
2022,3,2e-04,"global-estimate","admin2",52893854.1748694,64953.6691425824
2022,3,2e-04,"no-estimate","admin1",150919266.826634,67720.4532009159
2022,3,2e-04,"no-estimate","admin2",103699465.019618,74428.275195932
2022,3,0.001,"district-estimate","admin1",10723787.6770671,22067.7614346296
2022,3,0.001,"district-estimate","admin2",16294335.9476627,43517.8448774659
2022,3,0.001,"global-estimate","admin1",5131606.40160497,14256.4567271024
2022,3,0.001,"global-estimate","admin2",12732448.1216735,37672.0165195596
2022,3,0.001,"no-estimate","admin1",29843371.4706981,37302.8022946157
2022,3,0.001,"no-estimate","admin2",27682125.6073341,52244.3350027363
2022,4,1e-04,"district-estimate","admin1",148849677.610347,66695.9609890179
2022,4,1e-04,"district-estimate","admin2",103021466.138681,73590.6474053855
2022,4,1e-04,"global-estimate","admin1",134524692.815202,64176.8841304099
2022,4,1e-04,"global-estimate","admin2",91691364.534429,71718.5765300422
2022,4,1e-04,"no-estimate","admin1",247156923.504181,74618.1708774259
2022,4,1e-04,"no-estimate","admin2",141222938.70663,76458.4541384855
2022,4,2e-04,"district-estimate","admin1",83908129.4132773,55938.8095476366
2022,4,2e-04,"district-estimate","admin2",70025835.061757,68406.4889420364
2022,4,2e-04,"global-estimate","admin1",60857940.1475901,52481.0812142364
2022,4,2e-04,"global-estimate","admin2",55336118.0647909,66965.3330646606
2022,4,2e-04,"no-estimate","admin1",156536341.745676,67195.0968779763
2022,4,2e-04,"no-estimate","admin2",105450725.410408,73581.4366379233
2022,4,0.001,"district-estimate","admin1",11600050.0659688,21567.1631302089
2022,4,0.001,"district-estimate","admin2",15173492.6731907,43797.0046392753
2022,4,0.001,"global-estimate","admin1",6518663.47195651,15176.1313300282
2022,4,0.001,"global-estimate","admin2",12401442.813541,39358.0532774534
2022,4,0.001,"no-estimate","admin1",30767555.4227309,36881.0106597878
2022,4,0.001,"no-estimate","admin2",27828475.8053443,52364.7412308118
2022,5,1e-04,"district-estimate","admin1",159178050.212817,70754.5718867701
2022,5,1e-04,"district-estimate","admin2",101424051.301975,76358.7459422429
2022,5,1e-04,"global-estimate","admin1",120318126.204568,65174.8100319762
2022,5,1e-04,"global-estimate","admin2",93093001.8945498,74912.8587475601
2022,5,1e-04,"no-estimate","admin1",243583144.844543,77275.0780263297
2022,5,1e-04,"no-estimate","admin2",135430529.970042,78866.6363562873
2022,5,2e-04,"district-estimate","admin1",81754399.5935925,58902.3382282589
2022,5,2e-04,"district-estimate","admin2",66075555.0443145,70350.4725242555
2022,5,2e-04,"global-estimate","admin1",69106052.4731959,61115.8074777759
2022,5,2e-04,"global-estimate","admin2",46404159.6113477,71458.1365094762
2022,5,2e-04,"no-estimate","admin1",150318742.584662,69400.7642075081
2022,5,2e-04,"no-estimate","admin2",101860047.074154,76015.9909870643
2022,5,0.001,"district-estimate","admin1",13980948.6075359,26439.2585088438
2022,5,0.001,"district-estimate","admin2",16617203.0024637,45955.5703301454
2022,5,0.001,"global-estimate","admin1",4217498.91968096,12651.7594714528
2022,5,0.001,"global-estimate","admin2",13271735.8484462,40740.0855053911
2022,5,0.001,"no-estimate","admin1",30689324.9828704,38681.5139913387
2022,5,0.001,"no-estimate","admin2",28469599.9356119,55275.6258491591
2022,6,1e-04,"district-estimate","admin1",144498514.18725,64985.521017234
2022,6,1e-04,"district-estimate","admin2",103816283.917375,71791.0719028211
2022,6,1e-04,"global-estimate","admin1",124312247.137956,62224.2640766959
2022,6,1e-04,"global-estimate","admin2",94741588.165958,70277.1037884993
2022,6,1e-04,"no-estimate","admin1",241403850.673753,73343.1172503849
2022,6,1e-04,"no-estimate","admin2",140641902.616595,74567.3139561916
2022,6,2e-04,"district-estimate","admin1",90045739.1848131,56295.7695576875
2022,6,2e-04,"district-estimate","admin2",69969990.1130296,66210.1283771656
2022,6,2e-04,"global-estimate","admin1",60152918.8937332,50432.7179534066
2022,6,2e-04,"global-estimate","admin2",50138199.9855528,63108.9628011282
2022,6,2e-04,"no-estimate","admin1",152369035.703388,65619.6993075769
2022,6,2e-04,"no-estimate","admin2",106859310.268561,71805.7961376724
2022,6,0.001,"district-estimate","admin1",7518557.8474984,15812.0757938056
2022,6,0.001,"district-estimate","admin2",14603927.5339638,39864.6351642084
2022,6,0.001,"global-estimate","admin1",4410101.82721757,12136.8346520226
2022,6,0.001,"global-estimate","admin2",11019705.6614858,33940.5438550484
2022,6,0.001,"no-estimate","admin1",30635229.0142868,34308.176075372
2022,6,0.001,"no-estimate","admin2",26636015.9701285,48783.0303647487
2022,7,1e-04,"district-estimate","admin1",149829668.385345,64427.4406922737
2022,7,1e-04,"district-estimate","admin2",105904164.452965,70839.4860670289
2022,7,1e-04,"global-estimate","admin1",126005056.868253,60865.4423086306
2022,7,1e-04,"global-estimate","admin2",94193943.4743011,68979.3543956022
2022,7,1e-04,"no-estimate","admin1",244294305.737004,72126.0982062945
2022,7,1e-04,"no-estimate","admin2",141929716.996874,73501.5289749089
2022,7,2e-04,"district-estimate","admin1",81101367.3654212,53415.8732691386
2022,7,2e-04,"district-estimate","admin2",68110558.7097956,64453.554622191
2022,7,2e-04,"global-estimate","admin1",65059916.8875531,51631.4147773981
2022,7,2e-04,"global-estimate","admin2",48281390.854155,62506.5183447934
2022,7,2e-04,"no-estimate","admin1",155364740.329203,64642.9405834971
2022,7,2e-04,"no-estimate","admin2",103925752.821967,70411.6261321109
2022,7,0.001,"district-estimate","admin1",9441324.24330487,17804.3476746231
2022,7,0.001,"district-estimate","admin2",14852183.546185,39589.3090527915
2022,7,0.001,"global-estimate","admin1",3910802.07887434,10519.7325815484
2022,7,0.001,"global-estimate","admin2",11877681.7325077,34323.7825238352
2022,7,0.001,"no-estimate","admin1",29711045.062254,33555.5906380564
2022,7,0.001,"no-estimate","admin2",27351725.6393758,49733.3713300075
2022,8,1e-04,"district-estimate","admin1",153815239.652267,67250.2791301408
2022,8,1e-04,"district-estimate","admin2",105751955.823888,74427.1818614777
2022,8,1e-04,"global-estimate","admin1",132891786.134069,64344.4868910392
2022,8,1e-04,"global-estimate","admin2",90869783.8782298,72227.0337961282
2022,8,1e-04,"no-estimate","admin1",244615999.101546,74921.6546276766
2022,8,1e-04,"no-estimate","admin2",137454813.594405,76999.2812022733
2022,8,2e-04,"district-estimate","admin1",84030165.6163332,56604.4668663312
2022,8,2e-04,"district-estimate","admin2",69683818.2773345,68699.5010398219
2022,8,2e-04,"global-estimate","admin1",61389545.1264386,56293.12961806
2022,8,2e-04,"global-estimate","admin2",45232566.6722099,68641.0143188651
2022,8,2e-04,"no-estimate","admin1",152963557.858945,66824.9822867368
2022,8,2e-04,"no-estimate","admin2",101205924.526818,73616.3765255766
2022,8,0.001,"district-estimate","admin1",8672047.23178359,18218.0500499476
2022,8,0.001,"district-estimate","admin2",15054243.4387728,44310.0985179899
2022,8,0.001,"global-estimate","admin1",3910802.07887434,12178.8312862525
2022,8,0.001,"global-estimate","admin2",13023790.8303139,39833.1780316989
2022,8,0.001,"no-estimate","admin1",27986550.9627497,33704.0479472149
2022,8,0.001,"no-estimate","admin2",28023500.3006209,52630.3548746521
2022,9,1e-04,"district-estimate","admin1",162193979.78458,68552.8008743441
2022,9,1e-04,"district-estimate","admin2",104452503.687574,73878.995182915
2022,9,1e-04,"global-estimate","admin1",127709599.43907,63375.1937320256
2022,9,1e-04,"global-estimate","admin2",92290493.7876321,71733.9745875032
2022,9,1e-04,"no-estimate","admin1",233245230.784301,74007.762030594
2022,9,1e-04,"no-estimate","admin2",140181778.241038,76501.3752460306
2022,9,2e-04,"district-estimate","admin1",79636717.4998506,55114.996217201
2022,9,2e-04,"district-estimate","admin2",62801429.5435401,66795.8322504898
2022,9,2e-04,"global-estimate","admin1",65496959.8580106,57503.5277649021
2022,9,2e-04,"global-estimate","admin2",42410858.130654,65836.7718871135
2022,9,2e-04,"no-estimate","admin1",163861855.13307,68584.5002434207
2022,9,2e-04,"no-estimate","admin2",102099138.612026,73110.3563975711
2022,9,0.001,"district-estimate","admin1",9365114.27335433,20519.9907977953
2022,9,0.001,"district-estimate","admin2",13504031.1449073,40557.8077908725
2022,9,0.001,"global-estimate","admin1",5131606.40160497,15020.4640162364
2022,9,0.001,"global-estimate","admin2",12105566.6500226,37392.4703261757
2022,9,0.001,"no-estimate","admin1",31726791.619343,35786.3026683093
2022,9,0.001,"no-estimate","admin2",27644702.5334068,51759.1340442374
2022,10,1e-04,"district-estimate","admin1",149980068.522909,69399.2918254396
2022,10,1e-04,"district-estimate","admin2",104972715.515198,77323.2187076259
2022,10,1e-04,"global-estimate","admin1",125012337.12341,65754.7150089255
2022,10,1e-04,"global-estimate","admin2",92809782.178169,75317.8285102887
2022,10,1e-04,"no-estimate","admin1",239978859.103544,77710.8743105707
2022,10,1e-04,"no-estimate","admin2",142796766.377952,80243.7163373767
2022,10,2e-04,"district-estimate","admin1",83632113.892922,59143.1022624042
2022,10,2e-04,"district-estimate","admin2",66761929.9328637,70959.5633721869
2022,10,2e-04,"global-estimate","admin1",74097352.9989083,62561.8542848032
2022,10,2e-04,"global-estimate","admin2",55391242.8602588,74014.3593910968
2022,10,2e-04,"no-estimate","admin1",151095639.488126,69150.8878784272
2022,10,2e-04,"no-estimate","admin2",104786801.750657,77043.3109298708
2022,10,0.001,"district-estimate","admin1",12703792.816773,23175.5586221656
2022,10,0.001,"district-estimate","admin2",16362010.9493193,46227.1877764198
2022,10,0.001,"global-estimate","admin1",10233949.0138895,19436.5309122047
2022,10,0.001,"global-estimate","admin2",12928585.2225927,40790.7141666268
2022,10,0.001,"no-estimate","admin1",30635229.0142868,38288.270453535
2022,10,0.001,"no-estimate","admin2",27212765.3661329,54113.1228463333
2022,11,1e-04,"district-estimate","admin1",154872870.778306,65945.296558359
2022,11,1e-04,"district-estimate","admin2",104232922.033903,72303.4267391542
2022,11,1e-04,"global-estimate","admin1",122721892.583744,61508.6240898047
2022,11,1e-04,"global-estimate","admin2",94906730.7363131,70807.5448479956
2022,11,1e-04,"no-estimate","admin1",238252304.88815,72939.4685259902
2022,11,1e-04,"no-estimate","admin2",140106880.443182,75036.4728620087
2022,11,2e-04,"district-estimate","admin1",86125698.2906982,54964.6105618007
2022,11,2e-04,"district-estimate","admin2",72090346.2615985,66765.2274731756
2022,11,2e-04,"global-estimate","admin1",63348449.9227055,54132.0381911059
2022,11,2e-04,"global-estimate","admin2",51228208.8108011,66701.6988310787
2022,11,2e-04,"no-estimate","admin1",150116750.027021,65242.2213255905
2022,11,2e-04,"no-estimate","admin2",105473395.546565,72208.4698315893
2022,11,0.001,"district-estimate","admin1",8730499.00595186,17159.8799021668
2022,11,0.001,"district-estimate","admin2",15491407.5820303,40184.7739530224
2022,11,0.001,"global-estimate","admin1",4900538.41128362,12418.154388899
2022,11,0.001,"global-estimate","admin2",12837116.6726117,36642.1278810045
2022,11,0.001,"no-estimate","admin1",30635229.0142868,35321.4913076288
2022,11,0.001,"no-estimate","admin2",28818884.0514401,50926.5923031014
2022,12,1e-04,"district-estimate","admin1",161619225.619037,68521.7322987719
2022,12,1e-04,"district-estimate","admin2",101873873.074411,73345.6560426167
2022,12,1e-04,"global-estimate","admin1",123982245.441919,63482.8652987769
2022,12,1e-04,"global-estimate","admin2",93906623.9343554,71788.739528418
2022,12,1e-04,"no-estimate","admin1",245596974.50577,74789.8509020777
2022,12,1e-04,"no-estimate","admin2",138346896.460221,76175.4299220675
2022,12,2e-04,"district-estimate","admin1",82311013.922668,56530.6189952372
2022,12,2e-04,"district-estimate","admin2",71152390.421916,68446.5951460118
2022,12,2e-04,"global-estimate","admin1",67364070.2181317,55812.6925483788
2022,12,2e-04,"global-estimate","admin2",51488315.5543209,67984.0392671187
2022,12,2e-04,"no-estimate","admin1",158334635.476028,67850.4935632749
2022,12,2e-04,"no-estimate","admin2",103687237.470837,73180.730107875
2022,12,0.001,"district-estimate","admin1",15717582.5445761,25410.747809967
2022,12,0.001,"district-estimate","admin2",14977314.5988615,42823.5852620275
2022,12,0.001,"global-estimate","admin1",4156522.23283977,9242.43579979801
2022,12,0.001,"global-estimate","admin2",12211545.0016518,38451.0960503024
2022,12,0.001,"no-estimate","admin1",30635229.0142868,35265.0612210585
2022,12,0.001,"no-estimate","admin2",28270266.8257143,52209.6229698856
2022,13,1e-04,"district-estimate","admin1",159779256.243905,70255.5390948965
2022,13,1e-04,"district-estimate","admin2",103131402.107184,75593.5517369444
2022,13,1e-04,"global-estimate","admin1",126457079.06078,65736.1853148057
2022,13,1e-04,"global-estimate","admin2",94014036.9106487,74253.2703738873
2022,13,1e-04,"no-estimate","admin1",241454954.228026,76845.6539850938
2022,13,1e-04,"no-estimate","admin2",138748422.856309,78425.010945391
2022,13,2e-04,"district-estimate","admin1",81418018.2812963,57730.5970001723
2022,13,2e-04,"district-estimate","admin2",73673145.7757481,70849.460513447
2022,13,2e-04,"global-estimate","admin1",68468603.9906069,57867.9709312175
2022,13,2e-04,"global-estimate","admin2",53820102.7482306,70628.6243999841
2022,13,2e-04,"no-estimate","admin1",151214396.162111,68888.6086534797
2022,13,2e-04,"no-estimate","admin2",104426631.799645,75583.3981966996
2022,13,0.001,"district-estimate","admin1",8124124.357523,18305.6684723012
2022,13,0.001,"district-estimate","admin2",15696465.0468744,44440.9379699667
2022,13,0.001,"global-estimate","admin1",4632306.65326174,13903.2100019567
2022,13,0.001,"global-estimate","admin2",12790468.7245138,39953.3828411316
2022,13,0.001,"no-estimate","admin1",30635229.0142868,37110.4333244394
2022,13,0.001,"no-estimate","admin2",28624623.2341086,54387.7778146598
2022,14,1e-04,"district-estimate","admin1",149302368.041948,71255.3747345086
2022,14,1e-04,"district-estimate","admin2",102225736.473649,78260.5583744866
2022,14,1e-04,"global-estimate","admin1",129202226.416429,68361.0252203874
2022,14,1e-04,"global-estimate","admin2",97006676.5101289,77283.9441898915
2022,14,1e-04,"no-estimate","admin1",245313932.006789,79327.9229539035
2022,14,1e-04,"no-estimate","admin2",135587342.268033,80746.9083647932
2022,14,2e-04,"district-estimate","admin1",84560565.7726438,60934.5354617378
2022,14,2e-04,"district-estimate","admin2",75585611.5318422,74005.7231757956
2022,14,2e-04,"global-estimate","admin1",72234361.9730223,62026.2496539249
2022,14,2e-04,"global-estimate","admin2",59347841.2995343,75788.6431321372
2022,14,2e-04,"no-estimate","admin1",155259366.105705,71760.6655099958
2022,14,2e-04,"no-estimate","admin2",104540177.109913,78226.6412556993
2022,14,0.001,"district-estimate","admin1",10207448.3486407,19314.7119775843
2022,14,0.001,"district-estimate","admin2",16535070.4061483,46156.6390512925
2022,14,0.001,"global-estimate","admin1",4900538.41128362,12092.7894407343
2022,14,0.001,"global-estimate","admin2",11849369.8220084,39477.0232219645
2022,14,0.001,"no-estimate","admin1",30635229.0142868,38520.2104682913
2022,14,0.001,"no-estimate","admin2",29806362.8074374,55973.2465726216
2022,15,1e-04,"district-estimate","admin1",168760210.810443,68805.4770889152
2022,15,1e-04,"district-estimate","admin2",102149563.402879,73418.410645954
2022,15,1e-04,"global-estimate","admin1",121326793.103668,62265.4468044136
2022,15,1e-04,"global-estimate","admin2",89603880.315776,71365.1095588812
2022,15,1e-04,"no-estimate","admin1",244311470.592192,74811.0594296754
2022,15,1e-04,"no-estimate","admin2",139457802.431017,76251.0068365478
2022,15,2e-04,"district-estimate","admin1",77917316.97665,54313.6982613243
2022,15,2e-04,"district-estimate","admin2",70629409.3329391,68499.2129686522
2022,15,2e-04,"global-estimate","admin1",67309073.5673567,54333.7432152204
2022,15,2e-04,"global-estimate","admin2",52468700.5346454,66577.3364463078
2022,15,2e-04,"no-estimate","admin1",150110835.567433,66108.4796772395
2022,15,2e-04,"no-estimate","admin2",104083955.019651,73203.2611109609
2022,15,0.001,"district-estimate","admin1",11643747.2137031,21499.6632537507
2022,15,0.001,"district-estimate","admin2",14307299.6369619,40920.8086652092
2022,15,0.001,"global-estimate","admin1",5263932.81004899,13083.8308101567
2022,15,0.001,"global-estimate","admin2",12220104.9114857,37724.0849265184
2022,15,0.001,"no-estimate","admin1",30767555.4227309,37184.9237747751
2022,15,0.001,"no-estimate","admin2",27861875.8875341,50834.9894747455
2022,16,1e-04,"district-estimate","admin1",155153830.383311,66116.9608042156
2022,16,1e-04,"district-estimate","admin2",102172212.53401,71669.1419102877
2022,16,1e-04,"global-estimate","admin1",124500502.846466,61775.3432379002
2022,16,1e-04,"global-estimate","admin2",91203827.9870893,69974.2543361309
2022,16,1e-04,"no-estimate","admin1",247259221.357079,73306.8044785214
2022,16,1e-04,"no-estimate","admin2",138829230.342352,74749.1690996545
2022,16,2e-04,"district-estimate","admin1",86202753.7602134,55090.4683483327
2022,16,2e-04,"district-estimate","admin2",67096154.2658055,65806.5193808023
2022,16,2e-04,"global-estimate","admin1",68010224.3981645,51502.8626344155
2022,16,2e-04,"global-estimate","admin2",54201364.5849394,65631.266067002
2022,16,2e-04,"no-estimate","admin1",156497974.178669,65986.1975937346
2022,16,2e-04,"no-estimate","admin2",102861259.918912,71475.2740159207
2022,16,0.001,"district-estimate","admin1",6444834.55964582,14477.2591121402
2022,16,0.001,"district-estimate","admin2",14586862.6851906,39929.4300703728
2022,16,0.001,"global-estimate","admin1",3727062.33561491,10207.0256843027
2022,16,0.001,"global-estimate","admin2",12027740.607135,35020.7744974322
2022,16,0.001,"no-estimate","admin1",30921680.6804111,34268.4838082725
2022,16,0.001,"no-estimate","admin2",26924945.6908272,49181.0172166021
2022,17,1e-04,"district-estimate","admin1",171016310.821431,71168.7675033335
2022,17,1e-04,"district-estimate","admin2",102014528.220594,76680.7584375594
2022,17,1e-04,"global-estimate","admin1",142385508.310032,67325.7066378614
2022,17,1e-04,"global-estimate","admin2",93421215.9166524,75321.6892266908
2022,17,1e-04,"no-estimate","admin1",246351491.99744,77968.739945235
2022,17,1e-04,"no-estimate","admin2",139823789.575525,79629.5575444951
2022,17,2e-04,"district-estimate","admin1",89051354.4169423,58956.2077543759
2022,17,2e-04,"district-estimate","admin2",69982036.0502359,71314.0233338929
2022,17,2e-04,"global-estimate","admin1",65719603.7899484,59157.5422465022
2022,17,2e-04,"global-estimate","admin2",55700541.039606,71490.7428366302
2022,17,2e-04,"no-estimate","admin1",161095860.445525,69774.483309767
2022,17,2e-04,"no-estimate","admin2",103323111.750591,76578.5422223279
2022,17,0.001,"district-estimate","admin1",11954084.9521912,22720.5254911357
2022,17,0.001,"district-estimate","admin2",15425887.9952495,43745.4203281603
2022,17,0.001,"global-estimate","admin1",4448566.91000231,12076.9866901934
2022,17,0.001,"global-estimate","admin2",12156401.1197428,38359.5154400724
2022,17,0.001,"no-estimate","admin1",30921680.6804111,37606.5659460598
2022,17,0.001,"no-estimate","admin2",29464900.5722742,54734.1311595641
2022,18,1e-04,"district-estimate","admin1",163193427.901379,74387.1314816811
2022,18,1e-04,"district-estimate","admin2",104331480.510066,80034.2624556833
2022,18,1e-04,"global-estimate","admin1",128229959.28512,69263.2946284377
2022,18,1e-04,"global-estimate","admin2",91785360.2908663,77919.7399216216
2022,18,1e-04,"no-estimate","admin1",243889024.303558,80531.1636286975
2022,18,1e-04,"no-estimate","admin2",135222412.393112,82431.2254542231
2022,18,2e-04,"district-estimate","admin1",84740598.7379871,61802.2961069914
2022,18,2e-04,"district-estimate","admin2",68677697.0572016,73977.2456718773
2022,18,2e-04,"global-estimate","admin1",71234180.4201002,63634.4276732195
2022,18,2e-04,"global-estimate","admin2",52287652.9533481,76692.5611397318
2022,18,2e-04,"no-estimate","admin1",160367627.004762,73641.2466555351
2022,18,2e-04,"no-estimate","admin2",99802530.6227732,79065.9550169377
2022,18,0.001,"district-estimate","admin1",10522770.6516342,22493.6717457371
2022,18,0.001,"district-estimate","admin2",16433396.9884411,49035.8368674024
2022,18,0.001,"global-estimate","admin1",6675902.54996717,17036.2884877157
2022,18,0.001,"global-estimate","admin2",13852660.9741009,44975.5504774676
2022,18,0.001,"no-estimate","admin1",30510797.3711138,40677.250059654
2022,18,0.001,"no-estimate","admin2",28693591.6588943,57689.9286265048
2022,19,1e-04,"district-estimate","admin1",158403965.914056,70857.6972735813
2022,19,1e-04,"district-estimate","admin2",107680863.892487,76755.0929125006
2022,19,1e-04,"global-estimate","admin1",136972654.794078,67819.5615522107
2022,19,1e-04,"global-estimate","admin2",95860325.5646302,74762.8979614561
2022,19,1e-04,"no-estimate","admin1",244531486.846878,77500.4186239829
2022,19,1e-04,"no-estimate","admin2",140248652.178541,79195.6323355001
2022,19,2e-04,"district-estimate","admin1",90980438.1059772,59859.0918878978
2022,19,2e-04,"district-estimate","admin2",70397264.1439389,70654.4295103618
2022,19,2e-04,"global-estimate","admin1",67462887.3014263,59224.4552235348
2022,19,2e-04,"global-estimate","admin2",52373620.1641987,70481.5822871718
2022,19,2e-04,"no-estimate","admin1",159066987.681762,70521.3956392286
2022,19,2e-04,"no-estimate","admin2",104135926.34745,75861.3243407801
2022,19,0.001,"district-estimate","admin1",10207448.3486407,21553.4543709206
2022,19,0.001,"district-estimate","admin2",14905898.3380694,43439.0062513262
2022,19,0.001,"global-estimate","admin1",4632306.65326174,13376.7646593498
2022,19,0.001,"global-estimate","admin2",12520642.7037067,39470.3439621025
2022,19,0.001,"no-estimate","admin1",30635229.0142868,37456.7606574884
2022,19,0.001,"no-estimate","admin2",27243311.9727954,52654.8164719298
2022,20,1e-04,"district-estimate","admin1",152009008.182921,68122.1683860101
2022,20,1e-04,"district-estimate","admin2",101809172.833955,74722.9922066472
2022,20,1e-04,"global-estimate","admin1",126439484.755452,64566.9006521475
2022,20,1e-04,"global-estimate","admin2",91352238.6377415,73109.7278959797
2022,20,1e-04,"no-estimate","admin1",245513333.328955,76061.5311898828
2022,20,1e-04,"no-estimate","admin2",138520692.389187,77455.3821830153
2022,20,2e-04,"district-estimate","admin1",84669710.2884513,57267.2979817963
2022,20,2e-04,"district-estimate","admin2",73291947.5278247,70338.1455876901
2022,20,2e-04,"global-estimate","admin1",68182723.0686445,53264.404724704
2022,20,2e-04,"global-estimate","admin2",54404646.2469626,68090.944540488
2022,20,2e-04,"no-estimate","admin1",159576058.67314,68577.5696113944
2022,20,2e-04,"no-estimate","admin2",103410943.222673,74640.575397021
2022,20,0.001,"district-estimate","admin1",9278959.97912722,16920.9991289093
2022,20,0.001,"district-estimate","admin2",14957681.7102737,42468.7786362346
2022,20,0.001,"global-estimate","admin1",3939635.52650651,9909.79478539155
2022,20,0.001,"global-estimate","admin2",12900852.6273598,38236.8230426533
2022,20,0.001,"no-estimate","admin1",30635229.0142868,36082.1759011759
2022,20,0.001,"no-estimate","admin2",27873982.2731521,52780.4259735102
2022,21,1e-04,"district-estimate","admin1",154320795.744933,69047.2294609151
2022,21,1e-04,"district-estimate","admin2",103702184.77519,75320.7593740078
2022,21,1e-04,"global-estimate","admin1",122887529.473561,64469.1109330221
2022,21,1e-04,"global-estimate","admin2",91352273.3520066,73238.1842107067
2022,21,1e-04,"no-estimate","admin1",244504762.843431,76554.2434803373
2022,21,1e-04,"no-estimate","admin2",137237287.159877,77972.1134083764
2022,21,2e-04,"district-estimate","admin1",87700157.863468,58484.9517417788
2022,21,2e-04,"district-estimate","admin2",70535248.2301783,69833.0170668368
2022,21,2e-04,"global-estimate","admin1",70021441.281383,56095.3454506146
2022,21,2e-04,"global-estimate","admin2",54227624.963917,69687.5056505798
2022,21,2e-04,"no-estimate","admin1",154077459.31312,68897.8206718764
2022,21,2e-04,"no-estimate","admin2",101776689.826473,74891.2306201694
2022,21,0.001,"district-estimate","admin1",10993902.436479,20951.4870591983
2022,21,0.001,"district-estimate","admin2",16917696.6630854,45349.812990003
2022,21,0.001,"global-estimate","admin1",4900538.41128362,13022.1667376086
2022,21,0.001,"global-estimate","admin2",13360981.3813733,40109.544384821
2022,21,0.001,"no-estimate","admin1",30635229.0142868,36415.9618584039
2022,21,0.001,"no-estimate","admin2",28847973.8528503,54270.370649859
2022,22,1e-04,"district-estimate","admin1",154517213.09519,65426.8098818529
2022,22,1e-04,"district-estimate","admin2",104528813.473,72452.1725618303
2022,22,1e-04,"global-estimate","admin1",124237043.747302,60981.1702012959
2022,22,1e-04,"global-estimate","admin2",93457262.700217,70665.8449456821
2022,22,1e-04,"no-estimate","admin1",241758837.974078,72940.4720766646
2022,22,1e-04,"no-estimate","admin2",138819980.601361,74938.9774086897
2022,22,2e-04,"district-estimate","admin1",82847447.6461459,54143.7126223239
