"confirmation_lens","admin_level","threshold","py_vaxed_lb","py_vaxed_median","py_vaxed_ub","prop_py_vaxed_lb","prop_py_vaxed_median","prop_py_vaxed_ub","ISO"
"no-estimate","admin2",1e-04,20375481.6759028,25106699.9171195,30623988.2196318,0.145189431330222,0.167855900909531,0.188649190735487,"TZA"
"no-estimate","admin2",2e-04,6463448.50785727,10198024.961253,14666507.1332854,0.143251926133878,0.176746589949133,0.210873674576982,"TZA"
"no-estimate","admin2",0.001,12067.6446019597,312753.426222129,804263.149846987,0.0842283662389457,0.182594397590543,0.486743254433216,"TZA"
"district-estimate","admin1",1e-04,1245060.58373053,2055974.1903811,3931844.58839672,0.0995677217990107,0.150480726027669,0.21407433659775,"UGA"
"district-estimate","admin1",2e-04,454488.654199926,796542.231538674,1493347.11107828,0.0890306732842247,0.141478745681535,0.219016313238936,"UGA"
"district-estimate","admin1",0.001,220531.786240952,220531.786240952,220531.786240952,0.0666573592777067,0.0666573592777067,0.0666573592777067,"UGA"
"district-estimate","admin2",1e-04,1716999.38154702,2706925.06682472,3440314.04371928,0.10441740693584,0.138697526565426,0.172991888971049,"UGA"
"district-estimate","admin2",2e-04,280368.667387694,871474.116318834,1952505.88269977,0.0889337237567019,0.162200017979082,0.258021771945856,"UGA"
"district-estimate","admin2",0.001,6813.94001181116,133675.108783783,290184.094629013,0.0660918766441751,0.129527272299175,0.357438682281257,"UGA"
"global-estimate","admin1",1e-04,1204452.77968119,1777200.78664416,2118431.53974081,0.0376654058730162,0.0996958351979183,0.175050523703893,"UGA"
"global-estimate","admin1",2e-04,49569.6662319504,521658.558508412,1062766.45889812,0.00853591533493109,0.0799202242105853,0.241409542103472,"UGA"
"global-estimate","admin2",1e-04,1487615.194348,2519687.72711658,3104279.3938438,0.0835965378333129,0.120736439553473,0.16643430985419,"UGA"
"global-estimate","admin2",2e-04,183140.544840108,500829.580034375,1409927.85165594,0.0180169964903155,0.0606434385987223,0.197882088870448,"UGA"
"global-estimate","admin2",0.001,6689.62014015798,83641.2536821885,185687.679090675,0.00317569412420657,0.120607410338285,0.315783355415841,"UGA"
"no-estimate","admin1",1e-04,1240668.20017445,2028639.42431369,3231072.30183744,0.12134922340681,0.17309656884858,0.252920717675593,"UGA"
"no-estimate","admin1",2e-04,295180.988272749,782323.295656548,1333832.64063165,0.112633765292463,0.179671979146877,0.235049745969206,"UGA"
"no-estimate","admin1",0.001,480244.990788084,480244.990788084,480244.990788084,0.65828575962093,0.65828575962093,0.65828575962093,"UGA"
"no-estimate","admin2",1e-04,1461325.32355205,2496409.46798284,3477685.04312349,0.140506622084593,0.175137615593211,0.209396025741305,"UGA"
"no-estimate","admin2",2e-04,280368.667066857,716193.980200901,1242355.11010687,0.0969818077164176,0.131219617095662,0.226176712371991,"UGA"
"no-estimate","admin2",0.001,3215.42184995872,83641.2536821885,270094.342725593,0.0670076558836447,0.161879239106002,0.582561461301486,"UGA"
"district-estimate","admin1",1e-04,2102307.65368016,4327349.8676249,9295307.44231239,0.0658017760148677,0.122468984470837,0.204172486574105,"ZMB"
"district-estimate","admin1",2e-04,1502986.57886155,4525261.54324492,4664466.02746277,0.0590029178505211,0.173928224057702,0.320537411906134,"ZMB"
"district-estimate","admin2",1e-04,3649705.14067279,6389143.49274684,8163404.25644456,0.0877756488925585,0.153671368221816,0.190189704431677,"ZMB"
"district-estimate","admin2",2e-04,248630.691437763,2385195.44495068,4745894.16823749,0.065822716352401,0.14858424269889,0.289293457956136,"ZMB"
"district-estimate","admin2",0.001,75832.6661558159,184676.937217644,481249.053103196,0.0658233940020371,0.0658233959619456,0.531199759228255,"ZMB"
"global-estimate","admin1",1e-04,2102307.65368016,4327349.8676249,8022125.87889945,0.0312345014495179,0.117831245158732,0.198975941137048,"ZMB"
"global-estimate","admin1",2e-04,1982022.04298205,4327349.8676249,5530513.63873521,0.0479509952342093,0.122468984470837,0.358531538039275,"ZMB"
"global-estimate","admin2",1e-04,2287890.8619446,4546620.63210372,6316046.72698646,0.0524545378768085,0.0925795265849221,0.136650152790112,"ZMB"
"global-estimate","admin2",2e-04,124207.670562793,754634.86356936,4037488.83699901,0.00574509548672731,0.0858787960267338,0.162933382802743,"ZMB"
"global-estimate","admin2",0.001,88005.8877610543,319297.098260583,335937.047244599,0.0524482346993559,0.113041480489308,0.176507210461482,"ZMB"
"no-estimate","admin1",1e-04,2102307.65368016,4327349.8676249,9256618.40994709,0.103664827958403,0.182858615516182,0.337296875316609,"ZMB"
"no-estimate","admin1",2e-04,981301.068230187,2102307.65368016,4664466.02746277,0.0658017760148677,0.103516011697798,0.657580945354844,"ZMB"
"no-estimate","admin2",1e-04,2983430.31428625,6263076.24938903,7953813.26710406,0.121352295679533,0.175640916597595,0.196395124409957,"ZMB"
"no-estimate","admin2",2e-04,118562.699816443,1952866.45369514,4264702.0939396,0.0726264195505179,0.117842854724214,0.399221342826555,"ZMB"
"no-estimate","admin2",0.001,75832.6661558159,187186.657953817,481249.053103196,0.0866291772900647,0.208391228527182,0.658078041653179,"ZMB"
"district-estimate","admin1",1e-04,1335454.09073538,1335454.09073538,1335454.09073538,0.0665022533088554,0.0718317703282329,0.485494533481808,"ZWE"
"district-estimate","admin2",1e-04,492068.153265582,769070.985040133,1461180.32877752,0.0716189872645657,0.171266585937432,0.257785327684389,"ZWE"
"district-estimate","admin2",2e-04,240635.887061621,503157.505883161,775585.944028569,0.0711090774976111,0.141184211355562,0.324952076754229,"ZWE"
"global-estimate","admin2",1e-04,240635.887061621,493058.741276593,1057402.94064501,0.0310969870724503,0.108545100484621,0.186727691738822,"ZWE"
"global-estimate","admin2",2e-04,240635.887061621,506741.311501292,545720.675488752,0.0484939909731648,0.124493800904207,0.323071497885658,"ZWE"
"no-estimate","admin1",1e-04,1335454.09073538,1335454.09073538,2822571.58158998,0.100600545528446,0.11376727541439,0.662794592036201,"ZWE"
"no-estimate","admin2",1e-04,240635.887061621,759164.165716264,1397370.30683591,0.112703136726999,0.195922059738566,0.29491644801043,"ZWE"
"no-estimate","admin2",2e-04,240635.887061621,258937.813203408,769070.985040133,0.0711090774976111,0.242184916425869,0.662778574833342,"ZWE"
