"ISO","threshold","confirmation_lens","tp_cumu_lb","tp_cumu_median","tp_cumu_ub","efficiency_lb","efficiency_median","efficiency_ub","ac_lb","ac_median","ac_ub","admin_level"
"CAF",1e-04,"no-estimate",0,0,658776.407593977,0.135665972261247,0.439326397057326,1.20810798720639,5.81145288724994e-08,4.48711217107545e-06,701.07979657175,"admin1"
"CAF",2e-04,"district-estimate",0,0,445612.952294515,0.697865866103088,0.860088388766823,1.36790119970199,0,1.99954957015233e-06,442.20275463201,"admin1"
"CAF",2e-04,"global-estimate",0,0,445612.952294515,0.750081530216509,1.90301385959449,3.50791161555954,-34.8691484958399,32.0329152594787,893.933082470951,"admin1"
"CAF",2e-04,"no-estimate",0,0,431666.522005189,0.429237055859264,0.749781630262763,1.30389736914876,5.81145288724994e-08,2.18674540877067e-06,469.298841586522,"admin1"
"CAF",0.001,"district-estimate",0,0,0,NA,NA,NA,0,1.69128179701439e-06,5.83585355064635e-06,"admin1"
"CAF",0.001,"global-estimate",0,0,0,NA,NA,NA,0,1.69128179701439e-06,5.83585355064635e-06,"admin1"
"CAF",0.001,"no-estimate",0,0,0,NA,NA,NA,0,1.69128179701439e-06,5.83585355064635e-06,"admin1"
"CAF",1e-04,"district-estimate",39360.8113576675,62052.959886565,441131.123239618,0.638448414300701,1.24276297066017,4.81802544727551,25.1298475968919,91.5588246589141,700.224210663386,"admin2"
"CAF",1e-04,"global-estimate",39360.8113576675,62052.959886565,438149.116628073,0.638492541028433,1.22252612503686,4.84875548216799,26.6794407339085,89.1195026365751,659.811302719813,"admin2"
"CAF",1e-04,"no-estimate",62052.959886565,62052.959886565,532165.539513265,0.417578311832562,1.13129721439389,4.66511887836291,39.6325163546286,99.7688650416641,700.224210663386,"admin2"
"CAF",2e-04,"district-estimate",0,41812.9873551864,314893.233937184,0.702680118834688,1.3030364482696,4.86268376492822,3.55083318077989e-06,57.1602615125119,537.580887826974,"admin2"
"CAF",2e-04,"global-estimate",0,39360.8113576675,303866.214739998,-0.662770614478948,2.19031155014392,24.1031049145427,-16.3137793692209,136.892802216724,884.763527992798,"admin2"
"CAF",2e-04,"no-estimate",61485.6561733426,62052.959886565,441131.123239618,0.635572681098681,1.22743822042727,4.84875548216799,37.6348250054037,91.5588246589141,694.22864075118,"admin2"
"CAF",0.001,"district-estimate",0,0,41298.6310920166,3.69518990462865,4.06976220347012,6.39784934502664,1.14285831433393e-06,3.55835069988579e-06,210.73220921169,"admin2"
"CAF",0.001,"global-estimate",0,0,18100.796397833,2.99791910374676,5.49828048454818,6.58266100766676,1.08903804493476e-06,3.04241435210148e-06,52.2953219577448,"admin2"
"CAF",0.001,"no-estimate",0,0,41812.9873551864,0.928453783410374,3.10782048786078,5.55561905033077,1.21657505215271e-06,6.30236164341801e-06,213.935009351353,"admin2"
"CIV",1e-04,"district-estimate",0,577961.787593582,905003.543424341,0.376941073919375,0.648748554084995,1.05385831161709,0,316.297062128782,939.569941557198,"admin1"
"CIV",1e-04,"global-estimate",0,577961.787593582,616689.727930492,0.332140582676568,0.622634489279889,1.0443619762801,0,299.722911819816,592.370616021753,"admin1"
"CIV",1e-04,"no-estimate",889917.555584246,1675953.57620633,2420242.16361702,0.185094801647413,0.42239949133499,0.930780949266606,198.046724104881,590.396870598197,1095.71197985113,"admin1"
"CIV",2e-04,"district-estimate",0,0,616689.727930492,0.713551691922679,0.770879185301127,1.15444359801074,-5.96046449974352e-08,3.87430188097948e-07,594.892758414893,"admin1"
"CIV",2e-04,"global-estimate",0,0,0,3.65365820094664,3.65365820094664,3.65365820094664,-106.165428144299,155.401314802468,1791.83043048875,"admin1"
"CIV",2e-04,"no-estimate",0,577961.787593582,608697.872793538,0.26458807138513,0.600739250550525,1.03099291952514,0,317.211183294654,594.629962418227,"admin1"
"CIV",0.001,"district-estimate",0,0,0,NA,NA,NA,-5.96046449974352e-08,4.47034839978766e-08,7.63032592487924e-06,"admin1"
"CIV",0.001,"global-estimate",0,0,0,NA,NA,NA,-5.96046449974352e-08,4.47034839978766e-08,7.63032592487924e-06,"admin1"
"CIV",0.001,"no-estimate",0,0,0,NA,NA,NA,-5.96046449974352e-08,4.47034839978766e-08,7.63032592487924e-06,"admin1"
"CIV",1e-04,"district-estimate",0,785364.063035338,1446687.44389108,0.385727765052243,0.600526051673941,1.0373651029369,0,463.832383948727,1061.1838681257,"admin2"
"CIV",1e-04,"global-estimate",0,608697.872793538,1446687.44389108,0.332344423438368,0.597266134663317,0.995864839263122,-9.31322576350182e-11,386.129622436594,1000.07558653641,"admin2"
"CIV",1e-04,"no-estimate",1531308.92989978,2145628.43734742,3179118.12480265,0.219600984825006,0.446632780145569,0.745340996054635,429.97084007638,1034.79776886059,1593.8387456967,"admin2"
"CIV",2e-04,"district-estimate",0,0,616689.727930492,0.713559063699405,0.765098358242483,1.14631683961983,-1.27987005027431e-07,1.08778476634597e-06,616.288128093584,"admin2"
"CIV",2e-04,"global-estimate",0,0,616689.727930492,-0.0701465968261811,0.273813515266235,2.35115586616886,-95.4519326064037,251.65364139626,1787.31087852432,"admin2"
"CIV",2e-04,"no-estimate",0,608697.872793538,1435827.72816369,0.317559358760773,0.575846170686734,1.02594384776439,0,472.443944520549,1001.28088216584,"admin2"
"CIV",0.001,"district-estimate",0,0,0,NA,NA,NA,-1.81212088704421e-07,1.19209290494471e-07,1.16562936416993e-05,"admin2"
"CIV",0.001,"global-estimate",0,0,0,NA,NA,NA,-1.81212088704421e-07,1.19209290494471e-07,1.16562936416993e-05,"admin2"
"CIV",0.001,"no-estimate",0,0,0,NA,NA,NA,-1.81212088704421e-07,1.19209290494471e-07,1.16562936416993e-05,"admin2"
"CMR",1e-04,"district-estimate",25914584.7821973,33081031.2435954,40841118.0452051,1.09306714817936,1.50006757855939,2.14292717035067,37422.9161313176,51233.9379140139,71458.4734978408,"admin1"
"CMR",1e-04,"global-estimate",20152879.9822242,29364785.9049805,39557305.6443473,1.23934409238952,1.67313705788317,2.20800242267841,30173.0534145356,48084.0063167811,71393.5354944795,"admin1"
"CMR",1e-04,"no-estimate",38174920.502255,44504759.9630025,49064117.4794485,0.99961925927606,1.27529888295036,1.72597483351331,42822.3089336812,55695.324788332,76681.0415170073,"admin1"
"CMR",2e-04,"district-estimate",15294831.774703,18700702.015168,25120042.3794442,1.38108289725401,2.07438149442398,3.05507380369755,24446.420766592,38965.8591122031,59167.1579624593,"admin1"
"CMR",2e-04,"global-estimate",7775035.8807124,15615423.6737186,20193940.8585346,0.753326740105927,2.48360655579169,5.18537590413972,7766.36334862707,37477.471431613,82576.8907520145,"admin1"
"CMR",2e-04,"no-estimate",29014408.4057289,32898460.8916238,41873475.5937123,1.08292009404423,1.49846399597533,2.17652309553921,38136.6175899029,51204.2708892822,71439.7838260263,"admin1"
"CMR",0.001,"district-estimate",0,0,4474683.62319303,3.57829817786832,4.13002311214591,5.92121601705478,-1.95503231585903e-06,0,22385.0836658478,"admin1"
"CMR",0.001,"global-estimate",0,0,0,5.66292763643206,5.67262441176575,5.68232118709944,-3.12805174061736e-05,0,0.00048828125,"admin1"
"CMR",0.001,"no-estimate",1239981.88153576,5471595.26710227,6995884.75085225,1.3238328011323,2.5292185729844,4.73123211734417,928.974019503577,13325.0180243254,26147.2321465254,"admin1"
"CMR",1e-04,"district-estimate",19539714.9222817,25451687.8154755,29908441.1660046,1.46893026834651,1.99515961864579,2.82526158598916,37991.9952986172,50951.300602626,70344.884552321,"admin2"
"CMR",1e-04,"global-estimate",16220696.1277968,22466245.7553835,26746884.7130797,1.73001749259187,2.26275746502708,2.76615783704154,33739.049458082,47691.8432687782,70354.438589647,"admin2"
"CMR",1e-04,"no-estimate",33865791.1928202,35552025.0007023,36772661.4828468,1.20484720870951,1.56463905850733,2.12132198614014,43894.1983035148,55196.0104254857,75927.3326784354,"admin2"
"CMR",2e-04,"district-estimate",11942444.9338624,14177710.5996055,17259492.046629,2.13320140264809,2.99647828480406,4.30575338368981,29746.5431180712,42780.8814450279,63079.0382071359,"admin2"
"CMR",2e-04,"global-estimate",5681805.27903407,10826690.1346075,15040236.55302,1.9450531782776,4.19753722751347,9.45303264474427,20227.3529092749,43783.6687307004,87037.8893757196,"admin2"
"CMR",2e-04,"no-estimate",23923158.664202,26054393.2349791,27672341.9049486,1.4735433290459,1.93679558636502,2.633084936609,38726.1709885162,50607.57823468,71074.6302525416,"admin2"
"CMR",0.001,"district-estimate",0,2767733.24352739,4678275.44844767,3.79420377656893,5.30766822894126,8.55867105541154,3.45387027749134e-05,14966.9593776464,36320.0411807779,"admin2"
"CMR",0.001,"global-estimate",0,1062522.41643556,4275088.33349522,2.717560186157,5.57278788787061,8.29081026556585,-2.18749043365829e-06,6162.84368541278,30942.2049601209,"admin2"
"CMR",0.001,"no-estimate",4423356.57257248,6639629.80186357,8475881.40672373,2.76178143960501,4.33817052838194,7.10572543128877,13215.9109314467,28780.7907260899,49904.8156517905,"admin2"
"COD",1e-04,"district-estimate",76032002.7381092,85433399.6378836,95693391.779926,1.17770641220288,1.44958799180563,1.8636121403537,98479.2466902612,125599.102615751,163129.645812265,"admin1"
"COD",1e-04,"global-estimate",69426075.8760885,82045217.115648,87242580.1234981,1.15562336187541,1.49031124023967,1.8776660720719,88859.1088100505,119835.000014622,161092.645725954,"admin1"
"COD",1e-04,"no-estimate",96449154.9165525,102251331.091022,106149329.298389,1.08429512504422,1.32596473853003,1.71028458687544,114121.118750168,136346.906600796,169594.22995083,"admin1"
"COD",2e-04,"district-estimate",41897155.6506475,55550770.1600677,68994071.3629057,1.18583775734923,1.68745603747191,2.39324292694231,62485.1556518536,96660.022124935,131114.247815463,"admin1"
"COD",2e-04,"global-estimate",18049389.9477484,39238932.7183809,54664437.5435322,0.635496824116228,2.28922562460875,4.27308174124002,21474.6037680565,89691.137012831,174679.863445304,"admin1"
"COD",2e-04,"no-estimate",81934622.3559651,83378919.4316405,91586844.4562725,1.14058830992652,1.46523389567934,1.81616616262739,100049.703459654,124691.460448291,162812.518293349,"admin1"
"COD",0.001,"district-estimate",0,0,6760507.81331924,3.52262058668718,4.07510126519877,4.98546037989959,-0.000244140619997779,0,32546.0310469776,"admin1"
"COD",0.001,"global-estimate",0,0,3032246.0503303,3.66479154827007,4.52405475870448,5.01644125413824,-0.000244140619997779,0,10925.8728438631,"admin1"
"COD",0.001,"no-estimate",6973312.14602421,11363501.1053599,17964140.4260815,1.37623317641404,2.46327555150688,3.75463070000946,8446.18892733232,27047.1623335928,56848.7494997077,"admin1"
"COD",1e-04,"district-estimate",42362948.1809465,46549787.8649911,51853118.8016336,2.01094287640571,2.72810847751929,3.57968109751938,104057.206784416,128224.208559854,163874.472981246,"admin2"
"COD",1e-04,"global-estimate",35046510.2882473,41176901.6854189,47331847.6539951,2.52581524599345,2.96312148913746,3.68535307893501,95621.5967948422,124546.477011601,160338.35598121,"admin2"
"COD",1e-04,"no-estimate",56477887.7781853,61468987.0951529,65785906.9473882,1.73931611236735,2.19562842593204,2.9292686068655,112656.108408784,134874.298337648,168116.576152433,"admin2"
"COD",2e-04,"district-estimate",25759329.4341676,29717360.1417421,33320804.1994096,2.89710880605825,3.87043210124765,5.01997228239893,89758.9751253139,114129.234529842,148299.975014079,"admin2"
"COD",2e-04,"global-estimate",15289415.6341445,22588003.47299,29230928.4065874,3.20260746652596,5.23009351482446,10.3174344039798,68671.3641783085,119446.012045011,193018.367520749,"admin2"
"COD",2e-04,"no-estimate",44142406.6871576,47673418.2687031,51702852.3663436,2.08501801225855,2.68808884791081,3.55643378145249,104299.55341731,128267.898559051,162376.770367229,"admin2"
"COD",0.001,"district-estimate",3838974.11974212,6318537.69681247,9206762.73138651,6.75876911314973,10.1488497171528,14.1134452719443,30061.7119104169,63513.762762723,101080.583379636,"admin2"
"COD",0.001,"global-estimate",2646548.09285915,5148651.56548139,7338976.00845085,7.61866508325358,11.0955538273347,14.1025193580313,19481.2948687165,56275.0317124455,89628.5222181255,"admin2"
"COD",0.001,"no-estimate",11230165.9847491,12290935.6671691,16095806.7084027,4.45371175021195,6.79187782223938,9.90460052513171,61028.3893765151,85383.8099956254,120615.594951734,"admin2"
"COG",1e-04,"district-estimate",3080683.95552232,4278993.01883771,4740418.5717252,0.827720234666782,1.39906901105415,3.56078981035771,2550.00561142997,6282.89577528136,15259.1462747535,"admin1"
"COG",1e-04,"global-estimate",3080683.95552232,4277513.009344,4337512.31777849,0.767751971891763,1.40460120027169,3.56078981035771,2470.93049705941,6010.27873021364,15231.3247373447,"admin1"
"COG",1e-04,"no-estimate",4690963.60046609,4690963.60046609,4690963.60046609,0.792600196218363,1.3899190015114,3.32965114642775,3718.05867018262,6520.05944368616,15619.2723301427,"admin1"
"COG",2e-04,"district-estimate",795346.989252813,3093496.27541612,4318184.56315334,0.913133515667908,1.41084789864111,3.94150630071407,913.478662308819,3990.00484398613,14895.580870036,"admin1"
"COG",2e-04,"global-estimate",0,2402870.91671058,3895964.38116018,-1.32391070664412,2.47197779655997,28.3845657888121,-168.983205241709,4728.24923820608,19376.5754342222,"admin1"
"COG",2e-04,"no-estimate",3080683.95552232,4277513.009344,4336032.30828478,0.796445301578543,1.40527950010251,3.56078981035771,2494.65064623728,6011.10134345293,15231.3247373447,"admin1"
"COG",0.001,"district-estimate",0,0,1047759.75930902,3.67989114620768,3.90481418651465,4.16408688512964,1.84774405282973e-06,1.51395797582943e-05,4161.4438954561,"admin1"
"COG",0.001,"global-estimate",0,0,0,NA,NA,NA,1.84774405282973e-06,1.33048743701167e-05,3.04592772904771e-05,"admin1"
"COG",0.001,"no-estimate",0,0,2160884.39112683,1.40741962677146,3.30674914645273,4.27722502736418,1.84774405282973e-06,1.90143473235609e-05,9096.07133372099,"admin1"
"COG",1e-04,"district-estimate",1751762.81375661,2819456.65144115,4446986.40821958,1.45554709593116,2.38287698232405,3.72020968561034,3311.37148025764,6380.87398037747,15614.2451902407,"admin2"
"COG",1e-04,"global-estimate",1987451.64911417,2387801.13193459,4447023.40845689,1.51400019020706,2.43368808754831,3.56141088063226,2886.20083338952,5860.885994436,15614.2057301777,"admin2"
"COG",1e-04,"no-estimate",2819456.65144115,2886669.07075986,4431309.56177648,1.29304276828924,2.25564089957279,3.52448393313575,3732.58656639024,6520.27671622839,15618.079353232,"admin2"
"COG",2e-04,"district-estimate",659854.333495671,1987451.64911417,4105915.68014545,1.70919938677742,2.93644803482665,5.18241099879813,2520.94603532295,5356.1594131039,14858.2728381853,"admin2"
"COG",2e-04,"global-estimate",486369.699512098,1449358.93829573,3573369.25679606,1.21087854405953,3.9830109002294,12.7512038413127,1235.15851113476,6057.28646050859,18102.6419347949,"admin2"
"COG",2e-04,"no-estimate",2376909.14006928,2838141.40786649,4440560.24719866,1.45726410884678,2.30522811566818,3.52175278402682,3475.0316140068,6488.19610621166,15614.2057301777,"admin2"
"COG",0.001,"district-estimate",0,312264.401927372,993444.628971792,3.75321175426151,6.70099255750149,10.708322397753,3.71927311615384e-06,2214.81360334486,5938.99358532289,"admin2"
"COG",0.001,"global-estimate",0,312264.401927372,490589.372674927,3.64834526351393,6.81426866465576,10.6491736942221,-5.76652954317197e-06,2173.43036170454,4796.06493082768,"admin2"
"COG",0.001,"no-estimate",312264.401927372,486369.699512098,1970072.3030873,2.66809939646557,5.48495183655199,9.74155524720231,1033.47938549268,3573.23467267052,9764.21187827123,"admin2"
