"ISO","confirmation_lens","threshold","admin_level","prop_ac_lb","prop_ac_median","prop_ac_ub"
"ZMB","global-estimate",1e-04,"admin1",0.0486553349546211,0.177609277288708,0.33305731353722
"ZMB","global-estimate",1e-04,"admin2",0.157092183946883,0.240796649390794,0.337268553691564
"ZMB","global-estimate",2e-04,"admin1",0.0258607781519623,0.25631801584678,0.529603479822402
"ZMB","global-estimate",2e-04,"admin2",0.0073970361684093,0.216051746590791,0.551624789796814
"ZMB","global-estimate",0.001,"admin1",1.72056433553522e-11,7.58662682641113e-11,2.3823130165678e-10
"ZMB","global-estimate",0.001,"admin2",2.64697195383137e-10,1.67462616249679e-09,4.09629843965672e-09
"ZMB","no-estimate",1e-04,"admin1",0.250383513301016,0.334691449725546,0.400782634764086
"ZMB","no-estimate",1e-04,"admin2",0.345309069327434,0.391674528082727,0.42676989426432
"ZMB","no-estimate",2e-04,"admin1",0.112380414989501,0.179663086815568,0.333437006868736
"ZMB","no-estimate",2e-04,"admin2",0.192762856906014,0.263167664087577,0.369345375921293
"ZMB","no-estimate",0.001,"admin1",1.72056433553522e-11,7.58662682641113e-11,2.3823130165678e-10
"ZMB","no-estimate",0.001,"admin2",4.89660289231903e-10,0.00766947629567739,0.0882504330303279
"ZWE","district-estimate",1e-04,"admin1",1.63020518297652e-13,1.80255975450661e-11,0.107678235158926
"ZWE","district-estimate",1e-04,"admin2",0.0763950334483794,0.191480926785762,0.274329016842251
"ZWE","district-estimate",2e-04,"admin1",1.52796067557785e-13,1.19424211912788e-11,1.01683694381718e-09
"ZWE","district-estimate",2e-04,"admin2",1.09021844203772e-10,0.118460668966067,0.169277756340839
"ZWE","district-estimate",0.001,"admin1",1.52796067557785e-13,1.19424211912788e-11,1.01683694381718e-09
"ZWE","district-estimate",0.001,"admin2",8.63357466963501e-12,3.19750091745453e-10,1.41941088410561e-09
"ZWE","global-estimate",1e-04,"admin1",1.52796067557785e-13,1.19424211912788e-11,1.01683694381718e-09
"ZWE","global-estimate",1e-04,"admin2",0.0655981285801687,0.126754193479037,0.247324259963159
"ZWE","global-estimate",2e-04,"admin1",0.0232867634323332,0.209365846021079,0.47202396405156
"ZWE","global-estimate",2e-04,"admin2",0.0243502027609845,0.206137919789405,0.472683571859093
"ZWE","global-estimate",0.001,"admin1",1.52796067557785e-13,1.19424211912788e-11,1.01683694381718e-09
"ZWE","global-estimate",0.001,"admin2",8.63357466963501e-12,3.19750091745453e-10,1.41941088410561e-09
"ZWE","no-estimate",1e-04,"admin1",0.146560370260765,0.191828182186377,0.229168549584507
"ZWE","no-estimate",1e-04,"admin2",0.225071935486445,0.296668861480243,0.350246443478912
"ZWE","no-estimate",2e-04,"admin1",1.52796067557785e-13,1.19424211912788e-11,1.01683694381718e-09
"ZWE","no-estimate",2e-04,"admin2",0.0771498228023451,0.174942891315025,0.263350029582504
"ZWE","no-estimate",0.001,"admin1",1.52796067557785e-13,1.19424211912788e-11,1.01683694381718e-09
"ZWE","no-estimate",0.001,"admin2",8.63357466963501e-12,3.19750091745453e-10,1.41941088410561e-09
