"ISO","confirmation_lens","admin_level","threshold","cumu_clinical_cases_lb","cumu_clinical_cases_median","cumu_clinical_cases_ub","n_rdt_tested_lb","n_rdt_tested_median","n_rdt_tested_ub","n_culture_tested_lb","n_culture_tested_median","n_culture_tested_ub"
"ZAF","district-estimate","admin1",2e-04,564.271771003543,833.039090889503,1327.07756843408,417.561110542622,616.448927258232,982.037400641219,112.240426513857,165.701471647013,263.97165329236
"ZAF","district-estimate","admin1",0.001,564.271771003543,833.039090889503,1327.07756843408,417.561110542622,616.448927258232,982.037400641219,112.240426513857,165.701471647013,263.97165329236
"ZAF","district-estimate","admin2",1e-04,568.959776092397,820.458584985366,1288.47949859992,421.030234308374,607.139352889171,953.474828963941,113.172926982091,163.199058056609,256.294034025507
"ZAF","district-estimate","admin2",2e-04,568.959776092397,820.458584985366,1288.47949859992,421.030234308374,607.139352889171,953.474828963941,113.172926982091,163.199058056609,256.294034025507
"ZAF","district-estimate","admin2",0.001,568.959776092397,820.458584985366,1288.47949859992,421.030234308374,607.139352889171,953.474828963941,113.172926982091,163.199058056609,256.294034025507
"ZAF","global-estimate","admin1",1e-04,564.97154328113,833.776796946076,1327.63733083895,0,0,0,169.491462984339,250.133039083823,398.291199251685
"ZAF","global-estimate","admin1",2e-04,564.953298387895,842.576297115552,1299.77435139065,0,0,0,169.485989516368,252.772889134666,389.932305417195
"ZAF","global-estimate","admin1",0.001,564.271771003543,833.039090889504,1327.07756843408,0,0,0,169.281531301063,249.911727266851,398.123270530224
"ZAF","global-estimate","admin2",1e-04,568.81237031513,820.230612025397,1288.08573328443,0,0,0,170.643711094539,246.069183607619,386.425719985329
"ZAF","global-estimate","admin2",2e-04,527.188936388555,873.024586350182,1441.96612437216,0,0,0,158.156680916567,261.907375905055,432.589837311648
"ZAF","global-estimate","admin2",0.001,568.959776092397,820.458584985365,1288.47949859992,0,0,0,170.687932827719,246.137575495609,386.543849579976
"ZAF","no-estimate","admin1",1e-04,564.97154328113,833.776796946075,1327.63733083895,0,0,0,0,0,0
"ZAF","no-estimate","admin1",2e-04,564.97154328113,833.776796946075,1327.63733083895,0,0,0,0,0,0
"ZAF","no-estimate","admin1",0.001,564.97154328113,833.776796946075,1327.63733083895,0,0,0,0,0,0
"ZAF","no-estimate","admin2",1e-04,568.812370315131,820.230612025398,1288.08573328443,0,0,0,0,0,0
"ZAF","no-estimate","admin2",2e-04,568.812370315131,820.230612025398,1288.08573328443,0,0,0,0,0,0
"ZAF","no-estimate","admin2",0.001,568.812370315131,820.230612025398,1288.08573328443,0,0,0,0,0,0
"ZMB","district-estimate","admin1",1e-04,23325.4160147796,28365.0228576491,36904.6402833285,17260.8078509369,20990.1169146603,27309.4338096631,4639.70515033184,5642.1434266607,7340.77580803744
"ZMB","district-estimate","admin1",2e-04,26535.3551715594,32913.7689722863,45543.137418104,19636.162826954,24356.1890394919,33701.921689397,5278.20056788522,6546.94361381541,9059.0765501099
"ZMB","district-estimate","admin1",0.001,28086.525238534,35814.4026707362,50610.9633091111,20784.0286765152,26502.6579763448,37452.1128487422,5586.74690824727,7123.91446404148,10067.1279337419
"ZMB","district-estimate","admin2",1e-04,22123.1165685053,25066.2286463569,30351.5546081442,16371.1062606939,18549.0091983041,22460.1504100267,4400.55336287453,4985.97367250414,6037.28843021518
"ZMB","district-estimate","admin2",2e-04,26968.6499197952,30583.2918734715,37717.22256672,19956.8009406484,22631.6359863689,27910.7446993728,5364.3880928463,6083.38375313596,7502.40817519141
"ZMB","district-estimate","admin2",0.001,33106.2392127671,35607.7684338583,43642.1495726797,24498.6170174477,26349.7486410551,32295.190683783,6585.22825428993,7082.81243471562,8680.94725580087
"ZMB","global-estimate","admin1",1e-04,25035.6217805324,29776.5129220952,36960.1053140056,0,0,0,7510.68653415972,8932.95387662856,11088.0315942017
"ZMB","global-estimate","admin1",2e-04,22029.2520148428,34704.7099492202,50718.4451387634,0,0,0,6608.77560445284,10411.4129847661,15215.533541629
"ZMB","global-estimate","admin1",0.001,28086.525238534,35814.4026707363,50610.9633091111,0,0,0,8425.9575715602,10744.3208012209,15183.2889927333
"ZMB","global-estimate","admin2",1e-04,25088.1437537863,26980.6288886168,31985.8665034324,0,0,0,7526.44312613589,8094.18866658504,9595.75995102972
"ZMB","global-estimate","admin2",2e-04,17498.3088149107,30849.5617405603,46234.6650887733,0,0,0,5249.49264447321,9254.86852216809,13870.399526632
"ZMB","global-estimate","admin2",0.001,33106.2392127671,35627.6141093301,43686.9082835814,0,0,0,9931.87176383013,10688.284232799,13106.0724850744
"ZMB","no-estimate","admin1",1e-04,19652.7588779219,23813.4142323002,30396.1526293818,0,0,0,0,0,0
"ZMB","no-estimate","admin1",2e-04,23680.3163750088,29058.1884513429,35591.2850988723,0,0,0,0,0,0
"ZMB","no-estimate","admin1",0.001,28084.9722076389,35859.3500749743,50588.0099656296,0,0,0,0,0,0
"ZMB","no-estimate","admin2",1e-04,19826.6234439614,21373.7647004812,25302.8312881024,0,0,0,0,0,0
"ZMB","no-estimate","admin2",2e-04,22860.9612653794,26110.8904175651,30389.0149406328,0,0,0,0,0,0
"ZMB","no-estimate","admin2",0.001,32789.6646566608,35086.3516788735,43591.4798957097,0,0,0,0,0,0
"ZWE","district-estimate","admin1",1e-04,6673.65331624862,7567.55448228361,8820.63634387149,4938.50345402398,5599.99031688987,6527.2708944649,1327.46972844165,1505.27739718,1754.53041643217
"ZWE","district-estimate","admin1",2e-04,6890.88955047585,7654.96552114784,8820.63634387149,5099.25826735213,5664.6744856494,6527.2708944649,1370.68062226425,1522.66450174256,1754.53041643217
"ZWE","district-estimate","admin1",0.001,6890.88955047585,7654.96552114784,8820.63634387149,5099.25826735213,5664.6744856494,6527.2708944649,1370.68062226425,1522.66450174256,1754.53041643217
"ZWE","district-estimate","admin2",1e-04,5527.50472570075,6280.60009751141,7500.97047890333,4090.35349701856,4647.64407215844,5550.71815438846,1099.48701999859,1249.28672659619,1492.03303989962
"ZWE","district-estimate","admin2",2e-04,6131.46081539427,7042.93450768146,8410.3894410989,4537.28100339176,5211.77153568428,6223.68818641319,1219.6211337117,1400.92418879193,1672.92738450786
"ZWE","district-estimate","admin2",0.001,6886.83756297412,7649.46931380228,8729.81229880214,5096.25979660085,5660.60729221369,6460.06110111358,1369.87463332631,1521.57124014704,1736.46442397933
"ZWE","global-estimate","admin1",1e-04,6875.77800469621,7640.18436232592,8806.82601558317,0,0,0,2062.73340140886,2292.05530869778,2642.04780467495
"ZWE","global-estimate","admin1",2e-04,6833.27161755878,7686.85756078558,9144.1231034291,0,0,0,2049.98148526763,2306.05726823567,2743.23693102873
"ZWE","global-estimate","admin1",0.001,6890.88955047584,7654.96552114785,8820.63634387149,0,0,0,2067.26686514275,2296.48965634435,2646.19090316145
"ZWE","global-estimate","admin2",1e-04,5866.50822849978,6530.03849804004,7517.99895985482,0,0,0,1759.95246854993,1959.01154941201,2255.39968795645
"ZWE","global-estimate","admin2",2e-04,4291.89784036723,7049.53308427223,11214.7776687764,0,0,0,1287.56935211017,2114.85992528167,3364.43330063292
"ZWE","global-estimate","admin2",0.001,6886.83756297411,7649.46931380228,8729.81229880213,0,0,0,2066.05126889223,2294.84079414068,2618.94368964064
"ZWE","no-estimate","admin1",1e-04,5472.83385006661,6208.50173341881,7177.87359701245,0,0,0,0,0,0
"ZWE","no-estimate","admin1",2e-04,6875.77801207349,7640.18416350798,8806.82574299924,0,0,0,0,0,0
"ZWE","no-estimate","admin1",0.001,6875.77801207349,7640.18416350798,8806.82574299924,0,0,0,0,0,0
"ZWE","no-estimate","admin2",1e-04,4836.33568809063,5348.25325757423,5928.84526691176,0,0,0,0,0,0
"ZWE","no-estimate","admin2",2e-04,5644.4836313408,6334.30242794353,6951.44223569626,0,0,0,0,0,0
"ZWE","no-estimate","admin2",0.001,6887.80993448739,7650.62122207696,8730.93071803334,0,0,0,0,0,0
