"ISO","confirmation_lens","admin_level","threshold","cumu_clinical_cases_lb","cumu_clinical_cases_median","cumu_clinical_cases_ub","n_rdt_tested_lb","n_rdt_tested_median","n_rdt_tested_ub","n_culture_tested_lb","n_culture_tested_median","n_culture_tested_ub"
"GHA","global-estimate","admin2",2e-04,91454.0421917971,120056.272404657,154937.797178092,0,0,0,27436.2126575391,36016.8817213971,46481.3391534276
"GHA","global-estimate","admin2",0.001,164222.800008115,168008.327025327,172341.388704505,0,0,0,49266.8400024345,50402.4981075981,51702.4166113515
"GHA","no-estimate","admin1",1e-04,85505.9268733548,96173.2598144434,108571.796733864,0,0,0,0,0,0
"GHA","no-estimate","admin1",2e-04,95106.9011220353,105652.564096051,117333.211422951,0,0,0,0,0,0
"GHA","no-estimate","admin1",0.001,156389.537753498,165316.417328864,177153.095560523,0,0,0,0,0,0
"GHA","no-estimate","admin2",1e-04,91588.9459923404,93584.7678723829,95433.7781619079,0,0,0,0,0,0
"GHA","no-estimate","admin2",2e-04,98314.7593388602,100213.815838709,102105.492558477,0,0,0,0,0,0
"GHA","no-estimate","admin2",0.001,140392.339052904,143649.319206298,146902.740517072,0,0,0,0,0,0
"GIN","district-estimate","admin1",1e-04,25490.2651322166,29870.0440718666,34993.1363849689,18862.7961978403,22103.8326131813,25894.920924877,5070.31961797947,5941.51020642313,6960.55474460693
"GIN","district-estimate","admin1",2e-04,29815.5784287246,36771.9246633945,44840.4027445554,22063.5280372562,27211.2242509119,33181.898030971,5930.67633641447,7314.37707864513,8919.294190725
"GIN","district-estimate","admin1",0.001,39485.9340936065,50458.7988628724,54336.7843518264,29219.5912292688,37339.5111585256,40209.2204203515,7854.22612242746,10036.8605994117,10808.2384489905
"GIN","district-estimate","admin2",1e-04,22754.8652256379,27411.2867561807,32520.5951422962,16838.600266972,20284.3521995737,24065.2404052992,4526.21575176209,5452.43387124542,6468.73662094442
"GIN","district-estimate","admin2",2e-04,26951.6306631674,33010.412333053,40563.3099236972,19944.2066907439,24427.7051264592,30016.8493435359,5361.00275847195,6566.16713799224,8068.52910354246
"GIN","district-estimate","admin2",0.001,38529.7522103573,49209.237976697,52224.4667351659,28512.0166356644,36414.8361027558,38646.1053840228,7664.03007166659,9788.30794442075,10388.0731272253
"GIN","global-estimate","admin1",1e-04,25914.2689741358,31280.7796192299,35246.3408820141,0,0,0,7774.28069224074,9384.23388576897,10573.9022646042
"GIN","global-estimate","admin1",2e-04,32122.6576829117,40159.2725410623,49961.1185154207,0,0,0,9636.79730487351,12047.7817623187,14988.3355546262
"GIN","global-estimate","admin1",0.001,39485.9340936065,50458.7988628724,54336.7843518265,0,0,0,11845.7802280819,15137.6396588617,16301.0353055479
"GIN","global-estimate","admin2",1e-04,23612.7830871354,27778.8673953077,34288.4200984363,0,0,0,7083.83492614062,8333.66021859231,10286.5260295309
"GIN","global-estimate","admin2",2e-04,17881.0491682446,34508.2113105748,59800.3477667743,0,0,0,5364.31475047338,10352.4633931724,17940.1043300323
"GIN","global-estimate","admin2",0.001,38529.7522103572,49209.237976697,52224.4667351659,0,0,0,11558.9256631072,14762.7713930091,15667.3400205498
"GIN","no-estimate","admin1",1e-04,22799.7688875367,27071.1420087356,29072.16785161,0,0,0,0,0,0
"GIN","no-estimate","admin1",2e-04,25699.6494861715,30318.3429867882,32752.3600561565,0,0,0,0,0,0
"GIN","no-estimate","admin1",0.001,39334.3621766944,50266.4191192281,54109.2510085386,0,0,0,0,0,0
"GIN","no-estimate","admin2",1e-04,20994.4989492516,26237.4130684595,27747.1184596471,0,0,0,0,0,0
"GIN","no-estimate","admin2",2e-04,22768.3617460883,27028.3282479803,28646.5679402653,0,0,0,0,0,0
"GIN","no-estimate","admin2",0.001,38536.2594264189,48838.3058904032,52033.9041405188,0,0,0,0,0,0
"GNB","district-estimate","admin1",1e-04,5644.23403836413,6859.00967648081,7838.00085778522,4176.73318838946,5075.6671605958,5800.12063476106,1122.70588103909,1364.33933276815,1559.07242662377
"GNB","district-estimate","admin1",2e-04,6604.05252530556,7989.01093549597,9552.3253135641,4886.99886872611,5911.86809226702,7068.72073203743,1313.62529591358,1589.11014320137,1900.07213277166
"GNB","district-estimate","admin1",0.001,9583.64907549794,10718.0873385868,11646.0826577848,7091.90031586848,7931.38463055423,8618.10116676075,1906.30280490545,2131.95618869298,2316.54559362529
"GNB","district-estimate","admin2",1e-04,4982.41310567781,5945.71920323642,6744.24377328021,3686.98569820158,4399.83221039495,4990.74039222736,991.061755676584,1182.67489815416,1341.51101743071
"GNB","district-estimate","admin2",2e-04,6096.34232325689,7078.90186677709,8309.26544774028,4511.2933192101,5238.38738141505,6148.85643132781,1212.63564420367,1408.07852812436,1652.81260874091
"GNB","district-estimate","admin2",0.001,8317.89805511819,9240.62155670093,10387.5110439777,6155.24456078746,6838.05995195869,7686.7581725435,1654.52973793967,1838.0705150865,2066.20059677969
"GNB","global-estimate","admin1",1e-04,5586.3399119426,6876.19750352756,7972.52849691797,0,0,0,1675.90197358278,2062.85925105827,2391.75854907539
"GNB","global-estimate","admin1",2e-04,6531.18585147598,8105.95325954342,9861.57116890786,0,0,0,1959.35575544279,2431.78597786303,2958.47135067236
"GNB","global-estimate","admin1",0.001,9622.93827795977,10639.4594594805,11563.6223640808,0,0,0,2886.88148338793,3191.83783784415,3469.08670922424
"GNB","global-estimate","admin2",1e-04,5162.09659514471,6326.41136834652,7224.69228199283,0,0,0,1548.62897854341,1897.92341050396,2167.40768459785
"GNB","global-estimate","admin2",2e-04,3990.07692355641,7253.18466342938,11753.5166178942,0,0,0,1197.02307706692,2175.95539902881,3526.05498536826
"GNB","global-estimate","admin2",0.001,8435.22363847814,9324.80581623201,10112.6970707395,0,0,0,2530.56709154344,2797.4417448696,3033.80912122185
"GNB","no-estimate","admin1",1e-04,5051.5303212509,6022.87313223779,6492.62107366139,0,0,0,0,0,0
"GNB","no-estimate","admin1",2e-04,5471.32414563495,6536.61827483943,6999.17807843172,0,0,0,0,0,0
"GNB","no-estimate","admin1",0.001,8676.59566811115,9648.29930359269,10369.7420605684,0,0,0,0,0,0
"GNB","no-estimate","admin2",1e-04,4804.8288608728,5578.84286892529,5997.66508379793,0,0,0,0,0,0
"GNB","no-estimate","admin2",2e-04,5061.32396793024,5843.54685825855,6278.18642843362,0,0,0,0,0,0
"GNB","no-estimate","admin2",0.001,7776.8923685068,8759.89634623529,9562.78633300544,0,0,0,0,0,0
"KEN","district-estimate","admin1",1e-04,87582.5943906538,108561.084249936,131362.048675178,64811.1198490838,80335.2023449526,97207.9160196317,17421.2290154337,21594.1023903233,26129.487826077
"KEN","district-estimate","admin1",2e-04,98321.0092722981,120600.63479079,144543.375727285,72757.5468615006,89244.4697451846,106962.098038191,19557.2285963714,23988.9134675056,28751.4119526657
"KEN","district-estimate","admin1",0.001,127687.816528162,173044.222075279,216648.199679756,94488.9842308399,128052.724335706,160319.667763019,25398.6389612498,34420.5723014379,43093.9266946996
"KEN","district-estimate","admin2",1e-04,78528.5956713335,97713.3092973002,120898.58448136,58111.1607967868,72307.8488800022,89464.9525162064,15620.2800221763,19436.3497789446,24048.1792363563
"KEN","district-estimate","admin2",2e-04,84680.3015345208,105348.991236617,128194.216564578,62663.4231355454,77958.2535150966,94863.7202577877,16843.9281388346,20955.178544858,25499.3680052933
"KEN","district-estimate","admin2",0.001,109762.166629486,132201.35307139,160132.866872495,81224.0033058196,97829.0012728286,118498.321485646,21833.0120886043,26296.4355421363,31852.3488153417
"KEN","global-estimate","admin1",1e-04,88332.3221761292,110913.629556792,133408.158820945,0,0,0,26499.6966528388,33274.0888670376,40022.4476462835
"KEN","global-estimate","admin1",2e-04,102530.711327869,128388.869148601,154327.116892734,0,0,0,30759.2133983607,38516.6607445803,46298.1350678202
"KEN","global-estimate","admin1",0.001,127687.816528162,173280.153111891,222265.309707855,0,0,0,38306.3449584486,51984.0459335673,66679.5929123565
"KEN","global-estimate","admin2",1e-04,80176.9356039119,99478.380379542,121409.109218301,0,0,0,24053.0806811736,29843.5141138626,36422.7327654903
"KEN","global-estimate","admin2",2e-04,73978.5794482509,104963.338831159,166918.382997789,0,0,0,22193.5738344753,31489.0016493477,50075.5148993367
"KEN","global-estimate","admin2",0.001,112206.519287344,134330.046746817,162171.943260692,0,0,0,33661.9557862032,40299.0140240451,48651.5829782076
"KEN","no-estimate","admin1",1e-04,78459.9162805012,99189.4109695046,124000.210872376,0,0,0,0,0,0
"KEN","no-estimate","admin1",2e-04,86292.9861800935,106527.35524646,130530.01618015,0,0,0,0,0,0
"KEN","no-estimate","admin1",0.001,118175.755894597,146621.890786342,181520.465673558,0,0,0,0,0,0
"KEN","no-estimate","admin2",1e-04,71636.7085058819,91551.4221198505,115460.288434992,0,0,0,0,0,0
"KEN","no-estimate","admin2",2e-04,78650.9965144568,98170.1150768079,120633.784663163,0,0,0,0,0,0
"KEN","no-estimate","admin2",0.001,95127.4652059053,119218.52177817,144328.226426557,0,0,0,0,0,0
"LBR","district-estimate","admin1",1e-04,3218.71998801218,4724.65430841551,8660.17102263729,2381.85279112901,3496.24418822748,6408.5265567516,640.242030255479,939.790437795546,1722.61193845483
"LBR","district-estimate","admin1",2e-04,3673.43437494726,5084.66916786956,9579.93923083869,2718.34143746097,3762.65518422347,7089.15503082063,730.690178389509,1011.40171351927,1905.56487228459
"LBR","district-estimate","admin1",0.001,5633.94146197765,8014.94281437672,12285.9997337893,4169.11668186346,5931.05768263877,9091.63980300408,1120.6585640849,1594.2683050933,2443.8327790475
"LBR","district-estimate","admin2",1e-04,3228.4018923783,4610.20960323925,8008.23818365955,2389.01740035994,3411.55510639705,5926.09625590807,642.167877216752,917.026012599526,1592.93467358809
"LBR","district-estimate","admin2",2e-04,3348.00472032427,4786.52438708105,8820.26881656613,2477.52349303996,3542.02804643998,6526.99892425894,665.958314929141,952.097138883066,1754.4573108408
"LBR","district-estimate","admin2",0.001,5005.84159287891,6670.89990317818,11740.8490394996,3704.32277873039,4936.46592835185,8688.2282892297,995.72196292273,1326.92204154098,2335.39576414494
"LBR","global-estimate","admin1",1e-04,3219.06787344319,4742.59244491923,9038.0098292615,0,0,0,965.720362032957,1422.77773347577,2711.40294877845
"LBR","global-estimate","admin1",2e-04,3915.9281444506,5467.83061298658,14161.0613852222,0,0,0,1174.77844333518,1640.34918389597,4248.31841556666
"LBR","global-estimate","admin1",0.001,5633.94146197765,8306.53770530152,12285.9997337894,0,0,0,1690.18243859329,2491.96131159046,3685.79992013682
"LBR","global-estimate","admin2",1e-04,3228.61314044189,4693.14064854386,8531.50575929524,0,0,0,968.583942132567,1407.94219456316,2559.45172778857
"LBR","global-estimate","admin2",2e-04,2005.70881859719,4887.20327177077,11454.5155079411,0,0,0,601.712645579157,1466.16098153123,3436.35465238233
"LBR","global-estimate","admin2",0.001,5165.78142858653,7040.32489845554,11740.8490394996,0,0,0,1549.73442857596,2112.09746953666,3522.25471184988
"LBR","no-estimate","admin1",1e-04,3217.74635290329,4571.20256405369,7455.41377703761,0,0,0,0,0,0
"LBR","no-estimate","admin1",2e-04,3218.8312597029,4716.77793016327,8952.79373434792,0,0,0,0,0,0
"LBR","no-estimate","admin1",0.001,4724.97417696874,6790.58272368867,11481.1522212735,0,0,0,0,0,0
"LBR","no-estimate","admin2",1e-04,3137.5990080205,4510.50675395947,7202.29421809597,0,0,0,0,0,0
"LBR","no-estimate","admin2",2e-04,3228.01570769001,4637.38568096726,7933.03709592289,0,0,0,0,0,0
"LBR","no-estimate","admin2",0.001,3988.73586781081,5558.95930877213,9312.60518258601,0,0,0,0,0,0
"MDG","district-estimate","admin1",1e-04,2707.63163913171,3837.42892064241,6847.01795069437,2003.64741295747,2839.69740127538,5066.79328351383,538.580424602967,763.310661462823,1361.95403460852
"MDG","district-estimate","admin1",2e-04,2707.63163913171,3837.42892064241,6847.01795069437,2003.64741295747,2839.69740127538,5066.79328351383,538.580424602967,763.310661462823,1361.95403460852
"MDG","district-estimate","admin1",0.001,2707.63163913171,3837.42892064241,6847.01795069437,2003.64741295747,2839.69740127538,5066.79328351383,538.580424602967,763.310661462823,1361.95403460852
"MDG","district-estimate","admin2",1e-04,2735.30060556234,3810.65023568997,6831.05077733525,2024.12244811613,2819.88117441058,5054.97757522808,544.084114053616,757.984059681563,1358.77797222131
"MDG","district-estimate","admin2",2e-04,2735.30060556234,3810.65023568997,6831.05077733525,2024.12244811613,2819.88117441058,5054.97757522808,544.084114053616,757.984059681563,1358.77797222131
"MDG","district-estimate","admin2",0.001,2735.30060556234,3810.65023568997,6831.05077733525,2024.12244811613,2819.88117441058,5054.97757522808,544.084114053616,757.984059681563,1358.77797222131
"MDG","global-estimate","admin1",1e-04,2708.17905074734,3836.44434190832,6845.45718412786,0,0,0,812.453715224202,1150.9333025725,2053.63715523836
"MDG","global-estimate","admin1",2e-04,2724.374083354,3844.61425812787,6862.44773697607,0,0,0,817.3122250062,1153.38427743836,2058.73432109282
"MDG","global-estimate","admin1",0.001,2707.63163913171,3837.42892064241,6847.01795069437,0,0,0,812.289491739513,1151.22867619272,2054.10538520831
"MDG","global-estimate","admin2",1e-04,2735.62497084522,3810.93078084293,6832.16768058604,0,0,0,820.687491253566,1143.27923425288,2049.65030417581
"MDG","global-estimate","admin2",2e-04,1538.42179612968,3845.08666448685,9200.62189818286,0,0,0,461.526538838904,1153.52599934605,2760.18656945486
"MDG","global-estimate","admin2",0.001,2735.30060556234,3810.65023568997,6831.05077733525,0,0,0,820.590181668702,1143.19507070699,2049.31523320057
"MDG","no-estimate","admin1",1e-04,2708.17905074734,3836.44434190832,6845.45718412787,0,0,0,0,0,0
"MDG","no-estimate","admin1",2e-04,2708.17905074734,3836.44434190832,6845.45718412787,0,0,0,0,0,0
"MDG","no-estimate","admin1",0.001,2708.17905074734,3836.44434190832,6845.45718412787,0,0,0,0,0,0
"MDG","no-estimate","admin2",1e-04,2735.62497084522,3810.93078084294,6601.21633720096,0,0,0,0,0,0
"MDG","no-estimate","admin2",2e-04,2735.62497084522,3810.93078084294,6832.16768058604,0,0,0,0,0,0
"MDG","no-estimate","admin2",0.001,2735.62497084522,3810.93078084294,6832.16768058604,0,0,0,0,0,0
"MLI","district-estimate","admin1",1e-04,9291.02740809106,11086.992051251,12928.802130371,6875.36028198738,8204.37411792574,9567.31357647454,1848.09684379821,2205.33576289844,2571.69388935636
"MLI","district-estimate","admin1",2e-04,10015.7005023459,11349.8427973775,13817.6431687817,7411.61837173597,8398.88367005935,10225.0559448985,1992.24301832263,2257.61993051195,2748.49503798871
"MLI","district-estimate","admin1",0.001,10015.7005023459,11349.8427973775,13817.6431687817,7411.61837173597,8398.88367005935,10225.0559448985,1992.24301832263,2257.61993051195,2748.49503798871
"MLI","district-estimate","admin2",1e-04,8287.6535973891,9352.40205438481,10397.8410493025,6132.86366206793,6920.77752024476,7694.40237648385,1648.51375236386,1860.30499744179,2068.25535879886
"MLI","district-estimate","admin2",2e-04,10013.5465972996,10989.2822053268,12319.2900023857,7410.0244820017,8132.06883194183,9116.27460176542,1991.81458076206,2185.90010202596,2450.45461295454
"MLI","district-estimate","admin2",0.001,10307.3781488947,11299.9652876299,13078.1896772556,7627.45983018208,8361.97431284613,9677.86036116914,2050.26120235294,2247.69869529304,2601.40886508227
"MLI","global-estimate","admin1",1e-04,10016.1608815309,11345.54490783,12885.3629228852,0,0,0,3004.84826445927,3403.663472349,3865.60887686556
"MLI","global-estimate","admin1",2e-04,9425.28196686434,11466.0531463632,16479.3686388026,0,0,0,2827.5845900593,3439.81594390896,4943.81059164078
"MLI","global-estimate","admin1",0.001,10015.7005023459,11349.8427973775,13817.6431687817,0,0,0,3004.71015070377,3404.95283921325,4145.29295063451
"MLI","global-estimate","admin2",1e-04,8846.51806607422,9966.96342928251,10913.6091841867,0,0,0,2653.95541982227,2990.08902878475,3274.08275525601
"MLI","global-estimate","admin2",2e-04,7308.95379037199,11241.4102490108,15214.3613397561,0,0,0,2192.6861371116,3372.42307470324,4564.30840192683
"MLI","global-estimate","admin2",0.001,10307.3781488947,11299.9652876299,13078.1896772556,0,0,0,3092.21344466841,3389.98958628897,3923.45690317668
"MLI","no-estimate","admin1",1e-04,8481.06381173675,9642.26307167749,10830.1504575768,0,0,0,0,0,0
"MLI","no-estimate","admin1",2e-04,9871.93648182102,11186.6969713946,12385.4125130651,0,0,0,0,0,0
"MLI","no-estimate","admin1",0.001,10016.1608815309,11352.6675774412,13819.7982343745,0,0,0,0,0,0
"MLI","no-estimate","admin2",1e-04,6864.66276716108,7358.08512795294,8096.29919289459,0,0,0,0,0,0
"MLI","no-estimate","admin2",2e-04,8549.6984212358,9431.86158161635,10101.4994573675,0,0,0,0,0,0
"MLI","no-estimate","admin2",0.001,10307.3750303741,11299.9346427411,13078.1669636714,0,0,0,0,0,0
"MOZ","district-estimate","admin1",1e-04,44752.8091105515,52869.2455973071,75411.8236149321,33117.0787418081,39123.2417420073,55804.7494750498,8901.87076579802,10516.3273802516,15000.3166588934
"MOZ","district-estimate","admin1",2e-04,49908.9483931429,58546.0810960771,90422.5827271941,36932.6218109257,43324.100011097,66912.7112181236,9927.48874277684,11645.5180829829,17986.1367754316
"MOZ","district-estimate","admin1",0.001,49908.9483931429,61143.5947915732,96541.2092613117,36932.6218109257,45246.2601457642,71440.4948533707,9927.48874277684,12162.1947271814,19203.205016586
"MOZ","district-estimate","admin2",1e-04,30713.0241136603,36152.6775288546,51252.9964478293,22727.6378441086,26752.9813713524,37927.2173713937,6109.1890524964,7191.20139261953,10194.8360294306
"MOZ","district-estimate","admin2",2e-04,32837.6948411026,39936.5627316461,54368.8004411539,24299.8941824159,29553.0564214181,40232.9123264539,6531.8115562334,7943.86156607719,10814.6068333508
"MOZ","district-estimate","admin2",0.001,47093.5629745427,55724.6230817191,76644.5636521549,34849.2366011616,41236.2210804721,56716.9771025946,9367.47479839224,11084.2962264309,15245.5234451774
"MOZ","global-estimate","admin1",1e-04,46507.5864077126,55670.3223221671,82116.8871111598,0,0,0,13952.2759223138,16701.0966966501,24635.0661333479
"MOZ","global-estimate","admin1",2e-04,49579.1721754148,60752.9372491021,94120.7775800666,0,0,0,14873.7516526244,18225.8811747306,28236.23327402
"MOZ","global-estimate","admin1",0.001,49908.9483931429,61143.5947915732,96541.2092613118,0,0,0,14972.6845179429,18343.078437472,28962.3627783935
"MOZ","global-estimate","admin2",1e-04,31779.3281613267,37285.7361261293,51627.3958655435,0,0,0,9533.79844839801,11185.7208378388,15488.218759663
"MOZ","global-estimate","admin2",2e-04,28545.6039983496,41637.0269421944,72744.1709259428,0,0,0,8563.68119950488,12491.1080826583,21823.2512777828
"MOZ","global-estimate","admin2",0.001,47755.3049216417,56323.7654514843,78754.9552546076,0,0,0,14326.5914764925,16897.1296354453,23626.4865763823
"MOZ","no-estimate","admin1",1e-04,36650.7624282742,41631.2080241009,59714.8132976622,0,0,0,0,0,0
"MOZ","no-estimate","admin1",2e-04,44943.9732278314,52749.5754328879,73517.4123649254,0,0,0,0,0,0
"MOZ","no-estimate","admin1",0.001,49909.7885183769,61146.2554414088,96623.3976956259,0,0,0,0,0,0
"MOZ","no-estimate","admin2",1e-04,28825.6041626991,34433.6361714006,49865.3281491511,0,0,0,0,0,0
"MOZ","no-estimate","admin2",2e-04,31173.1933751946,36196.0838859368,51330.2014055016,0,0,0,0,0,0
"MOZ","no-estimate","admin2",0.001,40104.0531895645,46333.4823090021,63571.3068192035,0,0,0,0,0,0
"MRT","district-estimate","admin1",1e-04,602.204747483978,782.570575934215,1174.2780490521,445.631513138144,579.102226191319,868.965756298554,119.785750731533,155.662678400227,233.577995293051
"MRT","district-estimate","admin1",2e-04,602.204747483978,782.570575934215,1182.11825561169,445.631513138144,579.102226191319,874.767509152651,119.785750731533,155.662678400227,235.137506460232
"MRT","district-estimate","admin1",0.001,602.204747483978,782.570575934215,1182.11825561169,445.631513138144,579.102226191319,874.767509152651,119.785750731533,155.662678400227,235.137506460232
"MRT","district-estimate","admin2",1e-04,432.938582305042,621.427226044408,933.764976213887,320.374550905731,459.856147272862,690.986082398276,86.1166792834605,123.609332386945,185.737058948657
"MRT","district-estimate","admin2",2e-04,515.252002902112,710.927661316378,1115.37560786893,381.286482147563,526.08646937412,825.377949823008,102.489806401265,141.412042967763,221.861592912425
"MRT","district-estimate","admin2",0.001,619.339167185402,784.410823490279,1154.03792245126,458.310983717197,580.464009382806,853.988062613932,123.193992423183,156.028725722098,229.551991230625
"MRT","global-estimate","admin1",1e-04,602.063133053431,782.411713633114,1182.83134408793,0,0,0,180.618939916029,234.723514089934,354.849403226379
"MRT","global-estimate","admin1",2e-04,545.963546585836,810.029477463538,1257.00875662461,0,0,0,163.789063975751,243.008843239061,377.102626987383
"MRT","global-estimate","admin1",0.001,602.204747483978,782.570575934214,1182.11825561169,0,0,0,180.661424245193,234.771172780264,354.635476683507
"MRT","global-estimate","admin2",1e-04,490.553784908582,640.291531272997,947.016216310673,0,0,0,147.166135472575,192.087459381899,284.104864893202
"MRT","global-estimate","admin2",2e-04,320.963347268783,748.292618737146,1472.60934959565,0,0,0,96.2890041806349,224.487785621144,441.782804878695
"MRT","global-estimate","admin2",0.001,619.339167185401,784.410823490278,1154.03792245125,0,0,0,185.80175015562,235.323247047083,346.211376735375
"MRT","no-estimate","admin1",1e-04,599.49161160909,705.756196063262,847.703390720636,0,0,0,0,0,0
"MRT","no-estimate","admin1",2e-04,602.06313305343,782.411713633114,1182.83134408793,0,0,0,0,0,0
"MRT","no-estimate","admin1",0.001,602.06313305343,782.411713633114,1182.83134408793,0,0,0,0,0,0
"MRT","no-estimate","admin2",1e-04,423.012919563828,568.37899477227,690.465004514711,0,0,0,0,0,0
"MRT","no-estimate","admin2",2e-04,439.479767446846,606.979403587099,850.99595508418,0,0,0,0,0,0
"MRT","no-estimate","admin2",0.001,619.227152565634,784.255545307777,1153.83144501328,0,0,0,0,0,0
"MWI","district-estimate","admin1",1e-04,10025.5371896957,11181.4882903896,14788.0821324554,7418.89752037482,8274.3013348883,10943.180778017,1994.19965347675,2224.13219881798,2941.52699313097
"MWI","district-estimate","admin1",2e-04,11224.5875768923,12012.0127937452,16281.5805056649,8306.1948069003,8888.88946737145,12048.369574192,2232.7051640948,2389.33348882945,3238.60174154282
"MWI","district-estimate","admin1",0.001,11224.5875768923,12012.0127937452,18468.586533467,8306.1948069003,8888.88946737145,13666.7540347656,2232.7051640948,2389.33348882945,3673.62348454499
"MWI","district-estimate","admin2",1e-04,8584.560062647,9203.92095552243,12233.2684875991,6352.57444635878,6810.9015070866,9052.61868082333,1707.57201118124,1830.77032510488,2433.34390140531
"MWI","district-estimate","admin2",2e-04,9545.85964627563,10369.75768616,13485.2223861882,7063.93613824397,7673.6206877584,9979.06456577927,1898.78603395998,2062.66924086946,2682.37255528147
"MWI","district-estimate","admin2",0.001,11405.3035466489,11955.2041014818,17687.1087275499,8439.92462452019,8846.85103509653,13088.4604583869,2268.65173907103,2378.03355823395,3518.17817121441
"MWI","global-estimate","admin1",1e-04,10937.3536209875,11736.2955661233,15813.1467995045,0,0,0,3281.20608629625,3520.88866983699,4743.94403985135
"MWI","global-estimate","admin1",2e-04,11044.2333330326,12269.394286141,16895.4206449927,0,0,0,3313.26999990978,3680.8182858423,5068.62619349781
"MWI","global-estimate","admin1",0.001,11224.5875768923,12012.0127937452,18468.586533467,0,0,0,3367.37627306769,3603.60383812356,5540.5759600401
"MWI","global-estimate","admin2",1e-04,8964.77637514147,9585.91079885684,12605.2804401723,0,0,0,2689.43291254244,2875.77323965705,3781.58413205169
"MWI","global-estimate","admin2",2e-04,8090.39737873754,10560.7557776865,14512.9459323543,0,0,0,2427.11921362126,3168.22673330595,4353.88377970629
"MWI","global-estimate","admin2",0.001,11434.2295771513,11975.7051327015,17687.1087275499,0,0,0,3430.26887314539,3592.71153981045,5306.13261826497
"MWI","no-estimate","admin1",1e-04,8866.96685542862,9580.65430691912,12553.0479273276,0,0,0,0,0,0
"MWI","no-estimate","admin1",2e-04,10377.7310718446,11114.3148905611,13832.3848401142,0,0,0,0,0,0
"MWI","no-estimate","admin1",0.001,11297.4649863972,12066.6906374589,18565.5368185934,0,0,0,0,0,0
"MWI","no-estimate","admin2",1e-04,7586.31215950121,8141.8406384205,11025.4755794211,0,0,0,0,0,0
"MWI","no-estimate","admin2",2e-04,8691.72628438743,9248.81842848323,12385.0305512955,0,0,0,0,0,0
"MWI","no-estimate","admin2",0.001,10874.8341271866,11642.808271495,15909.2714335782,0,0,0,0,0,0
"NAM","district-estimate","admin1",1e-04,1398.10034161238,3437.89266885294,9413.34778592318,1034.59425279316,2544.04057495118,6965.87736158315,278.098935150802,683.838106546876,1872.42783479355
"NAM","district-estimate","admin1",2e-04,1897.46635138375,4177.5379228405,9945.49471443355,1404.12510002397,3091.37806290197,7359.66608868083,377.428826886444,830.96242330805,1978.27824463741
"NAM","district-estimate","admin1",0.001,2077.05680076438,5832.47174511472,12592.3469948182,1537.02203256564,4316.02909138489,9318.33677616547,413.151522353644,1160.14861976426,2504.76892543328
"NAM","district-estimate","admin2",1e-04,1481.05925912661,3175.32586714123,8181.58110298513,1095.98385175369,2349.74114168451,6054.370016209,294.600459351392,631.610418884796,1627.41466035698
"NAM","district-estimate","admin2",2e-04,1980.17928731086,3706.58899298823,8874.94944614985,1465.33267261004,2742.87585481129,6567.46259015089,393.881422397578,737.285029773275,1765.33394423256
"NAM","district-estimate","admin2",0.001,2576.88105393732,4930.65047459425,10127.1761867648,1906.89197991362,3648.68135119975,7494.11037820595,512.57256420078,980.765547202492,2014.41686966176
"NAM","global-estimate","admin1",1e-04,1661.04711843076,3520.49229405213,9131.09608165341,0,0,0,498.314135529228,1056.14768821564,2739.32882449602
"NAM","global-estimate","admin1",2e-04,1463.52721333377,4934.1298623771,22559.0859382667,0,0,0,439.058164000131,1480.23895871313,6767.72578148001
"NAM","global-estimate","admin1",0.001,2077.05680076438,6058.13534257734,12804.5945146834,0,0,0,623.117040229314,1817.4406027732,3841.37835440502
"NAM","global-estimate","admin2",1e-04,1614.83779774023,3342.19904799621,8371.28596026083,0,0,0,484.451339322069,1002.65971439886,2511.38578807825
"NAM","global-estimate","admin2",2e-04,1705.79976948645,3740.14129581577,13143.628940174,0,0,0,511.739930845935,1122.04238874473,3943.0886820522
"NAM","global-estimate","admin2",0.001,2576.88105393732,5004.15834086869,10127.1761867649,0,0,0,773.064316181196,1501.24750226061,3038.15285602947
"NAM","no-estimate","admin1",1e-04,1105.3010803729,2927.70235147856,8429.40427193238,0,0,0,0,0,0
"NAM","no-estimate","admin1",2e-04,1405.4155901232,3391.17193138308,8733.74475163017,0,0,0,0,0,0
"NAM","no-estimate","admin1",0.001,2077.00886979831,5129.16532251594,11072.6421226966,0,0,0,0,0,0
"NAM","no-estimate","admin2",1e-04,1280.30890080005,2948.88689579166,7997.53359351892,0,0,0,0,0,0
"NAM","no-estimate","admin2",2e-04,1410.92483073961,3104.20932873988,8101.01612726364,0,0,0,0,0,0
"NAM","no-estimate","admin2",0.001,2576.8808173173,4545.80165047457,10018.250853799,0,0,0,0,0,0
"NER","district-estimate","admin1",1e-04,21719.3683765824,24745.2188918772,29803.4842563062,16072.332598671,18311.4619799891,22054.5783496666,4320.24300252276,4922.12098022108,5928.27066039038
"NER","district-estimate","admin1",2e-04,26722.5737693582,29670.8485235327,34936.5291964946,19774.7045893251,21956.4279074142,25853.031605406,5315.44059361058,5901.88782151294,6949.29489553313
"NER","district-estimate","admin1",0.001,27141.659687111,29712.1912270699,34936.5291964946,20084.8281684621,21987.0215080317,25853.031605406,5398.80181168262,5910.11138135893,6949.29489553313
