"threshold","confirmation_lens","admin_level","icer_lb","icer_median","icer_ub","ISO"
0.001,"district-estimate","admin1",1114.99940263721,1964.06716512595,3623.95669334856,"MOZ"
0.001,"district-estimate","admin2",1702.24678443847,2457.18905255215,3678.98737927755,"MOZ"
0.001,"global-estimate","admin1",1115.36437894911,1964.49901719141,3624.53190472119,"MOZ"
0.001,"global-estimate","admin2",1571.94059759582,2384.2277533478,3636.17763070677,"MOZ"
0.001,"no-estimate","admin1",1130.86045559539,1982.83448853027,3648.95409111387,"MOZ"
0.001,"no-estimate","admin2",2059.31831685927,3148.84440147058,4850.2074749812,"MOZ"
1e-04,"district-estimate","admin1",3158.20820907697,5365.53131689975,13529.0589324079,"MRT"
1e-04,"district-estimate","admin2",-12613.5765688462,7665.06499115066,Inf,"MRT"
1e-04,"global-estimate","admin1",3168.17255406854,5429.18843199325,13531.6767316745,"MRT"
1e-04,"global-estimate","admin2",-17258.7041708088,8501.31879415998,Inf,"MRT"
1e-04,"no-estimate","admin1",-271220.151779325,5344.11690679141,187735.720330833,"MRT"
1e-04,"no-estimate","admin2",-17701.4898122481,5122.41778194639,29411.5341258528,"MRT"
2e-04,"district-estimate","admin1",3167.62897702329,5428.37464068359,13529.0589324079,"MRT"
2e-04,"district-estimate","admin2",3090.60295067541,5678.61482160164,Inf,"MRT"
2e-04,"global-estimate","admin1",-55921.5031243289,2511.05258585099,50307.0680658603,"MRT"
2e-04,"global-estimate","admin2",-55955.981727888,1322.70002092672,46970.3745838395,"MRT"
2e-04,"no-estimate","admin1",3177.96586907666,5391.99188911952,13647.1471732008,"MRT"
2e-04,"no-estimate","admin2",NA,NA,NA,"MRT"
0.001,"district-estimate","admin1",3167.62897702329,5428.37464068359,13529.0589324079,"MRT"
0.001,"district-estimate","admin2",3168.73918328116,5429.04036189501,13513.4192345274,"MRT"
0.001,"global-estimate","admin1",3168.17876883877,5429.1841028755,13531.7762432143,"MRT"
0.001,"global-estimate","admin2",3169.26342687077,5429.83450224538,13516.4964330551,"MRT"
0.001,"no-estimate","admin1",3191.52169777534,5461.97489184395,13647.1471732008,"MRT"
0.001,"no-estimate","admin2",3191.5216353654,5461.9748502248,13647.1473895284,"MRT"
1e-04,"district-estimate","admin1",-12327.3929295546,913.859952926746,6030.20998779847,"MWI"
1e-04,"district-estimate","admin2",-28614.0286403065,6043.0722079409,49420.2857657254,"MWI"
1e-04,"global-estimate","admin1",-1066.66002542298,3759.03362844969,6391.97476084412,"MWI"
1e-04,"global-estimate","admin2",3309.44951176501,7672.20778625089,13819.5415879061,"MWI"
1e-04,"no-estimate","admin1",-590856.465771363,-41666.1358476868,337770.407316448,"MWI"
1e-04,"no-estimate","admin2",8949.36879041697,12327.043311276,16166.1485776743,"MWI"
2e-04,"district-estimate","admin1",2413.78927421027,4388.0177927976,6932.16539970057,"MWI"
2e-04,"district-estimate","admin2",4685.95614380461,6963.64944457574,9900.97543264021,"MWI"
2e-04,"global-estimate","admin1",-28194.7967319758,5466.89172971893,52671.8770710411,"MWI"
2e-04,"global-estimate","admin2",-310968.121811769,4398.36384209753,111636.331966429,"MWI"
2e-04,"no-estimate","admin1",-11339.3112047065,521.152974831889,4737.96198851987,"MWI"
2e-04,"no-estimate","admin2",NA,NA,NA,"MWI"
0.001,"district-estimate","admin1",2546.73079016366,4388.0177927976,6932.16539970057,"MWI"
0.001,"district-estimate","admin2",2640.02113693152,4456.84619868793,6931.61856734308,"MWI"
0.001,"global-estimate","admin1",2547.35990677756,4388.76263914685,6933.03960280397,"MWI"
0.001,"global-estimate","admin2",2548.01481524934,4388.96514385545,6932.50535352388,"MWI"
0.001,"no-estimate","admin1",2574.07078896521,4422.79498334916,6970.15630833497,"MWI"
0.001,"no-estimate","admin2",3033.7156986453,4832.93108868805,7006.33136674089,"MWI"
1e-04,"district-estimate","admin1",-66494.8551748116,-2524.7747793477,190485.801163615,"NAM"
1e-04,"district-estimate","admin2",-218552.264250764,2113.30202397013,251896.591643367,"NAM"
1e-04,"global-estimate","admin1",-66763.6117655843,-1312.54412206617,128230.220065258,"NAM"
1e-04,"global-estimate","admin2",-12304.6528243814,3982.43544922685,Inf,"NAM"
1e-04,"no-estimate","admin1",-759098.040989499,31594.446869242,179311.205056917,"NAM"
1e-04,"no-estimate","admin2",2907.48622612213,13591.7647132842,52543.9183998664,"NAM"
2e-04,"district-estimate","admin1",-3702.66575626234,2481.14050720073,5640.1872684203,"NAM"
2e-04,"district-estimate","admin2",2538.35337488821,4784.16860346966,13639.8417283982,"NAM"
2e-04,"global-estimate","admin1",-37753.607845256,1875.09094929094,20869.3158542827,"NAM"
2e-04,"global-estimate","admin2",-65460.348430936,2037.60093125246,32877.5229181827,"NAM"
2e-04,"no-estimate","admin1",-83487.1127429898,-2037.96222628994,207922.135011925,"NAM"
2e-04,"no-estimate","admin2",NA,NA,NA,"NAM"
0.001,"district-estimate","admin1",1474.01991123435,2712.15891287247,5278.80381125437,"NAM"
0.001,"district-estimate","admin2",2353.24253641462,3832.7081917316,6035.57936520473,"NAM"
0.001,"global-estimate","admin1",1399.39613382072,2579.74603746985,5279.23598332311,"NAM"
0.001,"global-estimate","admin2",2353.33970482962,3701.27965551449,6072.62297105794,"NAM"
0.001,"no-estimate","admin1",1750.24061077395,2959.47692432921,5297.58504128421,"NAM"
0.001,"no-estimate","admin2",2656.35869205358,4061.52364837674,6212.62114591678,"NAM"
1e-04,"district-estimate","admin1",-76523.2668041856,-8706.17022242143,6789.91306655959,"NER"
1e-04,"district-estimate","admin2",-19932.3717888418,8221.22490318402,124424.877321084,"NER"
1e-04,"global-estimate","admin1",-38218.4685037628,-815.443975377246,6336.34281113912,"NER"
1e-04,"global-estimate","admin2",1683.33018743651,10722.6715440655,Inf,"NER"
1e-04,"no-estimate","admin1",-162273.963348857,26235.5970853623,147570.562188337,"NER"
1e-04,"no-estimate","admin2",5998.5422827349,9881.68008430128,16383.2701033751,"NER"
2e-04,"district-estimate","admin1",2385.75124803318,4217.96244041891,6335.14087184448,"NER"
2e-04,"district-estimate","admin2",3820.37892163804,8418.00850989856,15795.8219128046,"NER"
2e-04,"global-estimate","admin1",-44513.5804088302,3288.08380892296,36126.3984497814,"NER"
2e-04,"global-estimate","admin2",-31806.6153182705,2757.16833609727,62486.0032078218,"NER"
2e-04,"no-estimate","admin1",-66671.5105516092,-10727.4845173202,539.225662339429,"NER"
2e-04,"no-estimate","admin2",NA,NA,NA,"NER"
0.001,"district-estimate","admin1",2496.43676273837,4217.96244041891,6335.14087184448,"NER"
0.001,"district-estimate","admin2",2644.56874923974,4246.48256810074,6333.87009854029,"NER"
0.001,"global-estimate","admin1",2496.95523726921,4218.67415068683,6336.23819521283,"NER"
0.001,"global-estimate","admin2",2498.09673876856,4218.04750011606,6334.99666348225,"NER"
0.001,"no-estimate","admin1",2518.96850445122,4247.75657862874,6382.82808739795,"NER"
0.001,"no-estimate","admin2",3188.00685620547,5401.49102018751,8348.341782373,"NER"
1e-04,"district-estimate","admin1",-5355.8473003611,-1563.68491167175,1022.13004290563,"NGA"
1e-04,"district-estimate","admin2",-58133.3473694502,3886.37919187692,188696.894485709,"NGA"
1e-04,"global-estimate","admin1",-1508.87073438416,653.410331472993,1902.2664012338,"NGA"
1e-04,"global-estimate","admin2",5287.3249669169,7122.0508177307,9840.53547758177,"NGA"
1e-04,"no-estimate","admin1",-235557.3757143,-57922.7028764908,-29789.2546489508,"NGA"
1e-04,"no-estimate","admin2",9360.04962370189,11122.215842695,13271.4854809609,"NGA"
2e-04,"district-estimate","admin1",33.031139843586,1607.38381085485,2637.95169923218,"NGA"
2e-04,"district-estimate","admin2",5392.15521972868,6566.74034333661,8073.97570828858,"NGA"
2e-04,"global-estimate","admin1",536.230398102466,1999.42690751612,6949.49969691914,"NGA"
2e-04,"global-estimate","admin2",-107679.873563261,3877.70832239454,109793.978117168,"NGA"
2e-04,"no-estimate","admin1",-3315.39055232954,-755.443202124399,1209.00688285751,"NGA"
2e-04,"no-estimate","admin2",NA,NA,NA,"NGA"
0.001,"district-estimate","admin1",1291.28767796595,1820.28735223705,2831.92488516541,"NGA"
0.001,"district-estimate","admin2",2584.09900035701,3336.96682392425,3868.89600462426,"NGA"
0.001,"global-estimate","admin1",1291.69073440505,1820.73253074197,2832.5320960098,"NGA"
0.001,"global-estimate","admin2",2304.93980192857,3042.20933775123,3824.4260960056,"NGA"
0.001,"no-estimate","admin1",1159.97821300582,1775.31648331397,2858.31290829357,"NGA"
0.001,"no-estimate","admin2",3429.98207281639,4035.62924628887,4607.94730825127,"NGA"
1e-04,"district-estimate","admin1",7405.24186605443,11172.4418202186,21976.0065665415,"RWA"
1e-04,"district-estimate","admin2",3062.70115271875,10249.6854504902,Inf,"RWA"
1e-04,"global-estimate","admin1",7407.71487670203,11174.9912015287,21978.3728826409,"RWA"
1e-04,"global-estimate","admin2",7559.01467250762,12942.0915093958,Inf,"RWA"
1e-04,"no-estimate","admin1",7474.41925496374,11259.463219657,22116.3752171501,"RWA"
1e-04,"no-estimate","admin2",10769.9816249432,14256.8001108246,21101.88970276,"RWA"
2e-04,"district-estimate","admin1",7405.24186605443,11172.4418202186,21976.0065665415,"RWA"
2e-04,"district-estimate","admin2",7416.27140531906,11180.1315127945,21962.9895831084,"RWA"
2e-04,"global-estimate","admin1",-36726.6370897112,1554.19533657128,23716.4178913561,"RWA"
2e-04,"global-estimate","admin2",-36901.3655187402,1546.4804404189,23753.1931872245,"RWA"
2e-04,"no-estimate","admin1",7474.41925496374,11259.463219657,22116.3752171501,"RWA"
2e-04,"no-estimate","admin2",NA,NA,NA,"RWA"
0.001,"district-estimate","admin1",7405.24186605443,11172.4418202186,21976.0065665415,"RWA"
0.001,"district-estimate","admin2",7416.27140531906,11180.1315127945,21962.9895831084,"RWA"
0.001,"global-estimate","admin1",7406.83369658029,11174.4442565958,21979.2365685181,"RWA"
0.001,"global-estimate","admin2",7417.60943690496,11181.9570027929,21966.5191169927,"RWA"
0.001,"no-estimate","admin1",7474.41925496374,11259.463219657,22116.3752171501,"RWA"
0.001,"no-estimate","admin2",7474.4192608142,11259.463218976,22116.375219464,"RWA"
1e-04,"district-estimate","admin1",-84104662300.7094,3022916377.12778,152579626447.443,"SEN"
1e-04,"district-estimate","admin2",Inf,Inf,Inf,"SEN"
1e-04,"global-estimate","admin1",-82459592689.5724,2960918574.09,149710421325.142,"SEN"
1e-04,"global-estimate","admin2",Inf,Inf,Inf,"SEN"
1e-04,"no-estimate","admin1",0,0,0,"SEN"
1e-04,"no-estimate","admin2",NA,NA,NA,"SEN"
2e-04,"district-estimate","admin1",-84104662300.7094,3022916377.12778,152579626447.443,"SEN"
2e-04,"district-estimate","admin2",Inf,Inf,Inf,"SEN"
2e-04,"global-estimate","admin1",-1481.87594588496,34.3563145630388,489.02820134389,"SEN"
2e-04,"global-estimate","admin2",-1488.10941360922,28.1174135643443,522.378640422148,"SEN"
2e-04,"no-estimate","admin1",0,0,0,"SEN"
2e-04,"no-estimate","admin2",NA,NA,NA,"SEN"
0.001,"district-estimate","admin1",-84104662300.7094,3022916377.12778,152579626447.443,"SEN"
0.001,"district-estimate","admin2",Inf,Inf,Inf,"SEN"
0.001,"global-estimate","admin1",-82169342524.5717,2953356501.53671,149068639536.353,"SEN"
0.001,"global-estimate","admin2",Inf,Inf,Inf,"SEN"
0.001,"no-estimate","admin1",0,0,0,"SEN"
0.001,"no-estimate","admin2",NA,NA,NA,"SEN"
1e-04,"district-estimate","admin1",-761945.132568913,3547.30109520758,367288.84720548,"SLE"
1e-04,"district-estimate","admin2",-96370.5889646842,5083.21476233779,129859.266272233,"SLE"
1e-04,"global-estimate","admin1",-554333.026079099,-2709.87668816062,136943.085201611,"SLE"
1e-04,"global-estimate","admin2",-84455.821057658,3369.58677658636,Inf,"SLE"
1e-04,"no-estimate","admin1",12332.7426999771,18771.3540926355,38152.5368494394,"SLE"
1e-04,"no-estimate","admin2",4917.96646379572,8621.4938656829,20921.2762950372,"SLE"
2e-04,"district-estimate","admin1",-4958.03110716418,2007.26268956312,3445.36138806887,"SLE"
2e-04,"district-estimate","admin2",2575.86503696515,3966.43492375153,6755.50095388182,"SLE"
2e-04,"global-estimate","admin1",-7314.30472942664,679.110300829032,7235.41338766318,"SLE"
2e-04,"global-estimate","admin2",-12818.4991047275,882.812500009146,16339.9244488065,"SLE"
2e-04,"no-estimate","admin1",-737663.234746419,15256.5530561755,177729.651500614,"SLE"
2e-04,"no-estimate","admin2",NA,NA,NA,"SLE"
0.001,"district-estimate","admin1",1469.38691302978,1780.22959239277,2444.42443654156,"SLE"
0.001,"district-estimate","admin2",1638.10153801283,1950.23606129531,2520.41971443999,"SLE"
0.001,"global-estimate","admin1",1380.27636528394,1724.03382836284,2173.19094980819,"SLE"
0.001,"global-estimate","admin2",1411.84740939779,1671.52198231683,2128.81927228294,"SLE"
0.001,"no-estimate","admin1",1743.57190019752,2132.89738667712,2842.9541563715,"SLE"
0.001,"no-estimate","admin2",2080.40974084995,2582.94208945878,3297.49531123941,"SLE"
1e-04,"district-estimate","admin1",-199414.812316207,51612.8483081456,491148.066966505,"SOM"
1e-04,"district-estimate","admin2",-120847.046488777,7206.26165543554,79463.6628396999,"SOM"
1e-04,"global-estimate","admin1",-890862.902968913,-12939.1660539518,840258.055033729,"SOM"
1e-04,"global-estimate","admin2",-914632.428686772,3115.59629518945,Inf,"SOM"
1e-04,"no-estimate","admin1",22390.3461347048,36143.6624438587,76963.288461231,"SOM"
1e-04,"no-estimate","admin2",7488.41095125992,11467.5676662865,17299.6249746866,"SOM"
2e-04,"district-estimate","admin1",-17287.0173174943,-4663.21351852322,-503.580607356184,"SOM"
2e-04,"district-estimate","admin2",3340.34246715675,4364.72135964657,6057.74728147796,"SOM"
2e-04,"global-estimate","admin1",-3562.73222240769,258.382732059715,5106.62108424635,"SOM"
2e-04,"global-estimate","admin2",-14456.6653925261,-775.540230618424,23798.1457773135,"SOM"
2e-04,"no-estimate","admin1",-192150.719493209,46275.0312518226,346800.162011042,"SOM"
2e-04,"no-estimate","admin2",NA,NA,NA,"SOM"
0.001,"district-estimate","admin1",964.559747943606,1210.27565606246,1496.32272654704,"SOM"
0.001,"district-estimate","admin2",1298.60026476411,1646.45248813372,2283.7139640044,"SOM"
0.001,"global-estimate","admin1",910.498707759692,1139.08441464455,1385.95129514977,"SOM"
0.001,"global-estimate","admin2",1202.00096538145,1405.40091460035,1728.34831715033,"SOM"
0.001,"no-estimate","admin1",736.213431343635,1123.68750393424,1443.50847212128,"SOM"
0.001,"no-estimate","admin2",1737.23105651692,2426.77976201235,3192.07511714215,"SOM"
1e-04,"district-estimate","admin1",-679663.680440433,-39967.1521961824,516229.780067296,"SSD"
1e-04,"district-estimate","admin2",-123804.844594769,6164.34115512171,65363.9388674751,"SSD"
1e-04,"global-estimate","admin1",-191296.128830976,-13343.731991793,52750.8272624611,"SSD"
1e-04,"global-estimate","admin2",-253342.460596026,5697.0860223624,Inf,"SSD"
1e-04,"no-estimate","admin1",23694.4119853727,60282.8761915361,225000.226027428,"SSD"
1e-04,"no-estimate","admin2",5023.17447918654,10246.7436311189,18600.628354343,"SSD"
2e-04,"district-estimate","admin1",-28115.6852714778,-4549.35068336016,160.565581352825,"SSD"
2e-04,"district-estimate","admin2",2125.79801151275,4944.37249621053,8549.95973489524,"SSD"
2e-04,"global-estimate","admin1",-9137.85749601093,110.224940389879,7606.47605669747,"SSD"
2e-04,"global-estimate","admin2",-6676.38386760482,-149.796611504813,7749.81727949137,"SSD"
2e-04,"no-estimate","admin1",-311177.795127731,-23277.6959880928,368699.480317857,"SSD"
2e-04,"no-estimate","admin2",NA,NA,NA,"SSD"
0.001,"district-estimate","admin1",-443.318582869441,588.266335937943,1864.86836647486,"SSD"
0.001,"district-estimate","admin2",1632.8778486239,2399.00918645771,5373.86540371841,"SSD"
0.001,"global-estimate","admin1",-18.8435463439737,740.650853554752,1865.44652700412,"SSD"
0.001,"global-estimate","admin2",1333.24878676741,2072.15725515366,5301.45507466975,"SSD"
0.001,"no-estimate","admin1",-5156.1637880251,-157.114274156032,601.926808289298,"SSD"
0.001,"no-estimate","admin2",1938.36338088767,3820.23718006791,5713.81489094971,"SSD"
1e-04,"district-estimate","admin1",-282741.365381518,15744.5140155167,274757.105257763,"TCD"
1e-04,"district-estimate","admin2",-65019.5261835508,6069.82654131029,99647.0561375501,"TCD"
1e-04,"global-estimate","admin1",-189151.975515791,-4563.02377042886,136974.831334631,"TCD"
1e-04,"global-estimate","admin2",-81506.6780035738,6359.49207323489,Inf,"TCD"
1e-04,"no-estimate","admin1",9595.72948183934,15219.2807899237,31566.7846735167,"TCD"
1e-04,"no-estimate","admin2",6390.85250770707,8184.64998430535,11653.3988130803,"TCD"
2e-04,"district-estimate","admin1",-1805.61680823052,1845.51545914752,3930.30220897596,"TCD"
2e-04,"district-estimate","admin2",4727.95625916259,6178.85938266597,8269.11907366493,"TCD"
2e-04,"global-estimate","admin1",-4538.27763236789,435.16765764272,8388.52561193801,"TCD"
2e-04,"global-estimate","admin2",-11208.4427055263,655.124281172466,22220.4092520981,"TCD"
2e-04,"no-estimate","admin1",-218564.348982504,13228.8369917888,251124.776996527,"TCD"
2e-04,"no-estimate","admin2",NA,NA,NA,"TCD"
0.001,"district-estimate","admin1",1527.67456508228,2108.41263603422,2976.12957955981,"TCD"
0.001,"district-estimate","admin2",2167.05738371594,2790.86300595435,3478.03731069024,"TCD"
0.001,"global-estimate","admin1",1478.13548794191,2022.92859941434,2945.55929316755,"TCD"
0.001,"global-estimate","admin2",1878.27902627315,2582.60239494747,3372.5863193865,"TCD"
0.001,"no-estimate","admin1",1585.45695029544,2361.55137419738,3083.73980206177,"TCD"
0.001,"no-estimate","admin2",2846.84331654377,3531.19363868871,4669.14545843354,"TCD"
1e-04,"district-estimate","admin1",Inf,Inf,Inf,"TGO"
1e-04,"district-estimate","admin2",14091.1213897589,Inf,Inf,"TGO"
1e-04,"global-estimate","admin1",Inf,Inf,Inf,"TGO"
1e-04,"global-estimate","admin2",Inf,Inf,Inf,"TGO"
1e-04,"no-estimate","admin1",15386.010273937,36115.9215205443,56845.8327671516,"TGO"
1e-04,"no-estimate","admin2",8799.20374387201,18254.232400378,42450.6407037086,"TGO"
2e-04,"district-estimate","admin1",Inf,Inf,Inf,"TGO"
2e-04,"district-estimate","admin2",Inf,Inf,Inf,"TGO"
2e-04,"global-estimate","admin1",-540.299620366404,20.0420519880998,519.347743326023,"TGO"
2e-04,"global-estimate","admin2",-521.797244713414,13.6363251814194,460.016154329314,"TGO"
2e-04,"no-estimate","admin1",15386.010273937,36115.9215205443,56845.8327671516,"TGO"
2e-04,"no-estimate","admin2",NA,NA,NA,"TGO"
0.001,"district-estimate","admin1",Inf,Inf,Inf,"TGO"
0.001,"district-estimate","admin2",Inf,Inf,Inf,"TGO"
0.001,"global-estimate","admin1",Inf,Inf,Inf,"TGO"
0.001,"global-estimate","admin2",Inf,Inf,Inf,"TGO"
0.001,"no-estimate","admin1",15386.010273937,36115.9215205443,56845.8327671516,"TGO"
0.001,"no-estimate","admin2",15386.010273937,36115.9215205443,56845.8327671516,"TGO"
1e-04,"district-estimate","admin1",-35540.8521144546,-4395.08576661982,291.674254556017,"TZA"
1e-04,"district-estimate","admin2",-40789.5572564122,5753.77834812108,64821.6304726139,"TZA"
1e-04,"global-estimate","admin1",-3679.25452642289,401.14375080061,2586.30742666675,"TZA"
1e-04,"global-estimate","admin2",5310.20720699507,7575.42096708561,9896.50873495425,"TZA"
1e-04,"no-estimate","admin1",20121.1412496141,26747.0834334356,43785.3170972801,"TZA"
1e-04,"no-estimate","admin2",9420.96621731475,10843.6839839302,13230.0075679393,"TZA"
2e-04,"district-estimate","admin1",2440.51976504697,4076.35256984064,4978.37209401969,"TZA"
2e-04,"district-estimate","admin2",5601.83686176083,6793.41432667527,7954.5107428934,"TZA"
2e-04,"global-estimate","admin1",3078.13564824645,5365.13566300898,16287.7686293286,"TZA"
2e-04,"global-estimate","admin2",-46536.083335801,8476.92232074912,85357.2036657597,"TZA"
2e-04,"no-estimate","admin1",-12499.3969430293,-4129.78827279457,-640.39062516924,"TZA"
2e-04,"no-estimate","admin2",NA,NA,NA,"TZA"
0.001,"district-estimate","admin1",3497.57278285285,4242.73272344569,4987.38502147714,"TZA"
0.001,"district-estimate","admin2",3909.96068665395,4614.47281396686,5455.80085120805,"TZA"
0.001,"global-estimate","admin1",3498.0668713039,4243.28747329987,4987.99390289468,"TZA"
0.001,"global-estimate","admin2",3838.97660925256,4485.58855323768,5339.47308443103,"TZA"
0.001,"no-estimate","admin1",3519.0447601635,4266.61977707063,5013.84564397219,"TZA"
0.001,"no-estimate","admin2",4202.81608791843,4984.85982627284,5951.31022132736,"TZA"
1e-04,"district-estimate","admin1",-19016.105591618,5161.11683929187,66774.2964904958,"UGA"
1e-04,"district-estimate","admin2",-101182.985619424,7711.86590914265,169839.639238877,"UGA"
1e-04,"global-estimate","admin1",3487.46374685033,5501.68747928578,10572.3239779089,"UGA"
1e-04,"global-estimate","admin2",-986371.434307064,7008.09766245505,1435946.57073162,"UGA"
1e-04,"no-estimate","admin1",18052.9181442979,25172.6783148393,40006.5162788048,"UGA"
1e-04,"no-estimate","admin2",6920.87874442615,8832.73246568477,11811.1806712655,"UGA"
2e-04,"district-estimate","admin1",4474.06001366451,5868.17147399986,7887.90349037163,"UGA"
2e-04,"district-estimate","admin2",6334.80434393889,7987.99082570955,10423.1694114211,"UGA"
2e-04,"global-estimate","admin1",-39033.9728784903,4563.52775678109,108516.712608431,"UGA"
2e-04,"global-estimate","admin2",-140306.250345994,4457.71781803437,82653.0442606204,"UGA"
2e-04,"no-estimate","admin1",2393.62635916161,5547.90080141053,12522.5414972691,"UGA"
2e-04,"no-estimate","admin2",NA,NA,NA,"UGA"
0.001,"district-estimate","admin1",2962.05927820242,4384.00357241443,6011.45942510851,"UGA"
0.001,"district-estimate","admin2",4125.29170353072,4968.17986679537,6871.80647613238,"UGA"
0.001,"global-estimate","admin1",2956.0275929146,4384.73309205839,6012.50017272665,"UGA"
0.001,"global-estimate","admin2",3577.83721271153,4817.07181612682,6286.82322824066,"UGA"
0.001,"no-estimate","admin1",3640.86188052955,4699.10138397091,6267.22736680867,"UGA"
0.001,"no-estimate","admin2",4680.17871178779,6178.66187471153,9191.3769749361,"UGA"
1e-04,"district-estimate","admin1",-223132119062.606,-6928638949.00403,417150216081.902,"ZAF"
1e-04,"district-estimate","admin2",Inf,Inf,Inf,"ZAF"
1e-04,"global-estimate","admin1",-218077318401.106,-6770938426.14624,407814812607.853,"ZAF"
1e-04,"global-estimate","admin2",Inf,Inf,Inf,"ZAF"
1e-04,"no-estimate","admin1",0,0,0,"ZAF"
1e-04,"no-estimate","admin2",NA,NA,NA,"ZAF"
2e-04,"district-estimate","admin1",-223132119062.606,-6928638949.00403,417150216081.902,"ZAF"
2e-04,"district-estimate","admin2",Inf,Inf,Inf,"ZAF"
2e-04,"global-estimate","admin1",-655.074586171159,61.0416714685033,2208.46399595336,"ZAF"
2e-04,"global-estimate","admin2",-807.880540155835,59.4995100691909,2466.55353107531,"ZAF"
2e-04,"no-estimate","admin1",0,0,0,"ZAF"
2e-04,"no-estimate","admin2",NA,NA,NA,"ZAF"
0.001,"district-estimate","admin1",-223132119062.606,-6928638949.00403,417150216081.902,"ZAF"
0.001,"district-estimate","admin2",Inf,Inf,Inf,"ZAF"
0.001,"global-estimate","admin1",-217997659320.418,-6769205076.81533,407551234994.303,"ZAF"
0.001,"global-estimate","admin2",Inf,Inf,Inf,"ZAF"
0.001,"no-estimate","admin1",0,0,0,"ZAF"
0.001,"no-estimate","admin2",NA,NA,NA,"ZAF"
1e-04,"district-estimate","admin1",-14465.2647576215,3637.60425193953,19953.0475457318,"ZMB"
1e-04,"district-estimate","admin2",-36001.4406180237,5283.60530833123,53316.621048238,"ZMB"
1e-04,"global-estimate","admin1",-8259.54198999813,3762.81449508864,10734.2065598922,"ZMB"
1e-04,"global-estimate","admin2",3460.14688785354,9622.26199976199,Inf,"ZMB"
1e-04,"no-estimate","admin1",-116425.902648845,16047.7099623261,146680.082479234,"ZMB"
1e-04,"no-estimate","admin2",4742.53913821985,7958.6048026201,12747.2902950139,"ZMB"
2e-04,"district-estimate","admin1",1164.74330466051,4905.60612017986,8738.96043321175,"ZMB"
2e-04,"district-estimate","admin2",4964.59530195007,7709.45600943685,13473.7813254859,"ZMB"
2e-04,"global-estimate","admin1",-40288.1539019434,2720.5282114999,30662.6056446738,"ZMB"
2e-04,"global-estimate","admin2",-82026.5130436598,2258.78440634431,41079.2494645714,"ZMB"
2e-04,"no-estimate","admin1",-10230.9286154298,3395.06453735161,12793.1366315936,"ZMB"
2e-04,"no-estimate","admin2",NA,NA,NA,"ZMB"
0.001,"district-estimate","admin1",3249.16831025264,5098.46602274862,8738.96043321175,"ZMB"
0.001,"district-estimate","admin2",3515.20975997714,5175.63400705404,8736.72476410447,"ZMB"
0.001,"global-estimate","admin1",3249.67430796202,5099.06052525068,8739.9001945949,"ZMB"
0.001,"global-estimate","admin2",3514.11174405059,5098.7851522255,8737.71597086774,"ZMB"
0.001,"no-estimate","admin1",3271.15783725292,5124.30176978613,8779.80035783147,"ZMB"
0.001,"no-estimate","admin2",3669.40269901032,5347.95102644782,8930.11867652287,"ZMB"
1e-04,"district-estimate","admin1",-5359.20675734719,5291.34921744674,10628.0821374065,"ZWE"
1e-04,"district-estimate","admin2",-46385.8611905406,7912.63220076149,Inf,"ZWE"
1e-04,"global-estimate","admin1",3063.16705764603,5292.29956023901,10631.6574006525,"ZWE"
1e-04,"global-estimate","admin2",-54170.2861612704,6452.89054690719,Inf,"ZWE"
1e-04,"no-estimate","admin1",-1039783.57327252,35321.0740750954,1067307.7356485,"ZWE"
1e-04,"no-estimate","admin2",7544.90592267698,14773.448012596,24263.7669213321,"ZWE"
2e-04,"district-estimate","admin1",3062.55509492128,5291.34921744674,10628.0821374065,"ZWE"
2e-04,"district-estimate","admin2",-22876.0024547802,5742.45845599352,Inf,"ZWE"
2e-04,"global-estimate","admin1",-41353.7350305258,2513.02470003713,58783.0981210941,"ZWE"
2e-04,"global-estimate","admin2",-50239.0916688158,880.620383004101,44171.020438182,"ZWE"
2e-04,"no-estimate","admin1",3086.95934918734,5329.32642376501,10773.522691416,"ZWE"
2e-04,"no-estimate","admin2",NA,NA,NA,"ZWE"
0.001,"district-estimate","admin1",3062.55509492128,5291.34921744674,10628.0821374065,"ZWE"
0.001,"district-estimate","admin2",3062.8072959069,5292.20873719577,10631.670728061,"ZWE"
0.001,"global-estimate","admin1",3063.11665755778,5292.2231052482,10631.4288481919,"ZWE"
0.001,"global-estimate","admin2",3063.36305535325,5293.06284707686,10634.9348622729,"ZWE"
0.001,"no-estimate","admin1",3086.95934918734,5329.32642376501,10773.522691416,"ZWE"
0.001,"no-estimate","admin2",3086.95935652873,5329.32643939796,10773.5226891592,"ZWE"
