"ISO","confirmation_lens","admin_level","threshold","total_cost_lb","total_cost_median","total_cost_ub"
"MRT","no-estimate","admin1",2e-04,0,0,0
"MRT","no-estimate","admin1",0.001,0,0,0
"MRT","no-estimate","admin2",1e-04,550133.119562468,550133.119562468,2121218.405085
"MRT","no-estimate","admin2",2e-04,354243.868966909,554958.840624917,1401658.31340818
"MRT","no-estimate","admin2",0.001,0,0,0
"MWI","district-estimate","admin1",1e-04,49667.8544987516,5278724.75306766,11526877.8127652
"MWI","district-estimate","admin1",2e-04,44806.9372663431,47950.2253427884,4843482.24742668
"MWI","district-estimate","admin1",0.001,44806.9372663431,47950.2253427884,73723.9379651395
"MWI","district-estimate","admin2",1e-04,4266330.66122521,6626526.71323579,10313040.4567838
"MWI","district-estimate","admin2",2e-04,1346174.66084142,2775784.69653474,5461506.95306675
"MWI","district-estimate","admin2",0.001,45643.797942929,48224.3991340562,332886.134645495
"MWI","global-estimate","admin1",1e-04,44767.1383647036,1991442.82353558,7313953.9682073
"MWI","global-estimate","admin1",2e-04,43072.5099988273,47850.63771595,70189.7132924575
"MWI","global-estimate","admin1",0.001,43775.8915498801,46846.8498956062,72027.4874805214
"MWI","global-estimate","admin2",1e-04,3403123.01536239,5195008.26164611,7872485.62449758
"MWI","global-estimate","admin2",2e-04,471265.789047482,1833878.32399359,3889158.81720974
"MWI","global-estimate","admin2",0.001,44593.4953508902,46705.2500175357,68979.7240374447
"MWI","no-estimate","admin1",1e-04,12052682.2777426,16313489.1757917,22787687.3112629
"MWI","no-estimate","admin1",2e-04,1917529.76489271,6176820.02092371,14304890.1491632
"MWI","no-estimate","admin1",0.001,0,0,0
"MWI","no-estimate","admin2",1e-04,8420716.91912815,13986834.6553263,17856150.8934198
"MWI","no-estimate","admin2",2e-04,4236070.04703686,6467968.9245472,8991060.89069731
"MWI","no-estimate","admin2",0.001,0,334361.004878519,1726233.23155056
"NAM","district-estimate","admin1",1e-04,3150285.98545187,4287015.03491679,6043388.77025111
"NAM","district-estimate","admin1",2e-04,9018.54123096175,1553899.02829606,4446670.4187078
"NAM","district-estimate","admin1",0.001,8291.31165247209,27395.9979727806,1176728.88870135
"NAM","district-estimate","admin2",1e-04,2152996.5542484,3251329.03540362,3968188.62672235
"NAM","district-estimate","admin2",2e-04,721287.723859264,1850598.27138536,2580631.95131412
"NAM","district-estimate","admin2",0.001,10286.538096446,277178.200762678,398232.722486607
"NAM","global-estimate","admin1",1e-04,1137652.57090871,4287360.89263196,6027321.07055076
"NAM","global-estimate","admin1",2e-04,5707.7561320017,1157163.91109497,6039907.86689759
"NAM","global-estimate","admin1",0.001,8100.52152298107,23626.7278360516,1177371.44211207
"NAM","global-estimate","admin2",1e-04,1616064.96979124,2717438.60296602,4033950.55602277
"NAM","global-estimate","admin2",2e-04,140833.559395045,1228176.67200288,2461344.4440616
"NAM","global-estimate","admin2",0.001,10049.8361103556,190358.401514693,299358.324547183
"NAM","no-estimate","admin1",1e-04,4271710.140811,5956844.01071682,6847234.10356063
"NAM","no-estimate","admin1",2e-04,2671174.83577461,4271710.140811,6013552.17311158
"NAM","no-estimate","admin1",0.001,0,733468.431492375,1126981.26365123
"NAM","no-estimate","admin2",1e-04,2783584.90975448,3865907.9618927,5060005.09983855
"NAM","no-estimate","admin2",2e-04,2141767.64090867,3310875.60234596,4226225.47601956
"NAM","no-estimate","admin2",0.001,0,259206.855597728,1180170.5808689
"NER","district-estimate","admin1",1e-04,119828.745737178,26528356.006717,36789976.2436943
"NER","district-estimate","admin1",2e-04,108345.597071952,119096.086112204,293431.025151192
"NER","district-estimate","admin1",0.001,108345.597071952,118606.788822926,139461.593692202
"NER","district-estimate","admin2",1e-04,10667792.683132,17755612.5570807,26001215.4962972
"NER","district-estimate","admin2",2e-04,2579223.26128876,7219775.98443342,12707969.0045981
"NER","district-estimate","admin2",0.001,109506.800357241,118592.596547232,1321323.85065159
"NER","global-estimate","admin1",1e-04,109431.726905252,26524625.1348174,29270160.3130035
"NER","global-estimate","admin1",2e-04,102404.547554881,117538.396639129,145674.969744734
"NER","global-estimate","admin1",0.001,105852.472779733,115877.545785572,136252.463866329
"NER","global-estimate","admin2",1e-04,10667218.7385126,13230893.6558503,22498620.5246653
"NER","global-estimate","admin2",2e-04,79629.6101766066,4036163.31844369,11375732.0242828
"NER","global-estimate","admin2",0.001,106986.955790299,115716.928405063,133434.062495259
"NER","no-estimate","admin1",1e-04,40283543.0040853,45144589.9171619,56729246.924778
"NER","no-estimate","admin1",2e-04,12717905.432519,28582340.4827279,32946437.6422158
"NER","no-estimate","admin1",0.001,0,0,0
"NER","no-estimate","admin2",1e-04,26298972.4379585,31793247.5429893,36929103.9610697
"NER","no-estimate","admin2",2e-04,11522845.9755064,16643050.8085368,25941242.6773278
"NER","no-estimate","admin2",0.001,2473215.61231427,2675299.01439,2729700.48745876
"NGA","district-estimate","admin1",1e-04,114668738.707753,188796993.113668,282942795.319886
"NGA","district-estimate","admin1",2e-04,47383431.2878152,73258704.2760493,119121348.910446
"NGA","district-estimate","admin1",0.001,1233598.19379065,1500388.08619362,1700483.95917756
"NGA","district-estimate","admin2",1e-04,112767208.144033,143454896.547501,171441742.909722
"NGA","district-estimate","admin2",2e-04,68843735.9853598,82110526.1122079,99826654.9237705
"NGA","district-estimate","admin2",0.001,7646948.7989938,13892410.9094426,22519034.6681168
"NGA","global-estimate","admin1",1e-04,84154922.4596751,117043719.554839,196838346.063512
"NGA","global-estimate","admin1",2e-04,47434181.6437953,47739530.7252385,92681230.7874896
"NGA","global-estimate","admin1",0.001,1205212.05068107,1465862.88086422,1661354.37771114
"NGA","global-estimate","admin2",1e-04,93379534.2599295,122728068.939704,156883008.527283
"NGA","global-estimate","admin2",2e-04,41575400.5905017,60369840.8130222,81232853.4400732
"NGA","global-estimate","admin2",0.001,7252236.52352421,10433643.5898776,15783650.2071408
"NGA","no-estimate","admin1",1e-04,460360904.058527,551572980.509035,601764523.359095
"NGA","no-estimate","admin1",2e-04,111855796.733212,167033291.101453,246059975.094669
"NGA","no-estimate","admin1",0.001,0,0,49438946.1441966
"NGA","no-estimate","admin2",1e-04,162844242.109024,219023534.459832,262613386.97884
"NGA","no-estimate","admin2",2e-04,108437924.576558,141921891.760919,175436183.137792
"NGA","no-estimate","admin2",0.001,20532460.0275018,28125594.8535043,42229702.8422885
"RWA","district-estimate","admin1",1e-04,10708.34097544,12706.5324293964,14950.9580620662
"RWA","district-estimate","admin1",2e-04,10708.34097544,12706.5324293964,14950.9580620662
"RWA","district-estimate","admin1",0.001,10708.34097544,12706.5324293964,14950.9580620662
"RWA","district-estimate","admin2",1e-04,11475.142748444,1848726.20664354,4866524.79010294
"RWA","district-estimate","admin2",2e-04,11394.0131237784,11949.2109861182,12701.8521702055
"RWA","district-estimate","admin2",0.001,11394.0131237784,11949.2109861182,12701.8521702055
"RWA","global-estimate","admin1",1e-04,10532.9226557337,12367.5606615957,14340.5901058847
"RWA","global-estimate","admin1",2e-04,8907.44465167897,12375.4193534621,16642.5726108012
"RWA","global-estimate","admin1",0.001,10461.9329465331,12414.1443164899,14606.9238073864
"RWA","global-estimate","admin2",1e-04,11180.3718548041,11839.520824062,3640478.25020176
"RWA","global-estimate","admin2",2e-04,3640.16264563369,11994.9293873611,22303.8527862997
"RWA","global-estimate","admin2",0.001,11131.8271958547,11674.2494834134,12409.5717540415
"RWA","no-estimate","admin1",1e-04,0,0,0
"RWA","no-estimate","admin1",2e-04,0,0,0
"RWA","no-estimate","admin1",0.001,0,0,0
"RWA","no-estimate","admin2",1e-04,6383437.44090907,6525749.55017295,6526647.5732734
"RWA","no-estimate","admin2",2e-04,1670571.63093803,1670571.63093803,1670571.63093803
"RWA","no-estimate","admin2",0.001,0,0,0
"SEN","district-estimate","admin1",1e-04,478.377657783354,741.858650563498,1022.95932271246
"SEN","district-estimate","admin1",2e-04,478.377657783354,741.858650563498,1022.95932271246
"SEN","district-estimate","admin1",0.001,478.377657783354,741.858650563498,1022.95932271246
"SEN","district-estimate","admin2",1e-04,471.157934576596,728.965654617458,1004.73264936266
"SEN","district-estimate","admin2",2e-04,471.157934576596,728.965654617458,1004.73264936266
"SEN","district-estimate","admin2",0.001,471.157934576596,728.965654617458,1004.73264936266
"SEN","global-estimate","admin1",1e-04,469.999013683504,725.214875352996,1001.79410017827
"SEN","global-estimate","admin1",2e-04,459.750295307548,732.944772922011,1027.73321954219
"SEN","global-estimate","admin1",0.001,467.36978121332,724.787852366829,999.420159088555
"SEN","global-estimate","admin2",1e-04,460.10252041422,711.970661005137,981.420666757269
"SEN","global-estimate","admin2",2e-04,399.704776757708,720.159074893555,1250.18884098233
"SEN","global-estimate","admin2",0.001,460.31618997497,712.191535217724,981.612896986857
"SEN","no-estimate","admin1",1e-04,0,0,0
"SEN","no-estimate","admin1",2e-04,0,0,0
"SEN","no-estimate","admin1",0.001,0,0,0
"SEN","no-estimate","admin2",1e-04,0,0,0
"SEN","no-estimate","admin2",2e-04,0,0,0
"SEN","no-estimate","admin2",0.001,0,0,0
"SLE","district-estimate","admin1",1e-04,58940240.8252928,70718510.6635799,71385761.1021672
"SLE","district-estimate","admin1",2e-04,42723170.6225249,52541572.1026322,64656427.8548515
"SLE","district-estimate","admin1",0.001,8359111.88914826,10878578.9670269,21658763.0736168
"SLE","district-estimate","admin2",1e-04,54780163.1964391,60133268.9169717,64048547.8383883
"SLE","district-estimate","admin2",2e-04,41126709.898858,50184664.607783,55878801.0881566
"SLE","district-estimate","admin2",0.001,8771177.17604622,13959364.5568015,20570134.2346234
"SLE","global-estimate","admin1",1e-04,58721493.6399233,71125150.1855276,71545946.9248738
"SLE","global-estimate","admin1",2e-04,31423275.2364325,52292549.4008687,53463678.144985
"SLE","global-estimate","admin1",0.001,4208920.94268808,8483868.80841843,13105206.7999654
"SLE","global-estimate","admin2",1e-04,54179080.5736218,57439280.6749163,62556351.6179172
"SLE","global-estimate","admin2",2e-04,25455278.4173068,39067819.3318867,51046815.1820071
"SLE","global-estimate","admin2",0.001,8369683.81513364,8549641.93762827,16195471.4485988
"SLE","no-estimate","admin1",1e-04,70319663.2459226,76809479.8843732,76929469.1032272
"SLE","no-estimate","admin1",2e-04,64306786.0266939,70319663.2459226,70916591.8839985
"SLE","no-estimate","admin1",0.001,18249437.5957588,30784691.9659503,36939186.3884634
"SLE","no-estimate","admin2",1e-04,63832864.9290572,66677666.9998775,68146184.8868387
"SLE","no-estimate","admin2",2e-04,57041824.4705948,59614754.5794226,62888663.2159908
"SLE","no-estimate","admin2",0.001,21749515.5135958,26309436.9750899,31068542.4861842
"SOM","district-estimate","admin1",1e-04,109723214.120513,117266061.008214,125643747.808467
"SOM","district-estimate","admin1",2e-04,88578921.4656533,100924967.462498,110200604.682678
"SOM","district-estimate","admin1",0.001,9967743.2826908,22059666.4143606,40602125.3507491
"SOM","district-estimate","admin2",1e-04,75206108.5549658,85386205.0981491,93085871.2230764
"SOM","district-estimate","admin2",2e-04,63338028.9244146,72150700.7133399,84945217.246466
"SOM","district-estimate","admin2",0.001,18122526.2376706,27677778.0044667,38038112.2086265
"SOM","global-estimate","admin1",1e-04,103712727.891319,114375553.943529,120030135.956429
"SOM","global-estimate","admin1",2e-04,68665005.7561078,89146025.7591097,102761210.3305
"SOM","global-estimate","admin1",0.001,10006733.9475673,18889226.6815494,31822253.3395445
"SOM","global-estimate","admin2",1e-04,73236615.4996163,84199000.3986118,91558752.6141025
"SOM","global-estimate","admin2",2e-04,44483016.4398445,60191625.2233584,75207738.2999861
"SOM","global-estimate","admin2",0.001,15039568.3312826,21816004.1860672,28812775.8537303
"SOM","no-estimate","admin1",1e-04,119604218.731328,122822171.330649,129544537.650815
"SOM","no-estimate","admin1",2e-04,113267098.327225,117538694.952082,122108797.858787
"SOM","no-estimate","admin1",0.001,44237589.3060221,55154321.7675252,74284127.1825259
"SOM","no-estimate","admin2",1e-04,89855175.9000267,95317911.2325099,102713510.149379
"SOM","no-estimate","admin2",2e-04,75020559.0635809,85608449.1976818,90887296.3827016
"SOM","no-estimate","admin2",0.001,39843028.6682902,46677734.8948322,58291120.8213177
"SSD","district-estimate","admin1",1e-04,50575699.7532218,67544945.1070042,82075356.3624614
"SSD","district-estimate","admin1",2e-04,31773644.7442033,46869031.0840459,59910252.2877374
"SSD","district-estimate","admin1",0.001,415195.055775148,13957482.7699693,42740495.7332266
"SSD","district-estimate","admin2",1e-04,28617932.6422412,35526355.4139769,46255546.614422
"SSD","district-estimate","admin2",2e-04,21253931.7210405,27013105.4152571,35775055.7753713
"SSD","district-estimate","admin2",0.001,4844272.91041992,14000981.3690275,17680176.6821002
"SSD","global-estimate","admin1",1e-04,46232514.5610595,59457182.4720263,78311152.8704904
"SSD","global-estimate","admin1",2e-04,27334629.8487236,46555621.03528,59874696.5843823
"SSD","global-estimate","admin1",0.001,405641.064588272,860157.17923491,29260559.9818353
"SSD","global-estimate","admin2",1e-04,26575790.4302477,33380966.9489713,43366065.5212166
"SSD","global-estimate","admin2",2e-04,14737472.9619627,22845304.016273,33664400.2663395
"SSD","global-estimate","admin2",0.001,4552579.39346377,13860216.9282535,16788160.410351
"SSD","no-estimate","admin1",1e-04,76650042.0059316,81422627.1094678,92994813.1528716
"SSD","no-estimate","admin1",2e-04,50194190.0943615,65851567.0232608,74934802.083588
"SSD","no-estimate","admin1",0.001,27032234.7847106,41850112.1073756,51355745.8676154
"SSD","no-estimate","admin2",1e-04,34965091.4265663,46924924.782222,52803393.1565083
"SSD","no-estimate","admin2",2e-04,28353900.4527731,34842386.2118013,41396773.8728042
"SSD","no-estimate","admin2",0.001,12131017.9250672,15175382.7576565,18961109.6373631
"TCD","district-estimate","admin1",1e-04,60583258.4135603,71769012.9705596,79174777.6677938
"TCD","district-estimate","admin1",2e-04,39961212.59895,51628692.8721422,62114352.9423922
"TCD","district-estimate","admin1",0.001,6822634.09579274,10251635.058505,20119365.4499788
"TCD","district-estimate","admin2",1e-04,49016187.3740309,57698696.4264284,64097633.8271403
"TCD","district-estimate","admin2",2e-04,29888094.6489605,37855432.205632,48674611.4157461
"TCD","district-estimate","admin2",0.001,5187418.99174759,9233088.83319946,14610888.9665032
"TCD","global-estimate","admin1",1e-04,55410944.5378644,66733297.3062973,75516632.0974107
"TCD","global-estimate","admin1",2e-04,29918634.0022211,44218178.9971911,58685854.1250914
"TCD","global-estimate","admin1",0.001,6768114.58021685,10178502.9524516,17607294.4331745
"TCD","global-estimate","admin2",1e-04,35656007.3614498,54757784.2310368,61592400.2921209
"TCD","global-estimate","admin2",2e-04,17178435.9336876,29531308.78019,42728324.0687569
"TCD","global-estimate","admin2",0.001,4336488.95607914,7132991.20447124,10650717.3329779
"TCD","no-estimate","admin1",1e-04,74564261.7612643,83315177.0791271,92621606.762363
"TCD","no-estimate","admin1",2e-04,63593734.0584383,71818067.2471371,81005844.1046336
"TCD","no-estimate","admin1",0.001,15061742.0583941,24237640.6288637,36004450.0594567
"TCD","no-estimate","admin2",1e-04,69243308.9298661,73152160.5649198,77625551.0872936
"TCD","no-estimate","admin2",2e-04,53459049.1243938,57798149.2328947,61777094.3884734
"TCD","no-estimate","admin2",0.001,13335730.7338866,16974045.1272454,25045093.9720708
"TGO","district-estimate","admin1",1e-04,5313.79208786804,7052.3370509928,11667.4444321134
"TGO","district-estimate","admin1",2e-04,5313.79208786804,7052.3370509928,11667.4444321134
"TGO","district-estimate","admin1",0.001,5313.79208786804,7052.3370509928,11667.4444321134
"TGO","district-estimate","admin2",1e-04,5453.31334294632,7010.91673180922,50782.6769735665
"TGO","district-estimate","admin2",2e-04,5453.31334294632,6989.19950512497,11207.5406821169
"TGO","district-estimate","admin2",0.001,5453.31334294632,6989.19950512497,11207.5406821169
"TGO","global-estimate","admin1",1e-04,5196.00705598516,6890.59648056605,11405.9317848182
"TGO","global-estimate","admin1",2e-04,5053.95123317758,7174.92884569255,11706.0044658526
"TGO","global-estimate","admin1",0.001,5191.51721472051,6890.05678032272,11398.9666173434
"TGO","global-estimate","admin2",1e-04,5327.05261902566,6827.8108318334,11030.4669047763
"TGO","global-estimate","admin2",2e-04,3646.78338574818,7112.28508257855,13256.8280077941
"TGO","global-estimate","admin2",0.001,5327.82796711371,6828.37208305795,10949.6456435943
"TGO","no-estimate","admin1",1e-04,0,0,0
"TGO","no-estimate","admin1",2e-04,0,0,0
"TGO","no-estimate","admin1",0.001,0,0,0
"TGO","no-estimate","admin2",1e-04,0,0,2506570.15174098
"TGO","no-estimate","admin2",2e-04,0,0,0
"TGO","no-estimate","admin2",0.001,0,0,0
"TZA","district-estimate","admin1",1e-04,125624034.555887,163914578.208701,205179118.948439
"TZA","district-estimate","admin1",2e-04,706154.920319241,28547068.842322,76779668.0934637
"TZA","district-estimate","admin1",0.001,676118.057978779,729866.677659086,788667.523033276
"TZA","district-estimate","admin2",1e-04,106799249.858489,129928408.490616,152624397.681639
"TZA","district-estimate","admin2",2e-04,34135834.0056756,53819722.9181175,66088691.6932193
"TZA","district-estimate","admin2",0.001,754884.598715779,2152550.67099734,4470982.50062286
"TZA","global-estimate","admin1",1e-04,90954562.6153539,125139178.477503,163534524.851866
"TZA","global-estimate","admin1",2e-04,656232.294025963,752463.042752631,37492938.9806953
"TZA","global-estimate","admin1",0.001,660560.006702956,713071.824953213,770519.612889286
"TZA","global-estimate","admin2",1e-04,78225793.5929343,99425499.2908622,120486720.370311
"TZA","global-estimate","admin2",2e-04,18600988.6734477,35410800.7220685,53074770.5272336
"TZA","global-estimate","admin2",0.001,712016.400531282,2012033.9619093,3818189.54152147
"TZA","no-estimate","admin1",1e-04,282165971.546965,316567960.375501,349877458.087809
"TZA","no-estimate","admin1",2e-04,138669801.1413,161859166.481836,200813113.706021
"TZA","no-estimate","admin1",0.001,0,0,0
"TZA","no-estimate","admin2",1e-04,201385483.866999,215981797.121392,237848934.029913
"TZA","no-estimate","admin2",2e-04,117879040.506111,128448605.187507,143982528.289604
"TZA","no-estimate","admin2",0.001,3353242.33135242,6515604.37912206,9962068.38828242
"UGA","district-estimate","admin1",1e-04,6116969.93478317,9921039.1173867,18683353.7332168
"UGA","district-estimate","admin1",2e-04,2242348.70621182,4438901.29692343,7139925.27208368
"UGA","district-estimate","admin1",0.001,95312.7419369784,103704.426387209,109803.220198705
"UGA","district-estimate","admin2",1e-04,8650894.43272232,13124931.9458553,16632779.1952231
"UGA","district-estimate","admin2",2e-04,1412603.35127265,4239930.80898344,9298174.30645674
"UGA","district-estimate","admin2",0.001,94721.498821342,183436.133593095,1465071.26144631
"UGA","global-estimate","admin1",1e-04,7023624.95217852,8541559.17109459,10135341.290985
"UGA","global-estimate","admin1",2e-04,2238070.39046345,2698588.64100164,5345747.35176561
"UGA","global-estimate","admin1",0.001,93119.5147205249,101318.099377862,107265.754027597
"UGA","global-estimate","admin2",1e-04,9205893.83669606,13398651.2951939,15784279.2814623
"UGA","global-estimate","admin2",2e-04,912838.449026287,3001857.21256123,6868714.33412328
"UGA","global-estimate","admin2",0.001,92541.8766115895,145554.749793352,971905.972020673
"UGA","no-estimate","admin1",1e-04,22166019.5734841,27313473.5974988,30146079.5227012
"UGA","no-estimate","admin1",2e-04,8165432.45479936,8358152.93584608,11066244.7273537
"UGA","no-estimate","admin1",0.001,0,0,2298892.75209382
"UGA","no-estimate","admin2",1e-04,18378421.4632897,22387837.6438864,27163976.8882415
"UGA","no-estimate","admin2",2e-04,11300020.3797978,12887627.2955555,15364527.6929117
"UGA","no-estimate","admin2",0.001,79193.1775775945,1306029.11001586,1562965.79664174
"ZAF","district-estimate","admin1",1e-04,2252.49165471112,3325.37209320181,5297.50255401901
"ZAF","district-estimate","admin1",2e-04,2252.49165471112,3325.37209320181,5297.50255401901
"ZAF","district-estimate","admin1",0.001,2252.49165471112,3325.37209320181,5297.50255401901
"ZAF","district-estimate","admin2",1e-04,2271.20549595309,3275.15252522534,5143.4246173631
"ZAF","district-estimate","admin2",2e-04,2271.20549595309,3275.15252522534,5143.4246173631
"ZAF","district-estimate","admin2",0.001,2271.20549595309,3275.15252522534,5143.4246173631
"ZAF","global-estimate","admin1",1e-04,2203.38901879641,3251.72950808969,5177.78559027192
"ZAF","global-estimate","admin1",2e-04,2203.31786371279,3286.04755875065,5069.11997042355
"ZAF","global-estimate","admin1",0.001,2200.65990691382,3248.85245446907,5175.60251689293
"ZAF","global-estimate","admin2",1e-04,2218.36824422901,3198.89938689905,5023.53435980928
"ZAF","global-estimate","admin2",2e-04,2056.03685191536,3404.79588676571,5623.66788505141
"ZAF","global-estimate","admin2",0.001,2218.94312676035,3199.78848144292,5025.07004453971
"ZAF","no-estimate","admin1",1e-04,0,0,0
"ZAF","no-estimate","admin1",2e-04,0,0,0
"ZAF","no-estimate","admin1",0.001,0,0,0
"ZAF","no-estimate","admin2",1e-04,0,0,0
"ZAF","no-estimate","admin2",2e-04,0,0,0
"ZAF","no-estimate","admin2",0.001,0,0,0
"ZMB","district-estimate","admin1",1e-04,10030641.4911144,20569933.5084897,43961533.1190967
"ZMB","district-estimate","admin1",2e-04,112549.450044372,10031612.3408276,22154505.9987386
"ZMB","district-estimate","admin1",0.001,112117.364292593,142965.938187594,202031.677551255
"ZMB","district-estimate","admin2",1e-04,19291808.8914951,30542584.5822444,39172188.7925448
"ZMB","district-estimate","admin2",2e-04,508763.681155224,16425492.8636796,22491392.9752492
"ZMB","district-estimate","admin2",0.001,132155.33963892,142255.30677884,1266082.55167643
"ZMB","global-estimate","admin1",1e-04,110478.533758183,20553420.1093009,38458068.0174728
"ZMB","global-estimate","admin1",2e-04,85914.0828578868,136750.011697099,22161061.0809819
"ZMB","global-estimate","admin1",0.001,109537.448430283,139676.170415871,197382.756905533
"ZMB","global-estimate","admin2",1e-04,17614220.3849338,22897737.3179653,30701857.8967977
"ZMB","global-estimate","admin2",2e-04,89125.9717840024,3714237.89973761,20379068.257224
"ZMB","global-estimate","admin2",0.001,129114.332929792,138947.695026387,192166.704084259
"ZMB","no-estimate","admin1",1e-04,31861433.7339352,53441107.054106,70594979.8309957
"ZMB","no-estimate","admin1",2e-04,20425091.3751895,20425091.3751895,39373493.5958881
"ZMB","no-estimate","admin1",0.001,0,0,0
"ZMB","no-estimate","admin2",1e-04,38719151.2054465,44700688.6686619,55160916.0137725
"ZMB","no-estimate","admin2",2e-04,21968960.9611557,26244550.4385585,36343325.6022103
"ZMB","no-estimate","admin2",0.001,0,557363.482419394,2714611.91171124
"ZWE","district-estimate","admin1",1e-04,27507.4387974043,30866.9780487745,6331623.20375321
"ZWE","district-estimate","admin1",2e-04,27507.4387974043,30557.5200453871,35210.7101131015
"ZWE","district-estimate","admin1",0.001,27507.4387974043,30557.5200453871,35210.7101131015
"ZWE","district-estimate","admin2",1e-04,2351733.44681826,3657164.08905002,6931754.96356896
"ZWE","district-estimate","admin2",2e-04,27551.9337282295,2353731.86221068,2633235.83960678
"ZWE","district-estimate","admin2",0.001,27491.2638467836,30535.5799771175,34848.1536038471
"ZWE","global-estimate","admin1",1e-04,26815.5342183152,29796.7190130711,34346.6214607744
"ZWE","global-estimate","admin1",2e-04,26649.7593084792,29978.7444870637,35662.0801033735
"ZWE","global-estimate","admin1",0.001,26874.4692468558,29854.3655324766,34400.4817410988
"ZWE","global-estimate","admin2",1e-04,2351124.57108366,2355713.00189756,5039901.88931952
"ZWE","global-estimate","admin2",2e-04,17097.203518777,32381.2016373218,2521996.68324749
"ZWE","global-estimate","admin2",0.001,26858.666495599,29832.9303238289,34046.2679653283
"ZWE","no-estimate","admin1",1e-04,12840921.724332,13195290.8310552,19233251.4385089
"ZWE","no-estimate","admin1",2e-04,0,0,0
"ZWE","no-estimate","admin1",0.001,0,0,0
"ZWE","no-estimate","admin2",1e-04,7102490.26375983,10735159.7881367,14309890.2818631
"ZWE","no-estimate","admin2",2e-04,2327237.25882552,3630015.04938943,6089958.53438752
"ZWE","no-estimate","admin2",0.001,0,0,0
