"admin-1","admin0","admin1","admin2","outbreak_number","start_weekday","country","spatial_scale","temporal_scale","population","total_suspected_cases","total_deaths","duration","threshold","attack_rate","cfr","area","mean_R0","id","who_region","start_date","end_date","total_confirmed_cases","right_censored","EpiPeriod","location_period_id","threshold.per.week","run_country","duplicated_at_same_spatial_scale","manually_selected","duplicated_at_different_spatial_scale","time_to_peak..weeks.","pop_cat","population_density","rural_urban","country_code","TL","TR"
"afr","nga","kaduna","sabongari",1,"Monday","NGA","admin2","weekly",337961.5,120,0,32,0.159378436984315,0.355070062998121,0,243.7378705,1.58,"afr::nga::kaduna::sabongari_1","AFR",2011-03-07,2011-10-16,NA,"no","complete",12091,0,"NGA",NA,"yes",NA,3,"100,000-1,000,000",1386.57771690017,"Urban settings","NGA",2011-03-07,2011-10-16
"afr","nga","kaduna","soba",2,"Monday","NGA","admin2","weekly",368253.7,368,2,26,0.244893345609184,0.999311106694621,0.543478260869565,2151.250941,1.62,"afr::nga::kaduna::soba_2","AFR",2014-03-03,2014-08-31,NA,"no","complete",12092,0,"NGA",NA,"yes","|afr::nga::kaduna::soba_2",12,"100,000-1,000,000",171.181191827309,"Rural settings","NGA",2014-03-03,2014-08-31
"afr","nga","kaduna","zaria",1,"Monday","NGA","admin2","weekly",470548.1,251,10,19,0.412598609725215,0.533420536610965,3.98406374501992,302.1963375,1.8,"afr::nga::kaduna::zaria_1","AFR",2011-02-21,2011-07-03,NA,"no","complete",12093,0,"NGA",NA,"yes",NA,11,"100,000-1,000,000",1557.09398695145,"Urban settings","NGA",2011-02-21,2011-07-03
"afr","nga","kaduna","zaria",2,"Monday","NGA","admin2","weekly",561170.8,142,19,8,0.412598609725215,0.253042383596884,13.3802816901408,302.1963375,1.6,"afr::nga::kaduna::zaria_2","AFR",2017-08-21,2017-10-15,NA,"no","complete",12093,0,"NGA",NA,"yes",NA,4,"100,000-1,000,000",1856.97419314356,"Urban settings","NGA",2017-08-21,2017-10-15
"afr","nga","kano","bichi",1,"Monday","NGA","admin2","weekly",348241.7,56,1,8,0.22864989067325,0.160807872909374,1.78571428571429,607.6971601,2.2,"afr::nga::kano::bichi_1","AFR",2013-11-11,2014-01-05,NA,"no","complete",12122,0,"NGA",NA,"yes",NA,5,"100,000-1,000,000",573.051386224505,"Rural settings","NGA",2013-11-11,2014-01-05
"afr","nga","kano","bichi",2,"Monday","NGA","admin2","weekly",395903.8,30,0,5,0.22864989067325,0.0757759815712813,0,607.6971601,1.72,"afr::nga::kano::bichi_2","AFR",2017-07-10,2017-08-13,NA,"no","complete",12122,0,"NGA",NA,"yes",NA,3,"100,000-1,000,000",651.482063754999,"Rural settings","NGA",2017-07-10,2017-08-13
"afr","nga","kano","dala",2,"Monday","NGA","admin2","weekly",327121.3,191,2,17,0.330463917176394,0.583881358976221,1.04712041884817,13.40997867,1.85,"afr::nga::kano::dala_2","AFR",2013-11-04,2014-03-02,NA,"no","complete",12913,0,"NGA",NA,"yes",NA,7,"100,000-1,000,000",24393.8717614679,"Urban settings","NGA",2013-11-04,2014-03-02
"afr","nga","kano","dawakinkudu",1,"Monday","NGA","admin2","weekly",294793.9,640,24,48,0.483680779158202,2.17100824145682,3.75,384.4703711,1.92,"afr::nga::kano::dawakinkudu_1","AFR",2013-11-25,2014-10-26,NA,"no","complete",12912,0,"NGA",NA,"yes",NA,46,"100,000-1,000,000",766.753232912517,"Rural settings","NGA",2013-11-25,2014-10-26
"afr","nga","kano","doguwa",1,"Monday","NGA","admin2","weekly",194726.9,40,3,10,0.38534758909549,0.205415853161045,7.5,1440.216733,1.94,"afr::nga::kano::doguwa_1","AFR",2014-08-04,2014-10-12,NA,"no","complete",12466,0,"NGA",NA,"yes",NA,3,"100,000-1,000,000",135.206664065331,"Rural settings","NGA",2014-08-04,2014-10-12
"afr","nga","kano","fagge",3,"Monday","NGA","admin2","weekly",313274.3,150,0,11,0.506250838447591,0.478813595672642,0,38.55368347,1.88,"afr::nga::kano::fagge_3","AFR",2014-01-06,2014-03-23,NA,"no","complete",12460,0,"NGA",NA,"yes",NA,3,"100,000-1,000,000",8125.664574794,"Urban settings","NGA",2014-01-06,2014-03-23
"afr","nga","kano","fagge",4,"Monday","NGA","admin2","weekly",342651.6,44,NA,6,0.506250838447591,0.128410329370671,NA,38.55368347,1.81,"afr::nga::kano::fagge_4","AFR",2017-12-04,2018-01-14,NA,"no","complete",12460,0,"NGA",NA,"yes",NA,3,"100,000-1,000,000",8887.64883559387,"Urban settings","NGA",2017-12-04,2018-01-14
"afr","nga","kano","gaya",1,"Monday","NGA","admin2","weekly",207967.9,34,2,5,0.710566599364419,0.16348678852443,5.88235294117647,567.8278221,2.17,"afr::nga::kano::gaya_1","AFR",2013-11-25,2013-12-29,NA,"no","complete",12910,0,"NGA",NA,"yes",NA,3,"100,000-1,000,000",366.251690927844,"Rural settings","NGA",2013-11-25,2013-12-29
"afr","nga","kano","gezawa",1,"Monday","NGA","admin2","weekly",353693.9,112,4,14,0.273117924101549,0.316657985961555,3.57142857142857,363.4939103,1.85,"afr::nga::kano::gezawa_1","AFR",2013-11-25,2014-03-02,NA,"no","complete",12105,0,"NGA",NA,"yes",NA,3,"100,000-1,000,000",973.039409953493,"Rural settings","NGA",2013-11-25,2014-03-02
"afr","nga","kano","gezawa",3,"Monday","NGA","admin2","weekly",365285.1,301,2,27,0.273117924101549,0.824013984968247,0.664451827242525,363.4939103,1.64,"afr::nga::kano::gezawa_3","AFR",2014-07-14,2015-01-18,NA,"no","complete",12105,0,"NGA",NA,"yes",NA,9,"100,000-1,000,000",1004.92770208591,"Urban settings","NGA",2014-07-14,2015-01-18
"afr","nga","kano","gwale",2,"Monday","NGA","admin2","weekly",671532.5,64,0,7,0.13940455746722,0.0953043970321615,0,23.63719894,1.69,"afr::nga::kano::gwale_2","AFR",2014-01-13,2014-03-02,NA,"no","complete",12120,0,"NGA",NA,"yes",NA,3,"100,000-1,000,000",28409.9863822528,"Urban settings","NGA",2014-01-13,2014-03-02
"afr","nga","kano","gwale",3,"Monday","NGA","admin2","weekly",742573.4,57,NA,7,0.13940455746722,0.0767600847559269,NA,23.63719894,1.78,"afr::nga::kano::gwale_3","AFR",2017-11-27,2018-01-14,NA,"no","complete",12120,0,"NGA",NA,"yes",NA,3,"100,000-1,000,000",31415.4567080866,"Urban settings","NGA",2017-11-27,2018-01-14
"afr","nga","kano","kanomunicipal",3,"Monday","NGA","admin2","weekly",401739.8,212,6,15,1.4233320414892,0.527704772826751,2.83018867924528,17.17955223,1.88,"afr::nga::kano::kanomunicipal_3","AFR",2013-11-18,2014-03-02,NA,"no","complete",12107,0,"NGA",NA,"yes",NA,3,"100,000-1,000,000",23384.7654829127,"Urban settings","NGA",2013-11-18,2014-03-02
"afr","nga","kano","kanomunicipal",4,"Monday","NGA","admin2","weekly",457091.3,203,NA,9,1.4233320414892,0.444112575427694,NA,17.17955223,1.52,"afr::nga::kano::kanomunicipal_4","AFR",2017-12-04,2018-02-04,NA,"no","complete",12107,0,"NGA",NA,"yes",NA,5,"100,000-1,000,000",26606.7062680364,"Urban settings","NGA",2017-12-04,2018-02-04
"afr","nga","kano","kiru",1,"Monday","NGA","admin2","weekly",345118.1,74,1,8,0.13156668383065,0.214419357721664,1.35135135135135,827.7991212,1.63,"afr::nga::kano::kiru_1","AFR",2014-07-07,2014-08-31,NA,"no","complete",12464,0,"NGA",NA,"yes",NA,3,"100,000-1,000,000",416.910445011958,"Rural settings","NGA",2014-07-07,2014-08-31
"afr","nga","kano","kumbotso",4,"Monday","NGA","admin2","weekly",899248,121,0,27,0.0790890207518672,0.134556874188211,0,191.6474548,1.91,"afr::nga::kano::kumbotso_4","AFR",2013-11-18,2014-05-25,NA,"no","complete",12109,0,"NGA",NA,"yes",NA,4,"100,000-1,000,000",4692.19902209732,"Urban settings","NGA",2013-11-18,2014-05-25
"afr","nga","kano","kumbotso",5,"Monday","NGA","admin2","weekly",1020593.4,37,NA,6,0.0790890207518672,0.0362534197324179,NA,191.6474548,1.5,"afr::nga::kano::kumbotso_5","AFR",2017-12-04,2018-01-14,NA,"no","complete",12109,0,"NGA",NA,"yes",NA,3,">1,000,000",5325.36892318802,"Urban settings","NGA",2017-12-04,2018-01-14
"afr","nga","kano","kunchi",1,"Monday","NGA","admin2","weekly",125620,303,0,5,0.615149291863899,2.41203629995224,0,703.9485442,2.19,"afr::nga::kano::kunchi_1","AFR",2010-08-30,2010-10-03,NA,"no","complete",12458,0,"NGA",NA,"yes",NA,3,"100,000-1,000,000",178.450543061724,"Rural settings","NGA",2010-08-30,2010-10-03
"afr","nga","kano","kunchi",2,"Monday","NGA","admin2","weekly",142861.1,44,1,7,0.615149291863899,0.307991515796213,2.27272727272727,703.9485442,1.99,"afr::nga::kano::kunchi_2","AFR",2014-07-28,2014-09-14,NA,"no","complete",12458,0,"NGA",NA,"yes",NA,3,"100,000-1,000,000",202.942532060144,"Rural settings","NGA",2014-07-28,2014-09-14
"afr","nga","kano","madobi",1,"Monday","NGA","admin2","weekly",178089.1,40,2,5,0.32259049241769,0.224606640074176,5,266.8631094,2.03,"afr::nga::kano::madobi_1","AFR",2014-08-25,2014-09-28,NA,"no","complete",12459,0,"NGA",NA,"yes",NA,3,"100,000-1,000,000",667.342520292166,"Rural settings","NGA",2014-08-25,2014-09-28
"afr","nga","kano","nassarawa",3,"Monday","NGA","admin2","weekly",229212.1,258,7,18,0.499579120974393,1.1255950581796,2.71317829457364,41.68394688,2.04,"afr::nga::kano::nassarawa_3","AFR",2013-11-11,2014-03-16,NA,"no","complete",15189,0,"NGA",NA,"yes",NA,8,"100,000-1,000,000",5498.80990540212,"Urban settings","NGA",2013-11-11,2014-03-16
"afr","nga","kano","nassarawa",4,"Monday","NGA","admin2","weekly",237601.1,27,0,5,0.499579120974393,0.113635818115088,0,41.68394688,1.83,"afr::nga::kano::nassarawa_4","AFR",2014-07-14,2014-08-17,NA,"no","complete",15189,0,"NGA",NA,"yes",NA,3,"100,000-1,000,000",5700.06244092018,"Urban settings","NGA",2014-07-14,2014-08-17
"afr","nga","kano","nassarawa",5,"Monday","NGA","admin2","weekly",267913.8,66,NA,5,0.499579120974393,0.246347852265473,NA,41.68394688,1.62,"afr::nga::kano::nassarawa_5","AFR",2017-12-11,2018-01-14,NA,"no","complete",15189,0,"NGA",NA,"yes",NA,3,"100,000-1,000,000",6427.26565148142,"Urban settings","NGA",2017-12-11,2018-01-14
"afr","nga","kano","rano",1,"Monday","NGA","admin2","weekly",220521.7,252,3,7,0.291090722569693,1.14274458510677,1.19047619047619,517.3866033,1.51,"afr::nga::kano::rano_1","AFR",2014-07-21,2014-09-07,NA,"no","complete",15218,0,"NGA",NA,"yes",NA,3,"100,000-1,000,000",426.222284445454,"Rural settings","NGA",2014-07-21,2014-09-07
"afr","nga","kano","rano",2,"Monday","NGA","admin2","weekly",227505.7,34,0,6,0.291090722569693,0.149446823544166,0,517.3866033,1.66,"afr::nga::kano::rano_2","AFR",2015-07-20,2015-08-30,NA,"no","complete",15218,0,"NGA",NA,"yes",NA,3,"100,000-1,000,000",439.720894489577,"Rural settings","NGA",2015-07-20,2015-08-30
"afr","nga","kano","rogo",1,"Monday","NGA","admin2","weekly",294030.7,259,1,22,0.273607875353689,0.880860343779981,0.386100386100386,811.3327112,1.68,"afr::nga::kano::rogo_1","AFR",2014-05-19,2014-10-19,NA,"no","complete",12467,0,"NGA",NA,"yes",NA,4,"100,000-1,000,000",362.404591779758,"Rural settings","NGA",2014-05-19,2014-10-19
"afr","nga","kano","tarauni",2,"Monday","NGA","admin2","weekly",247048.9,18,NA,6,0.150783785417871,0.0728600767763059,NA,26.6942437,2.12,"afr::nga::kano::tarauni_2","AFR",2017-12-04,2018-01-14,NA,"no","complete",12113,0,"NGA",NA,"yes",NA,3,"100,000-1,000,000",9254.76304091732,"Urban settings","NGA",2017-12-04,2018-01-14
"afr","nga","kano","tofa",1,"Monday","NGA","admin2","weekly",131598.8,110,0,9,0.616867181303168,0.835874101687646,0,202.9048613,1.69,"afr::nga::kano::tofa_1","AFR",2015-06-15,2015-08-16,NA,"no","complete",12462,0,"NGA",NA,"yes",NA,5,"100,000-1,000,000",648.573913689667,"Rural settings","NGA",2015-06-15,2015-08-16
"afr","nga","kano","tudunwada",1,"Monday","NGA","admin2","weekly",490382.6,149,2,9,0.175079383197997,0.303844409231007,1.34228187919463,2568.24486,2.12,"afr::nga::kano::tudunwada_1","AFR",2014-07-07,2014-09-07,NA,"no","complete",12463,0,"NGA",NA,"yes",NA,3,"100,000-1,000,000",190.940750096546,"Rural settings","NGA",2014-07-07,2014-09-07
"afr","nga","kano","ungogo",2,"Monday","NGA","admin2","weekly",637361.2,189,5,16,0.126815078356872,0.296535157312195,2.64550264550265,222.850492,2.51,"afr::nga::kano::ungogo_2","AFR",2013-11-25,2014-03-16,NA,"no","complete",12470,0,"NGA",NA,"yes",NA,4,"100,000-1,000,000",2860.03945640829,"Urban settings","NGA",2013-11-25,2014-03-16
"afr","nga","kano","wudil",4,"Monday","NGA","admin2","weekly",438732,743,16,47,0.384653221539661,1.69351689168422,2.15343203230148,791.1042136,1.23,"afr::nga::kano::wudil_4","AFR",2013-11-11,2014-10-05,NA,"no","complete",12112,0,"NGA",NA,"yes",NA,38,"100,000-1,000,000",554.581801560006,"Rural settings","NGA",2013-11-11,2014-10-05
"afr","nga","katsina","bindawa",1,"Monday","NGA","admin2","weekly",169526.4,133,9,9,0.35623945882815,0.784538761348599,6.76691729323308,392.0451766,1.51,"afr::nga::katsina::bindawa_1","AFR",2010-09-06,2010-11-07,NA,"no","complete",12130,0,"NGA",NA,"yes",NA,3,"100,000-1,000,000",432.415471783667,"Rural settings","NGA",2010-09-06,2010-11-07
"afr","nga","katsina","ingawa",1,"Monday","NGA","admin2","weekly",190031.6,127,6,10,0.251559542715026,0.668309979073379,4.7244094488189,762.7603232,2.39,"afr::nga::katsina::ingawa_1","AFR",2010-08-30,2010-11-07,NA,"no","complete",12125,0,"NGA",NA,"yes",NA,4,"100,000-1,000,000",249.136713355465,"Rural settings","NGA",2010-08-30,2010-11-07
"afr","nga","katsina","kaita",1,"Monday","NGA","admin2","weekly",204757.9,157,1,5,0.169562891628734,0.76675933455851,0.636942675159236,968.2657982,2.73,"afr::nga::katsina::kaita_1","AFR",2010-08-30,2010-10-03,NA,"no","complete",12124,0,"NGA",NA,"yes",NA,3,"100,000-1,000,000",211.468690085557,"Rural settings","NGA",2010-08-30,2010-10-03
"afr","nga","katsina","katsina",1,"Monday","NGA","admin2","weekly",357281,138,2,9,2.1766200034215,0.386250564484733,1.44927536231884,144.9237944,1.93,"afr::nga::katsina::katsina_1","AFR",2010-09-06,2010-11-07,NA,"no","complete",15169,0,"NGA",NA,"yes",NA,5,"100,000-1,000,000",2465.30255075905,"Urban settings","NGA",2010-09-06,2010-11-07
"afr","nga","katsina","katsina",3,"Monday","NGA","admin2","weekly",450731.9,4249,NA,17,2.1766200034215,9.4268897787841,NA,144.9237944,1.54,"afr::nga::katsina::katsina_3","AFR",2018-07-16,2018-11-11,NA,"yes","complete",15169,0,"NGA",NA,"yes",NA,12,"100,000-1,000,000",3110.13040933739,"Urban settings","NGA",2018-07-16,2018-11-11
"afr","nga","katsina","musawa",1,"Monday","NGA","admin2","weekly",175369.5,285,10,9,0.419011356491992,1.62513962702511,3.50877192982456,787.8122154,2.95,"afr::nga::katsina::musawa_1","AFR",2010-08-30,2010-10-31,NA,"no","complete",12915,0,"NGA",NA,"yes",NA,4,"100,000-1,000,000",222.603174426483,"Rural settings","NGA",2010-08-30,2010-10-31
"afr","nga","katsina","rimi",1,"Monday","NGA","admin2","weekly",184053.7,228,16,12,0.300021957993997,1.23876919722968,7.01754385964912,484.948199,1.7,"afr::nga::katsina::rimi_1","AFR",2010-08-30,2010-11-21,NA,"no","complete",12501,0,"NGA",NA,"yes",NA,3,"100,000-1,000,000",379.532701388587,"Rural settings","NGA",2010-08-30,2010-11-21
"afr","nga","katsina","zango",1,"Monday","NGA","admin2","weekly",175299,93,0,10,0.207036626186186,0.530522041889493,0,645.5835045,1.67,"afr::nga::katsina::zango_1","AFR",2010-09-06,2010-11-14,NA,"no","complete",15232,0,"NGA",NA,"yes",NA,6,"100,000-1,000,000",271.535748323941,"Rural settings","NGA",2010-09-06,2010-11-14
"afr","nga","kebbi","shanga",1,"Monday","NGA","admin2","weekly",147825.8,65,9,5,0.315422644318566,0.4397067451966,13.8461538461538,1496.39193,1.74,"afr::nga::kebbi::shanga_1","AFR",2011-08-29,2011-10-02,NA,"no","complete",12512,0,"NGA",NA,"yes",NA,3,"100,000-1,000,000",98.7881563889482,"Rural settings","NGA",2011-08-29,2011-10-02
"afr","nga","kebbi","shanga",2,"Monday","NGA","admin2","weekly",177248.2,167,9,12,0.315422644318566,0.942181790838287,5.38922155688623,1496.39193,1.63,"afr::nga::kebbi::shanga_2","AFR",2017-08-14,2017-11-05,NA,"no","complete",12512,0,"NGA",NA,"yes",NA,10,"100,000-1,000,000",118.450384853385,"Rural settings","NGA",2017-08-14,2017-11-05
"afr","nga","kwara","asa",1,"Monday","NGA","admin2","weekly",171392.2,18,0,7,0.0218341499301301,0.105022261163926,0,1563.700577,1.87,"afr::nga::kwara::asa_1","AFR",2017-05-22,2017-07-09,NA,"no","complete",12140,0,"NGA",NA,"yes",NA,3,"100,000-1,000,000",109.606789510061,"Rural settings","NGA",2017-05-22,2017-07-09
"afr","nga","kwara","ilorineast",1,"Monday","NGA","admin2","weekly",284147.8,477,0,14,0.437357553085693,1.67870375563775,0,432.6805085,1.61,"afr::nga::kwara::ilorineast_1","AFR",2017-05-08,2017-08-13,NA,"no","complete",12532,0,"NGA",NA,"yes",NA,4,"100,000-1,000,000",656.715045900895,"Rural settings","NGA",2017-05-08,2017-08-13
"afr","nga","kwara","ilorinsouth",1,"Monday","NGA","admin2","weekly",253978.4,7,0,6,0.180522577402193,0.0275614016350802,0,165.6502911,1.97,"afr::nga::kwara::ilorinsouth_1","AFR",2013-06-03,2013-07-14,NA,"no","complete",12535,0,"NGA",NA,"yes",NA,3,"100,000-1,000,000",1533.22036631181,"Urban settings","NGA",2013-06-03,2013-07-14
"afr","nga","kwara","ilorinsouth",2,"Monday","NGA","admin2","weekly",284286.4,196,2,11,0.180522577402193,0.689445633826102,1.02040816326531,165.6502911,2.47,"afr::nga::kwara::ilorinsouth_2","AFR",2017-05-15,2017-07-30,NA,"no","complete",12535,0,"NGA",NA,"yes",NA,4,"100,000-1,000,000",1716.18412567945,"Urban settings","NGA",2017-05-15,2017-07-30
"afr","nga","kwara","moro",1,"Monday","NGA","admin2","weekly",148635.3,44,1,8,0.0730679783800396,0.296026620530245,2.27272727272727,3170.576097,2.22,"afr::nga::kwara::moro_1","AFR",2017-05-15,2017-07-09,NA,"no","complete",12142,0,"NGA",NA,"yes",NA,4,"100,000-1,000,000",46.8795876372874,"Rural settings","NGA",2017-05-15,2017-07-09
"afr","nga","lagos","kosofe",1,"Monday","NGA","admin2","weekly",930208.6,15,0,9,0.00537348593827524,0.0161254159601439,0,73.8008946,1.94,"afr::nga::lagos::kosofe_1","AFR",2016-09-19,2016-11-20,NA,"no","complete",12541,0,"NGA",NA,"yes",NA,3,"100,000-1,000,000",12604.2997858186,"Urban settings","NGA",2016-09-19,2016-11-20
"afr","nga","lagos","lagosisland",1,"Monday","NGA","admin2","weekly",696463.8,42,2,7,0.0395389118555403,0.0603046461499252,4.76190476190476,59.72013781,2.07,"afr::nga::lagos::lagosisland_1","AFR",2016-09-12,2016-10-30,NA,"no","complete",12549,0,"NGA",NA,"yes",NA,3,"100,000-1,000,000",11662.1264709034,"Urban settings","NGA",2016-09-12,2016-10-30
"afr","nga","nasarawa","keffi",1,"Monday","NGA","admin2","weekly",119317.8,44,0,6,0.193407154057094,0.368762973735525,0,157.5400176,1.67,"afr::nga::nasarawa::keffi_1","AFR",2015-08-03,2015-09-13,NA,"no","complete",15231,0,"NGA",NA,"yes",NA,3,"100,000-1,000,000",757.380897994771,"Rural settings","NGA",2015-08-03,2015-09-13
"afr","nga","nasarawa","obi",1,"Monday","NGA","admin2","weekly",192023,83,0,7,0.375706594722461,0.432239923101653,0,988.0203012,1.64,"afr::nga::nasarawa::obi_1","AFR",2015-07-27,2015-09-13,NA,"no","complete",12563,0,"NGA",NA,"yes",NA,3,"100,000-1,000,000",194.351269672069,"Rural settings","NGA",2015-07-27,2015-09-13
"afr","nga","nasarawa","toto",1,"Monday","NGA","admin2","weekly",162696.3,137,NA,7,0.472843843081196,0.842059731115192,NA,2726.302266,1.45,"afr::nga::nasarawa::toto_1","AFR",2017-11-27,2018-01-14,NA,"no","complete",12562,0,"NGA",NA,"yes",NA,3,"100,000-1,000,000",59.6765450511495,"Rural settings","NGA",2017-11-27,2018-01-14
"afr","nga","niger","agaie",1,"Monday","NGA","admin2","weekly",155548.8,23,0,6,0.056135506422851,0.147863597037143,0,1861.205255,2.05,"afr::nga::niger::agaie_1","AFR",2011-08-15,2011-09-25,NA,"no","complete",12155,0,"NGA",NA,"yes",NA,4,"100,000-1,000,000",83.5742321176715,"Rural settings","NGA",2011-08-15,2011-09-25
"afr","nga","niger","kontagora",1,"Monday","NGA","admin2","weekly",178954,918,32,16,1.06873840925212,5.1298094473816,3.48583877995643,2013.433812,2.26,"afr::nga::niger::kontagora_1","AFR",2011-07-04,2011-10-23,NA,"no","complete",15183,0,"NGA",NA,"yes",NA,8,"100,000-1,000,000",88.8800013854143,"Rural settings","NGA",2011-07-04,2011-10-23
"afr","nga","niger","magama",1,"Monday","NGA","admin2","weekly",213717,220,10,11,0.266542430575041,1.02939854027193,4.54545454545455,3749.743171,3,"afr::nga::niger::magama_1","AFR",2011-08-08,2011-10-23,NA,"no","complete",12154,0,"NGA",NA,"yes",NA,3,"100,000-1,000,000",56.9951034654474,"Rural settings","NGA",2011-08-08,2011-10-23
"afr","nga","niger","mashegu",1,"Monday","NGA","admin2","weekly",253404.2,85,6,10,0.0771476456642282,0.335432540878066,7.05882352941176,9077.744858,1.88,"afr::nga::niger::mashegu_1","AFR",2011-07-18,2011-09-25,NA,"no","complete",12570,0,"NGA",NA,"yes",NA,7,"100,000-1,000,000",27.9148845846533,"Rural settings","NGA",2011-07-18,2011-09-25
"afr","nga","osun","ifecentral",1,"Monday","NGA","admin2","weekly",399747.7,44,0,6,0.0271999817573399,0.110069438337076,0,171.8114755,2.38,"afr::nga::osun::ifecentral_1","AFR",2010-08-16,2010-09-26,NA,"no","complete",12165,0,"NGA",NA,"yes",NA,3,"100,000-1,000,000",2326.66472851518,"Urban settings","NGA",2010-08-16,2010-09-26
"afr","nga","oyo","ibadansoutheast",1,"Monday","NGA","admin2","weekly",202446.2,75,2,9,0.0842091221502974,0.370468790435607,2.66666666666667,84.87467619,2,"afr::nga::oyo::ibadansoutheast_1","AFR",2011-07-11,2011-09-11,NA,"no","complete",12629,0,"NGA",NA,"yes",NA,6,"100,000-1,000,000",2385.23678778821,"Urban settings","NGA",2011-07-11,2011-09-11
"afr","nga","oyo","irepo",1,"Monday","NGA","admin2","weekly",136473.4,298,7,20,0.457012624105179,2.18357585046627,2.3489932885906,978.7267404,2.3,"afr::nga::oyo::irepo_1","AFR",2011-06-27,2011-11-13,NA,"no","complete",15226,0,"NGA",NA,"yes",NA,7,"100,000-1,000,000",139.439737739488,"Rural settings","NGA",2011-06-27,2011-11-13
"afr","nga","oyo","onaara",1,"Monday","NGA","admin2","weekly",311414.3,19,2,6,0.01390294524874,0.0610119800233933,10.5263157894737,309.1268289,1.97,"afr::nga::oyo::onaara_1","AFR",2011-08-01,2011-09-11,NA,"no","complete",12636,0,"NGA",NA,"yes",NA,4,"100,000-1,000,000",1007.39978185698,"Urban settings","NGA",2011-08-01,2011-09-11
"afr","nga","plateau","josnorth",1,"Monday","NGA","admin2","weekly",329374.8,385,13,11,0.692778435729018,1.1688812317048,3.37662337662338,262.1975425,1.54,"afr::nga::plateau::josnorth_1","AFR",2014-04-07,2014-06-22,NA,"no","complete",15182,0,"NGA",NA,"yes",NA,3,"100,000-1,000,000",1256.20857029962,"Urban settings","NGA",2014-04-07,2014-06-22
"afr","nga","plateau","josnorth",2,"Monday","NGA","admin2","weekly",336322,57,1,5,0.692778435729018,0.169480454137,1.75438596491228,262.1975425,2.09,"afr::nga::plateau::josnorth_2","AFR",2015-06-08,2015-07-12,NA,"no","complete",15182,0,"NGA",NA,"yes",NA,3,"100,000-1,000,000",1282.70462336618,"Urban settings","NGA",2015-06-08,2015-07-12
"afr","nga","sokoto","goronyo",1,"Monday","NGA","admin2","weekly",211306.6,282,9,12,0.280494669315918,1.33455371645259,3.19148936170213,1645.409589,1.41,"afr::nga::sokoto::goronyo_1","AFR",2011-08-15,2011-11-06,NA,"no","complete",12692,0,"NGA",NA,"yes",NA,3,"100,000-1,000,000",128.421884382248,"Rural settings","NGA",2011-08-15,2011-11-06
"afr","nga","sokoto","gwadabawa",1,"Monday","NGA","admin2","weekly",268629.4,618,22,13,0.718980372876272,2.30056692874548,3.55987055016181,1005.924985,1.87,"afr::nga::sokoto::gwadabawa_1","AFR",2011-08-08,2011-11-06,NA,"no","complete",12690,0,"NGA",NA,"yes",NA,4,"100,000-1,000,000",267.047149644066,"Rural settings","NGA",2011-08-08,2011-11-06
"afr","nga","sokoto","rabah",1,"Monday","NGA","admin2","weekly",173070.2,158,4,5,0.205413362320232,0.912924252024151,2.53164556962025,2644.875428,1.62,"afr::nga::sokoto::rabah_1","AFR",2011-08-08,2011-09-11,NA,"no","complete",12707,0,"NGA",NA,"yes",NA,3,"100,000-1,000,000",65.4360497162893,"Rural settings","NGA",2011-08-08,2011-09-11
"afr","nga","taraba","jalingo",1,"Monday","NGA","admin2","weekly",157742.8,269,11,15,0.376384437285588,1.70530766113627,4.08921933085502,190.4415509,1.66,"afr::nga::taraba::jalingo_1","AFR",2010-05-10,2010-08-22,NA,"no","complete",12711,0,"NGA",NA,"yes",NA,6,"100,000-1,000,000",828.300332855565,"Rural settings","NGA",2010-05-10,2010-08-22
"afr","nga","taraba","takum",1,"Monday","NGA","admin2","weekly",178614.5,71,0,8,0.0850110845287743,0.397504052459338,0,2386.482517,2.23,"afr::nga::taraba::takum_1","AFR",2011-06-06,2011-07-31,NA,"no","complete",12928,0,"NGA",NA,"yes",NA,3,"100,000-1,000,000",74.8442524626297,"Rural settings","NGA",2011-06-06,2011-07-31
"afr","nga","yobe","gujba",1,"Monday","NGA","admin2","weekly",155178.7,636,11,15,0.925107183743233,4.09850054931628,1.72955974842767,3468.995478,2.66,"afr::nga::yobe::gujba_1","AFR",2011-07-11,2011-10-23,NA,"no","complete",15195,0,"NGA",NA,"yes",NA,6,"100,000-1,000,000",44.733036114958,"Rural settings","NGA",2011-07-11,2011-10-23
"afr","nga","yobe","gulani",1,"Monday","NGA","admin2","weekly",122577.1,163,14,12,1.50122524573745,1.32977502939476,8.58895705521472,2319.255028,1.76,"afr::nga::yobe::gulani_1","AFR",2011-08-08,2011-10-30,NA,"no","complete",12720,0,"NGA",NA,"yes",NA,3,"100,000-1,000,000",52.8519281062867,"Rural settings","NGA",2011-08-08,2011-10-30
"afr","nga","yobe","potiskum",1,"Monday","NGA","admin2","weekly",242210.1,243,3,8,0.811080809011626,1.00326104998313,1.23456790123457,551.5505997,1.62,"afr::nga::yobe::potiskum_1","AFR",2011-09-12,2011-11-06,NA,"no","complete",12726,0,"NGA",NA,"yes",NA,3,"100,000-1,000,000",439.143933723838,"Rural settings","NGA",2011-09-12,2011-11-06
