"","scenario","set_name","vaccine","gavi_support","activity_type","country_code","country","year","age_first","age_last","age_range_verbatim","target","coverage","gender"
"32","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","BGD","Bangladesh",2028,1,100,"default age and gender",173905261,0.372607583770451,"both"
"33","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","BGD","Bangladesh",2031,1,100,"default age and gender",177681831,0.372607583770451,"both"
"34","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","BGD","Bangladesh",2034,1,100,"default age and gender",180994490,0.372607583770451,"both"
"35","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","BGD","Bangladesh",2037,1,100,"default age and gender",183830787,0.372607583770451,"both"
"36","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","BGD","Bangladesh",2040,1,100,"default age and gender",186183146,0.372607583770451,"both"
"37","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","CAF","Central African Republic",2025,1,100,"default age and gender",5166395,0.0131597687827063,"both"
"38","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","CAF","Central African Republic",2028,1,100,"default age and gender",5516640,0.0131597687827063,"both"
"39","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","CAF","Central African Republic",2031,1,100,"default age and gender",5888116,0.0131597687827063,"both"
"40","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","CAF","Central African Republic",2034,1,100,"default age and gender",6267075,0.0131597687827063,"both"
"41","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","CAF","Central African Republic",2037,1,100,"default age and gender",6646435,0.0131597687827063,"both"
"42","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","CAF","Central African Republic",2040,1,100,"default age and gender",7021019,0.0131597687827063,"both"
"43","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","CIV","Cote d'Ivoire",2025,1,100,"default age and gender",28945622,0.049652965302873,"both"
"44","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","CIV","Cote d'Ivoire",2028,1,100,"default age and gender",31160996,0.049652965302873,"both"
"45","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","CIV","Cote d'Ivoire",2031,1,100,"default age and gender",33474898,0.049652965302873,"both"
"46","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","CIV","Cote d'Ivoire",2034,1,100,"default age and gender",35876808,0.049652965302873,"both"
"47","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","CIV","Cote d'Ivoire",2037,1,100,"default age and gender",38360701,0.049652965302873,"both"
"48","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","CIV","Cote d'Ivoire",2040,1,100,"default age and gender",40923310,0.049652965302873,"both"
"49","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","CMR","Cameroon",2025,1,100,"default age and gender",29111584,0.332910406559486,"both"
"50","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","CMR","Cameroon",2028,1,100,"default age and gender",31284927,0.332910406559486,"both"
"51","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","CMR","Cameroon",2031,1,100,"default age and gender",33544864,0.332910406559486,"both"
"52","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","CMR","Cameroon",2034,1,100,"default age and gender",35884593,0.332910406559486,"both"
"53","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","CMR","Cameroon",2037,1,100,"default age and gender",38296005,0.332910406559486,"both"
"54","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","CMR","Cameroon",2040,1,100,"default age and gender",40771711,0.332910406559486,"both"
"55","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","COD","Congo, the Democratic Republic of the",2025,1,100,"default age and gender",100447606,0.298517139646002,"both"
"56","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","COD","Congo, the Democratic Republic of the",2028,1,100,"default age and gender",109618181,0.298517139646002,"both"
"57","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","COD","Congo, the Democratic Republic of the",2031,1,100,"default age and gender",119296167,0.298517139646002,"both"
"58","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","COD","Congo, the Democratic Republic of the",2034,1,100,"default age and gender",129477684,0.298517139646002,"both"
"59","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","COD","Congo, the Democratic Republic of the",2037,1,100,"default age and gender",140103097,0.298517139646002,"both"
"60","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","COD","Congo, the Democratic Republic of the",2040,1,100,"default age and gender",151101392,0.298517139646002,"both"
"61","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","COG","Congo",2025,1,100,"default age and gender",6049095,0.183591331511663,"both"
"62","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","COG","Congo",2028,1,100,"default age and gender",6501594,0.183591331511663,"both"
"63","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","COG","Congo",2031,1,100,"default age and gender",6979158,0.183591331511663,"both"
"64","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","COG","Congo",2034,1,100,"default age and gender",7479581,0.183591331511663,"both"
"65","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","COG","Congo",2037,1,100,"default age and gender",8001283,0.183591331511663,"both"
"66","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","COG","Congo",2040,1,100,"default age and gender",8541533,0.183591331511663,"both"
"67","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","DZA","Algeria",2025,1,100,"default age and gender",46563977,0.085,"both"
"68","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","DZA","Algeria",2028,1,100,"default age and gender",48410020,0.085,"both"
"69","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","DZA","Algeria",2031,1,100,"default age and gender",50083357,0.085,"both"
"70","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","DZA","Algeria",2034,1,100,"default age and gender",51688385,0.085,"both"
"71","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","DZA","Algeria",2037,1,100,"default age and gender",53239167,0.085,"both"
"72","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","DZA","Algeria",2040,1,100,"default age and gender",54782879,0.085,"both"
"73","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","ETH","Ethiopia",2025,1,100,"default age and gender",126096266,0.0829258595147117,"both"
"74","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","ETH","Ethiopia",2028,1,100,"default age and gender",135124150,0.0829258595147117,"both"
"75","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","ETH","Ethiopia",2031,1,100,"default age and gender",144240703,0.0829258595147117,"both"
"76","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","ETH","Ethiopia",2034,1,100,"default age and gender",153372188,0.0829258595147117,"both"
"77","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","ETH","Ethiopia",2037,1,100,"default age and gender",162492652,0.0829258595147117,"both"
"78","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","ETH","Ethiopia",2040,1,100,"default age and gender",171587155,0.0829258595147117,"both"
"79","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","GHA","Ghana",2025,1,100,"default age and gender",33510297,0.343029928267688,"both"
"80","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","GHA","Ghana",2028,1,100,"default age and gender",35533853,0.343029928267688,"both"
"81","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","GHA","Ghana",2031,1,100,"default age and gender",37587315,0.343029928267688,"both"
"82","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","GHA","Ghana",2034,1,100,"default age and gender",39661132,0.343029928267688,"both"
"83","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","GHA","Ghana",2037,1,100,"default age and gender",41756470,0.343029928267688,"both"
"84","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","GHA","Ghana",2040,1,100,"default age and gender",43869440,0.343029928267688,"both"
"85","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","GIN","Guinea",2025,1,100,"default age and gender",14524168,0.224514670331159,"both"
"86","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","GIN","Guinea",2028,1,100,"default age and gender",15699488,0.224514670331159,"both"
"87","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","GIN","Guinea",2031,1,100,"default age and gender",16921313,0.224514670331159,"both"
"88","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","GIN","Guinea",2034,1,100,"default age and gender",18182560,0.224514670331159,"both"
"89","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","GIN","Guinea",2037,1,100,"default age and gender",19477187,0.224514670331159,"both"
"90","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","GIN","Guinea",2040,1,100,"default age and gender",20800137,0.224514670331159,"both"
"91","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","GNB","Guinea-Bissau",2025,1,100,"default age and gender",2143341,0.380530811286851,"both"
"92","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","GNB","Guinea-Bissau",2028,1,100,"default age and gender",2291108,0.380530811286851,"both"
"93","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","GNB","Guinea-Bissau",2031,1,100,"default age and gender",2442807,0.380530811286851,"both"
"94","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","GNB","Guinea-Bissau",2034,1,100,"default age and gender",2598494,0.380530811286851,"both"
"95","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","GNB","Guinea-Bissau",2037,1,100,"default age and gender",2757760,0.380530811286851,"both"
"96","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","GNB","Guinea-Bissau",2040,1,100,"default age and gender",2920246,0.380530811286851,"both"
"97","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","HTI","Haiti",2025,1,100,"default age and gender",11837501,0.51,"both"
"98","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","HTI","Haiti",2028,1,100,"default age and gender",12232381,0.51,"both"
"99","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","HTI","Haiti",2031,1,100,"default age and gender",12612834,0.51,"both"
"100","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","HTI","Haiti",2034,1,100,"default age and gender",12979895,0.51,"both"
"101","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","HTI","Haiti",2037,1,100,"default age and gender",13337058,0.51,"both"
"102","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","HTI","Haiti",2040,1,100,"default age and gender",13679975,0.51,"both"
"103","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","IND","India",2025,1,100,"default age and gender",1421878603,0.22223437601482,"both"
"104","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","IND","India",2028,1,100,"default age and gender",1458189074,0.22223437601482,"both"
"105","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","IND","India",2031,1,100,"default age and gender",1491759582,0.22223437601482,"both"
"106","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","IND","India",2034,1,100,"default age and gender",1522353366,0.22223437601482,"both"
"107","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","IND","India",2037,1,100,"default age and gender",1549193043,0.22223437601482,"both"
"108","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","IND","India",2040,1,100,"default age and gender",1571966307,0.22223437601482,"both"
"109","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","IRN","Iran, Islamic Republic of",2025,1,100,"default age and gender",87542164,0.00147181895285739,"both"
"110","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","IRN","Iran, Islamic Republic of",2028,1,100,"default age and gender",89978278,0.00147181895285739,"both"
"111","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","IRN","Iran, Islamic Republic of",2031,1,100,"default age and gender",92098813,0.00147181895285739,"both"
"112","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","IRN","Iran, Islamic Republic of",2034,1,100,"default age and gender",94053804,0.00147181895285739,"both"
"113","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","IRN","Iran, Islamic Republic of",2037,1,100,"default age and gender",95800159,0.00147181895285739,"both"
"114","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","IRN","Iran, Islamic Republic of",2040,1,100,"default age and gender",97386061,0.00147181895285739,"both"
"115","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","IRQ","Iraq",2025,1,100,"default age and gender",43974392,0.0556384865344593,"both"
"116","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","IRQ","Iraq",2028,1,100,"default age and gender",46949900,0.0556384865344593,"both"
"117","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","IRQ","Iraq",2031,1,100,"default age and gender",49974101,0.0556384865344593,"both"
"118","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","IRQ","Iraq",2034,1,100,"default age and gender",53024727,0.0556384865344593,"both"
"119","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","IRQ","Iraq",2037,1,100,"default age and gender",56118935,0.0556384865344593,"both"
"120","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","IRQ","Iraq",2040,1,100,"default age and gender",59241196,0.0556384865344593,"both"
"121","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","KEN","Kenya",2025,1,100,"default age and gender",58391995,0.0770136648824115,"both"
"122","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","KEN","Kenya",2028,1,100,"default age and gender",62228274,0.0770136648824115,"both"
"123","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","KEN","Kenya",2031,1,100,"default age and gender",66137107,0.0770136648824115,"both"
"124","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","KEN","Kenya",2034,1,100,"default age and gender",70044192,0.0770136648824115,"both"
"125","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","KEN","Kenya",2037,1,100,"default age and gender",73941032,0.0770136648824115,"both"
"126","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","KEN","Kenya",2040,1,100,"default age and gender",77786293,0.0770136648824115,"both"
"127","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","LBR","Liberia",2025,1,100,"default age and gender",5524152,0.0361444133055281,"both"
"128","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","LBR","Liberia",2028,1,100,"default age and gender",5920830,0.0361444133055281,"both"
"129","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","LBR","Liberia",2031,1,100,"default age and gender",6332068,0.0361444133055281,"both"
"130","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","LBR","Liberia",2034,1,100,"default age and gender",6754756,0.0361444133055281,"both"
"131","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","LBR","Liberia",2037,1,100,"default age and gender",7187498,0.0361444133055281,"both"
"132","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","LBR","Liberia",2040,1,100,"default age and gender",7628365,0.0361444133055281,"both"
"133","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","MDG","Madagascar",2025,1,100,"default age and gender",30572472,0,"both"
"134","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","MDG","Madagascar",2028,1,100,"default age and gender",32969323,0,"both"
"135","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","MDG","Madagascar",2031,1,100,"default age and gender",35455775,0,"both"
"136","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","MDG","Madagascar",2034,1,100,"default age and gender",38019128,0,"both"
"137","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","MDG","Madagascar",2037,1,100,"default age and gender",40649732,0,"both"
"138","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","MDG","Madagascar",2040,1,100,"default age and gender",43346763,0,"both"
"139","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","MLI","Mali",2025,1,100,"default age and gender",22568244,0.0467185642295474,"both"
"140","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","MLI","Mali",2028,1,100,"default age and gender",24599833,0.0467185642295474,"both"
"141","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","MLI","Mali",2031,1,100,"default age and gender",26760399,0.0467185642295474,"both"
"142","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","MLI","Mali",2034,1,100,"default age and gender",29038286,0.0467185642295474,"both"
"143","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","MLI","Mali",2037,1,100,"default age and gender",31415443,0.0467185642295474,"both"
"144","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","MLI","Mali",2040,1,100,"default age and gender",33874459,0.0467185642295474,"both"
"145","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","MOZ","Mozambique",2025,1,100,"default age and gender",34784100,0.057149906499413,"both"
"146","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","MOZ","Mozambique",2028,1,100,"default age and gender",37793222,0.057149906499413,"both"
"147","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","MOZ","Mozambique",2031,1,100,"default age and gender",40960216,0.057149906499413,"both"
"148","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","MOZ","Mozambique",2034,1,100,"default age and gender",44267115,0.057149906499413,"both"
"149","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","MOZ","Mozambique",2037,1,100,"default age and gender",47703825,0.057149906499413,"both"
"150","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","MOZ","Mozambique",2040,1,100,"default age and gender",51256031,0.057149906499413,"both"
"151","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","MRT","Mauritania",2025,1,100,"default age and gender",5135521,0.00937098517946,"both"
"152","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","MRT","Mauritania",2028,1,100,"default age and gender",5529990,0.00937098517946,"both"
"153","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","MRT","Mauritania",2031,1,100,"default age and gender",5937867,0.00937098517946,"both"
"154","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","MRT","Mauritania",2034,1,100,"default age and gender",6359103,0.00937098517946,"both"
"155","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","MRT","Mauritania",2037,1,100,"default age and gender",6793557,0.00937098517946,"both"
"156","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","MRT","Mauritania",2040,1,100,"default age and gender",7240917,0.00937098517946,"both"
"157","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","MWI","Malawi",2025,1,100,"default age and gender",21166264,0.0504866499500062,"both"
"158","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","MWI","Malawi",2028,1,100,"default age and gender",22911218,0.0504866499500062,"both"
"159","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","MWI","Malawi",2031,1,100,"default age and gender",24736870,0.0504866499500062,"both"
"160","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","MWI","Malawi",2034,1,100,"default age and gender",26615997,0.0504866499500062,"both"
"161","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","MWI","Malawi",2037,1,100,"default age and gender",28543821,0.0504866499500062,"both"
"162","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","MWI","Malawi",2040,1,100,"default age and gender",30512395,0.0504866499500062,"both"
"163","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","NAM","Namibia",2025,1,100,"default age and gender",2705741,0.207286984737161,"both"
"164","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","NAM","Namibia",2028,1,100,"default age and gender",2846717,0.207286984737161,"both"
"165","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","NAM","Namibia",2031,1,100,"default age and gender",2988928,0.207286984737161,"both"
"166","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","NAM","Namibia",2034,1,100,"default age and gender",3132435,0.207286984737161,"both"
"167","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","NAM","Namibia",2037,1,100,"default age and gender",3277511,0.207286984737161,"both"
"168","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","NAM","Namibia",2040,1,100,"default age and gender",3423643,0.207286984737161,"both"
"169","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","NER","Niger",2025,1,100,"default age and gender",27926438,0.081081963553834,"both"
"170","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","NER","Niger",2028,1,100,"default age and gender",31154417,0.081081963553834,"both"
"171","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","NER","Niger",2031,1,100,"default age and gender",34678266,0.081081963553834,"both"
"172","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","NER","Niger",2034,1,100,"default age and gender",38500598,0.081081963553834,"both"
"173","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","NER","Niger",2037,1,100,"default age and gender",42617103,0.081081963553834,"both"
